,Depth,Age,Temperature
1,7,1920,28.7
2,17,2160,28.5
3,26.5,2447,28.3
4,36.5,3361,28.2
5,46.5,4556,28.2
6,56.5,5440,28.3
7,66.5,6497,28
8,76.5,7528,27.4
9,86.5,8378,27.8
10,96.5,9269,27.9
11,106.5,10568,27.7
12,116.5,12279,27.5
13,126.5,13544,27.4
14,136.5,15022,26.5
15,146.5,17038,26
16,156.5,18989,25.9
17,166.5,20581,26.4
18,176.5,23676,26.4
19,186.5,26483,26.7
20,196.5,26790,26.7
21,206.5,27119,26.7
22,216.5,27554,26.9
23,226.5,29461,27.1
24,236.5,32053,27.2
25,246.5,34549,27.1
26,256.5,36330,26.3
27,266.5,37600,26
28,276.5,39076,26.1
29,296.5,41976,25.7
30,306.5,43370,25.4
31,316.5,46760,24.7
32,326.5,50849,24.9
33,336.5,54097,25.4
34,346.5,55858,25.8
35,356.5,57699,25.9
36,366.5,59531,25.9
37,376.5,61212,26.3
38,386.5,62485,25.7
39,396.5,63799,25.8
40,406.5,65134,25.5
41,416.5,66472,26
42,426.5,67804,25.9
43,436.5,69116,26.8
44,446.5,70476,26.8
45,456.5,72624,27.4
46,466.5,74995,27.8
47,476.5,77460,28.3
48,486.5,79948,28.7
49,496.5,82396,28.7
50,506.5,84742,28.3
51,516.5,86853,27.7
52,526.5,88708,27.9
53,536.5,90690,28.3
54,546.5,92741,27.9
55,556.5,94825,28.3
56,566.5,96919,28.3
57,576.5,99016,28.3
58,586.5,101109,28.2
59,596.5,103192,28.3
60,606.5,105231,28.7
61,626.5,109019,28.8
62,636.5,110749,28.5
63,646.5,112595,29
64,656.5,114501,29
65,666.5,116428,29.1
66,676.5,118378,29
67,686.5,120327,29.4
68,696.5,122287,29.3
69,706.5,124241,29
70,716.5,126192,29
71,726.5,128134,29.1
72,736.5,130055,29.3
73,746.5,131953,28.3
74,756.5,133785,28.9
75,766.5,135533,28.5
76,776.5,137535,28.5
77,786.5,139707,28.6
78,796.5,141955,28.6
79,806.5,144231,28.3
80,816.5,146504,28.4
81,826.5,148746,28.7
82,836.5,150885,28.3
83,846.5,152790,28.5
84,856.5,154004,28.3
85,866.5,155258,28.5
86,876.5,156529,28.3
87,886.5,157816,27.9
88,896.5,159112,28
89,906.5,160417,28
90,916.5,161722,28.2
91,926.5,163029,28.3
92,936.5,164334,28.5
93,946.5,165646,28.6
94,956.5,166957,28.6
95,966.5,168255,28.5
96,976.5,169569,28.5
97,986.5,170854,28.5
98,996.5,172143,28.3
99,1006.5,173414,28.2
100,1016.5,174653,29
101,1026.5,175877,28.7
102,1036.5,178529,28.8
103,1046.5,181534,28.5
104,1056.5,184528,28.7
105,1066.5,187019,28.8
106,1076.5,188486,28.6
107,1086.5,189969,28.9
108,1096.5,191390,28.9
109,1106.5,192573,28.9
110,1116.5,193799,28.9
111,1126.5,195042,29.1
112,1136.5,196287,29.2
113,1146.5,197527,29
114,1156.5,198742,29
115,1166.5,199925,29.1
116,1176.5,201076,28
117,1186.5,202252,27.8
118,1196.5,203441,28.1
119,1206.5,204621,28
120,1216.5,205818,28.1
121,1226.5,207317,28.2
122,1236.5,208907,28.5
123,1246.5,210547,28
124,1253.5,211709,27.7
