,Depth,Age,Temperature
1,1,1100,18.4
2,2.5,1200,18.1
3,5,1300,18.4
4,10,1600,18.5
5,15,1800,18.9
6,20,2100,18.6
7,30,2700,18.6
8,40,3300,18.7
9,50,3900,19.1
10,55,4200,19.6
11,60,4500,20.4
12,65,4800,19.9
13,70,5100,19.8
14,71,5200,19.6
15,76,5400,19.4
16,80,6500,19.6
17,82,7000,19.7
18,85,7600,19.6
19,90,8800,19.6
20,92,9500,19.1
21,95,9900,18.9
22,100,11000,18.4
23,103,11400,18.2
24,110,11800,17.8
25,115,12300,17.5
26,120,12700,16.6
27,125,13100,16.4
28,130,13500,16.1
29,135,13900,16.1
30,140,14300,16.1
31,145,14900,15.8
32,150,15600,16
33,155,16200,15.3
34,160,16900,15.4
35,165,17600,14.2
36,170,17700,13.1
37,175,17900,13.3
38,180,18100,11.8
39,190,18400,11.4
40,195,18600,11.6
41,200,18700,10.5
42,210,19100,10.6
43,220,19400,11.5
44,230,19700,10.5
45,240,20000,10.5
46,250,20400,10.7
47,260,20700,11.5
48,270,21200,11.3
49,280,21600,10.6
50,290,21900,10.3
51,298,22000,10.3
52,300,22200,10.8
53,310,22700,11.2
54,320,23200,11
55,330,23700,11
56,340,24200,11.6
57,350,24700,12.2
58,360,25100,13.2
59,370,26700,14
60,380,28200,11.7
61,390,29800,11.8
62,400,31300,12.9
63,412,32800,14.6
64,420,34400,14.4
65,430,35900,15.7
66,440,37000,14.2
67,450,38000,15.2
68,460,38500,14.2
69,470,38900,14
70,480,39400,15.7
71,490,39900,15.9
72,500,40300,13.8
73,510,40800,12.9
74,520,41300,13.8
75,530,41700,13.9
76,540,42200,13.6
77,550,42700,13.2
78,560,43100,13.7
79,570,43600,13.1
80,580,44100,13.4
81,590,44500,14.5
82,600,45000,15.6
83,610,45800,15.2
84,620,46600,14.9
85,630,47300,13
86,640,48100,13.8
87,650,48900,13.1
88,660,49700,14.1
89,670,50400,14.2
90,680,51200,14.8
91,690,52000,16.2
92,700,52500,16.5
93,710,53000,16.9
94,720,53500,15.5
95,730,54000,14.7
96,740,54500,15.1
97,750,55000,15.3
98,760,55700,16.4
99,770,56300,16.6
100,780,57000,15.9
101,790,57700,14.9
102,800,58300,14.6
103,810,59000,13.3
104,820,60000,12.6
105,830,61000,14.1
106,840,62000,13.7
107,850,63500,13.1
108,860,65000,12.9
109,870,66500,13.1
110,880,68000,13.9
111,890,69000,13
112,900,70000,14.2
113,910,71000,17.1
114,920,72000,16.6
115,930,73000,16.8
116,940,74000,15.5
117,950,75000,17.1
118,960,76400,18.1
119,970,77800,17.4
120,980,79200,16.5
121,990,80600,17.3
122,1000,82000,18.2
123,1010,82800,18.9
124,1020,83700,18.8
125,1030,84500,18.9
126,1040,85300,19.3
127,1050,86200,18.5
128,1060,87000,18.1
129,1070,88100,16.9
130,1080,89200,16.5
131,1090,90300,16.9
132,1100,91400,17.5
133,1110,92500,16.9
134,1120,93600,16.9
135,1130,94700,17.3
136,1140,95800,17.6
137,1150,96900,17.9
138,1160,98000,18
139,1170,99100,18.2
140,1180,100200,19.1
141,1190,101300,19.4
142,1200,102400,19.6
143,1210,103500,19.6
144,1220,104600,18.9
145,1230,105700,19
146,1240,106800,17.2
147,1250,107900,16.2
148,1260,109000,16.8
149,1270,110600,17.4
150,1280,112100,18
151,1290,113700,17.4
152,1300,115200,18.1
153,1310,116800,19.2
154,1320,118300,19.6
155,1330,119900,20.3
156,1340,121400,21.3
157,1350,123000,21.5
158,1360,124500,21.4
159,1370,126000,20.8
160,1380,126400,20.2
161,1390,126900,20
162,1400,127300,19.3
163,1410,127800,18.4
164,1420,128200,18.2
165,1430,128700,17.9
166,1440,129100,16.9
167,1450,129600,17
168,1460,130000,16
169,1470,131300,15.8
170,1480,132500,14.9
171,1490,133800,14.7
172,1498,134800,13.4
