,Depth,Age,Temperature
1,110,230,17.62
2,130,270,19.71
3,170,350,16.96
4,190,400,17.02
5,210,440,17.25
6,230,480,18.14
7,250,520,18.23
8,270,560,16.98
9,290,600,15.86
10,310,650,19.43
11,330,690,18.92
12,410,850,19.75
13,430,900,16.64
14,450,940,15.42
15,470,980,18.18
16,490,1020,16.35
17,530,1100,18
18,550,1150,15.59
19,570,1190,17.93
20,610,1270,17.9
21,630,1350,14.9
22,650,1440,15.77
23,670,1520,17.87
24,690,1610,16.38
25,710,1690,16.9
26,730,1780,17.01
27,750,1860,16.43
28,790,2030,18.01
29,890,2460,16.37
30,910,2540,18.1
31,930,2630,19.47
32,950,2710,18.28
33,970,2800,17.39
34,1030,3050,15.78
35,1050,3130,16.73
36,1070,3210,16.87
37,1090,3290,16.34
38,1130,3450,19.17
39,1150,3530,17.52
40,1170,3610,17.32
41,1190,3690,16.41
42,1210,3770,15.78
43,1230,3850,17.17
44,1250,3930,18.65
45,1270,4010,17.43
46,1310,4170,16.99
47,1330,4250,15.01
48,1350,4330,16.37
49,1390,4490,15.7
50,1410,4580,16.13
51,1430,4660,15.94
52,1450,4740,13.78
53,1470,4820,16.34
54,1510,4980,18.01
55,1530,5060,17.74
56,1590,5300,16.97
57,1610,5380,19.55
58,1630,5460,18.71
59,1650,5540,16.96
60,1670,5620,16.71
61,1690,5700,16.36
62,1730,5860,17.2
63,1750,5940,14.98
64,1770,6020,17.25
65,1790,6100,16.95
66,1810,6180,18.45
67,1830,6260,15.97
68,1850,6340,16.29
69,1870,6420,17.49
70,1890,6500,20.9
71,1930,6660,19.43
72,1950,6740,19.34
73,1970,6820,16.43
74,1990,6900,17.17
75,2010,6980,18.71
76,2050,7140,19.04
77,2070,7220,18.89
78,2110,7380,16.99
79,2130,7460,15.95
80,2150,7530,16.56
81,2170,7580,17.94
82,2190,7640,16.53
83,2210,7700,16.52
84,2230,7750,18.81
85,2270,7860,18.08
86,2400,8220,16.86
87,2440,8330,16.94
88,2490,8470,18.76
89,2650,8920,18.21
90,2790,9310,17.81
91,3070,9940,17.37
92,3220,10260,18.82
93,3260,10350,20.49
94,3290,10410,20.28
95,3340,10520,20.1
96,3390,10630,17.01
97,3500,10870,15.92
98,3550,10970,16.53
99,3620,11120,20.14
100,3720,11280,15.85
101,3760,11350,17.57
102,3900,11580,14.78
103,4170,12020,19.8
104,4190,12060,18.11
105,4250,12150,17.18
106,4270,12190,19.76
107,4310,12250,19.89
108,4370,12350,18.06
109,4470,12520,16.57
110,4510,12580,16.01
111,4550,12650,20.99
112,4570,12680,15.83
113,4610,12750,20.7
114,4630,12780,16.34
115,4650,12810,15.97
116,4750,12980,18.69
117,4770,13010,16.31
118,4790,13040,19.61
119,4850,13140,16.47
120,4890,13210,16.81
121,4910,13240,15.91
122,4930,13270,19.62
123,4990,13370,18.7
124,5210,13720,17.26
125,5250,13790,18.29
126,5270,13820,18.94
127,5290,13850,18.26
128,5300,13870,19.53
129,5460,14120,14.33
130,5500,14190,14.43
131,5520,14240,15.27
132,5530,14270,14.49
133,5540,14300,14.93
134,5550,14330,13.31
135,5570,14390,13.97
136,5600,14480,17.35
137,5620,14550,15.87
138,5660,14670,16.79
139,5680,14730,15.82
140,5700,14800,13.97
141,5720,14860,15.25
142,5740,14920,14.9
143,5760,14980,17.84
144,5780,15080,13.53
145,5850,15260,13.26
146,5890,15390,14.67
147,5950,15580,14.66
148,6020,15790,12.61
149,6100,16040,11.06
150,6330,16760,15.08
151,6380,16920,12.73
152,6430,17060,13.96
153,6670,17770,12.44
154,6710,17880,12.28
155,6790,18120,12.8
156,6810,18170,14.6
157,6830,18230,14.7
158,6850,18290,15.13
159,6970,18640,16.84
160,7020,18790,13.99
161,7120,19080,14.52
162,7180,19260,13.65
163,7220,19370,13.34
164,7410,19930,13.06
165,7750,20860,13.16
166,7790,20950,13.7
167,7820,21040,17.28
168,7890,21220,15.47
169,7930,21330,13.21
170,7970,21430,17.21
171,8050,21640,17.16
172,8110,21800,12.56
173,8150,21900,12.15
174,8190,22010,12.64
175,8250,22160,13.59
176,8290,22270,13.64
177,8400,22540,13.47
178,8430,22640,12.55
179,8490,22790,16
180,8580,23030,13.49
181,8620,23130,16.19
182,8680,23290,13.32
183,8770,23530,15.6
184,8820,23660,15.45
185,9030,24210,15.48
186,9050,24260,14.62
187,9070,24310,15.59
188,9090,24360,14.71
189,9110,24420,13.12
190,9130,24470,14.41
191,9150,24520,17.11
192,9170,24570,14.43
193,9190,24620,14.29
