,Depth,Age,Temperature
1,0,1000,27.2
2,2.5,1370,27.6
3,5,1750,27.6
4,7.5,2130,27.6
5,10,2500,27.6
6,12.5,2880,27.3
7,15,3250,27.7
8,17.5,3630,27.8
9,20,4000,27.2
10,22.5,4380,27.2
11,25,4750,27.4
12,27.5,5130,27.2
13,30,5500,27.7
14,32.5,5870,27.6
15,35,6250,27.4
16,37.5,6620,27.6
17,40,7000,27.7
18,42.5,7380,27.7
19,45,7750,28.1
20,47.5,8130,27.5
21,50,8500,27.7
22,52.5,8880,27.4
23,55,9250,27.1
24,57.5,9620,26.9
25,60,9990,26.2
26,62.5,10360,26.6
27,65,10720,26.3
28,67.5,11090,26.3
29,70,11450,26.2
30,72.5,11930,25.8
31,75,12310,26.1
32,77.5,12680,25.3
33,80,12800,25.7
34,82.5,12950,24.9
35,85,13210,24.8
36,87.5,13470,25.3
37,90,13730,25.7
38,92.5,13980,25
39,95,14240,25.4
40,97.5,14500,25.1
41,100,14650,25.6
42,102.5,14800,24.4
43,105,14950,24.5
44,107.5,15100,24.4
45,110,15250,24.5
46,112.5,15410,24.7
47,115,15560,24.7
48,117.5,15710,24.3
49,120,15860,23.6
50,120,15860,23.6
51,122.5,16010,23.6
52,125,16170,24.1
53,127.5,16360,23.6
54,130,16550,23.4
55,132.5,16730,23.6
56,135,16920,23.5
57,137.5,17100,23.4
58,140,17290,23.5
59,142.5,17470,23.2
60,145,17660,23.2
61,150,18030,23.3
62,155,18400,23.5
63,160,18770,23.7
64,165,19140,23.5
65,170,19510,23.5
66,175,19890,23.6
67,180,20260,23.5
68,185,20630,23.7
69,190,21000,23.9
70,195,21370,24.6
71,200,21740,24.7
72,205,22110,26.1
73,210,22480,25.1
74,215,22850,25.1
75,220,23230,26.4
76,225,23530,24
77,230,23820,25
78,235,24170,23.3
79,240,24610,24.6
