,Depth,Age,Temperature
1,25,723,12.15
2,29,1027,10.16
3,33,1331,11.09
4,37,1768,9.87
5,45,1902,8.36
6,49,2035,12.32
7,53,2176,8.9
8,54,2338,9.96
9,64,2622,8.29
10,65,2662,8.29
11,69,2824,12.35
12,73,2987,6.75
13,77,3149,10.44
14,81,3311,8.4
15,89,3636,12.85
16,93,3798,10.13
17,97,3960,15.12
18,101,4127,12.71
19,105,4294,14.02
20,109,4461,14.58
21,113,4629,14.27
22,117,4796,11.57
23,121,4963,11.52
24,125,5130,11.39
25,133,5464,14.63
26,137,5631,12.13
27,141,5799,11.47
28,145,5966,11.32
29,149,6133,13.25
30,157,6527,12.02
31,161,6754,13.68
32,165,6981,13.7
33,169,7208,12.98
34,173,7435,13.42
35,177,7663,10.99
36,181,7890,11.97
37,185,8117,12.17
38,189,8344,13.79
39,193,8571,11.56
40,201,9025,13.63
41,205,9242,13.03
42,209,9459,14.04
43,213,9676,14.82
44,217,9893,12.82
45,221,10110,13.8
46,225,10212,12.19
47,229,10313,16.42
48,233,10415,14.59
49,237,10516,16.77
50,241,10618,14.16
51,245,10719,14.74
52,249,10821,14.16
53,253,10922,11.59
54,257,11024,12.5
55,261,11125,13.96
56,265,11350,14.08
57,269,11575,16.02
58,273,11800,13.48
59,277,12025,14.82
60,281,12250,15.67
61,285,12475,17.41
62,289,12700,16.52
63,293,12925,17.62
64,297,13150,17.77
65,301,13375,18.14
66,305,13551,17.35
67,309,13726,18.72
68,313,13902,17.09
69,317,14077,18.04
70,321,14253,17.73
71,325,14428,18.56
72,329,14604,19.47
73,333,14779,18.24
74,337,14955,17.89
75,341,15130,17.76
76,345,15603,16.65
77,353,16548,17.48
78,361,17493,17.45
79,369,18438,18.41
80,377,19111,16.33
81,385,19512,19.35
82,393,19913,17.13
83,401,20314,16.35
84,409,20715,17.77
