,Depth,Age,Temperature
1,7.5,214,28.05
2,17.5,502,27.66
3,27.5,791,28.2
4,37.5,1083,27.84
5,47.5,1377,26.62
6,57.5,1672,27.66
7,67.5,1968,27.85
8,77.5,2266,27.08
9,87.5,2567,28.72
10,107.5,3176,27.2
11,117.5,3485,27.57
12,127.5,3796,27.45
13,137.5,4109,28.05
14,147.5,4420,28.33
15,157.5,4729,26.68
16,167.5,5031,27.58
17,177.5,5322,27.8
18,187.5,5598,27.32
19,197.5,5856,28.16
20,207.5,6101,28.04
21,215.5,6288,27.7
22,225.5,6512,28.78
23,235.5,6727,28.05
24,245.5,6934,27.92
25,255.5,7135,28.09
26,265.5,7330,27.82
27,275.5,7520,28.17
28,285.5,7704,27.99
29,295.5,7883,28.12
30,305.5,8057,28.22
31,315.5,8225,28.1
32,317.5,8258,27.41
33,319.5,8291,27.96
34,321.5,8324,28.12
35,323.5,8356,27.94
36,325.5,8389,28.56
37,327.5,8421,27.99
38,329.5,8453,28.95
39,331.5,8485,28.63
40,333.5,8517,28.91
41,335.5,8548,28.4
42,337.5,8580,29.28
43,339.5,8611,29.3
44,341.5,8643,29.64
45,343.5,8674,28.31
46,345.5,8706,28.51
47,347.5,8737,28.48
48,349.5,8768,28.13
49,351.5,8800,28.63
50,353.5,8831,27.99
51,355.5,8863,28.29
52,357.5,8894,28.91
53,359.5,8926,28.41
54,361.5,8958,28.21
55,363.5,8990,28.34
56,365.5,9023,27.7
57,367.5,9055,29.05
58,369.5,9088,28.32
59,371.5,9121,27.87
60,373.5,9154,28.28
61,375.5,9188,28.03
62,377.5,9222,28.31
63,379.5,9257,28.33
64,381.5,9292,27.54
65,383.5,9327,28.24
66,385.5,9363,28.2
67,387.5,9400,28.34
68,389.5,9437,28.23
69,391.5,9474,28.71
70,393.5,9513,28.8
71,395.5,9552,28.1
72,397.5,9591,27.97
73,399.5,9631,27.86
74,401.5,9672,28.57
75,403.5,9713,28.51
76,405.5,9755,27.85
77,407.5,9798,28.5
78,409.5,9841,28.53
79,411.5,9885,28.34
80,413.5,9930,29.06
81,415.5,9975,27.49
82,417.5,10021,27.91
83,419.5,10068,28.11
84,421.5,10116,28.09
85,423.5,10164,28.35
86,425.5,10212,28.68
87,427.5,10262,29.25
88,429.5,10312,28.13
89,431.5,10362,28.25
90,433.5,10414,28.21
91,435.5,10466,28.74
92,437.5,10518,28.25
93,439.5,10571,28.42
94,441.5,10625,28.11
95,443.5,10679,27.96
96,445.5,10734,28.43
97,447.5,10790,28.37
98,449.5,10846,27.79
99,451.5,10902,28.42
100,453.5,10960,28.31
101,455.5,11017,28.37
102,457.5,11075,28.27
103,459.5,11134,28.67
104,461.5,11194,28.08
105,463.5,11253,28.14
106,465.5,11314,27.88
107,467.5,11375,27.91
108,469.5,11438,27.66
109,471.5,11501,28.72
110,473.5,11566,28.37
111,475.5,11632,28.45
112,477.5,11700,27.98
113,479.5,11768,28.29
114,481.5,11838,28.42
115,483.5,11909,28.32
116,485.5,11981,27.88
117,487.5,12054,27.41
118,489.5,12128,28.55
119,491.5,12204,28.39
120,493.5,12281,27.53
121,495.5,12359,27.87
122,497.5,12439,27.84
123,499.5,12520,27.71
124,501.5,12602,28.23
125,503.5,12686,28.34
126,505.5,12771,27.99
127,507.5,12858,28.28
128,509.5,12947,27.67
129,511.5,13037,27.74
130,513.5,13129,27.63
131,515.5,13224,27.22
132,516.5,13272,27.38
133,517.5,13321,27.48
134,518.5,13371,26.98
135,519.5,13421,27.08
136,520.5,13472,27.15
137,521.5,13524,27.23
138,522.5,13577,27.24
139,523.5,13630,27.14
140,524.5,13684,27.16
141,525.5,13739,26.33
142,526.5,13795,25.91
143,527.5,13852,26.68
144,528.5,13909,27.7
145,529.5,13967,27.1
146,530.5,14025,27.13
147,531.5,14084,27.22
148,532.5,14143,26.87
149,533.5,14201,27.13
150,534.5,14260,26.7
151,535.5,14319,27.01
152,536.5,14378,26.95
153,537.5,14437,26.96
154,538.5,14495,27.54
155,539.5,14554,27.47
156,540.5,14612,26.88
157,541.5,14669,27.38
158,542.5,14727,26.73
159,543.5,14784,27.29
160,544.5,14840,26.66
161,545.5,14896,27.02
162,547.5,15006,27.37
163,549.5,15114,26.93
164,551.5,15219,26.76
165,553.5,15320,27.54
166,555.5,15418,26.59
167,557.5,15513,26.88
168,559.5,15603,26.68
169,561.5,15691,26.67
170,563.5,15774,26.53
171,565.5,15855,26.62
172,567.5,15933,26.38
173,569.5,16008,26.28
174,571.5,16080,25.82
175,573.5,16150,25.88
176,575.5,16218,26.15
177,577.5,16283,26.2
178,579.5,16346,26.08
179,581.5,16407,25.97
180,583.5,16466,25.39
181,585.5,16523,25.93
182,587.5,16578,26.36
183,589.5,16630,25.58
184,591.5,16681,26.64
185,593.5,16729,25.92
186,595.5,16776,25.75
187,597.5,16821,25.86
188,599.5,16865,25.76
189,601.5,16908,25.69
190,603.5,16949,26.2
191,605.5,16989,25.55
192,607.5,17028,25.84
193,609.5,17067,25.29
194,611.5,17104,25.89
195,613.5,17141,25.77
196,615.5,17177,26.01
197,617.5,17213,25.27
198,619.5,17249,24.86
199,621.5,17284,25.76
200,623.5,17319,25.5
201,625.5,17354,25.26
202,627.5,17388,25.29
203,629.5,17423,25.68
204,631.5,17457,25.16
205,633.5,17491,25.8
206,635.5,17525,24.88
207,637.5,17559,25.4
208,639.5,17593,24.91
209,641.5,17627,24.93
210,643.5,17661,25.45
211,645.5,17695,25.01
212,647.5,17728,24.68
213,649.5,17762,25.11
214,651.5,17796,25.46
215,653.5,17829,24.86
216,655.5,17863,24.9
217,657.5,17897,25.43
218,659.5,17931,24.68
219,661.5,17964,25.07
220,663.5,17998,25.14
221,665.5,18032,24.98
222,667.5,18066,24.82
223,669.5,18100,25.15
224,671.5,18134,24.28
225,673.5,18168,24.48
226,675.5,18202,24.63
227,677.5,18237,24.52
228,679.5,18271,24.5
229,681.5,18306,24.83
230,683.5,18341,24.43
231,685.5,18376,24.96
232,687.5,18411,24.21
233,689.5,18446,24.01
234,691.5,18481,24.3
235,693.5,18517,25.2
236,695.5,18553,24.81
237,697.5,18589,25.43
238,699.5,18625,25
239,701.5,18661,24.37
240,703.5,18698,24.72
241,705.5,18734,25.04
242,707.5,18771,25.05
243,709.5,18808,24.26
244,711.5,18846,23.74
245,713.5,18883,24.62
246,715.5,18920,24.9
247,717.5,18958,24.77
248,719.5,18995,24.94
249,721.5,19033,24.48
250,723.5,19071,24.71
251,725.5,19108,25.15
252,727.5,19146,24.51
253,729.5,19183,24.35
254,731.5,19221,24.41
255,733.5,19259,25.73
256,735.5,19296,24.93
257,737.5,19333,24
258,739.5,19370,24.69
259,741.5,19408,25.07
260,743.5,19444,24.56
261,745.5,19481,24.37
262,747.5,19518,24.4
263,749.5,19554,24.28
264,751.5,19591,24.4
265,753.5,19627,24.16
266,755.5,19662,24.53
267,757.5,19698,24.28
268,759.5,19734,24.23
269,761.5,19769,24.67
270,763.5,19804,24.81
271,765.5,19839,24.51
272,767.5,19873,24.63
273,769.5,19908,24.4
274,771.5,19942,23.99
275,773.5,19976,24.03
276,775.5,20010,24.53
277,777.5,20044,24.16
278,779.5,20077,24.27
279,781.5,20111,24.16
280,783.5,20144,24.67
281,785.5,20177,24.56
282,787.5,20210,24.5
283,789.5,20244,24.82
284,791.5,20276,25.15
285,793.5,20309,25.12
286,795.5,20342,24.5
287,797.5,20375,24.73
288,799.5,20408,24.88
289,801.5,20440,25.21
290,803.5,20473,25.27
291,805.5,20506,24.01
292,807.5,20538,24.71
293,809.5,20571,24.46
294,811.5,20604,24.16
295,813.5,20636,24.58
296,815.5,20669,24.5
297,825.5,20833,24.49
298,835.5,20999,23.98
299,845.5,21168,23.97
