,Depth,Age,Temperature
1,,240,20.8
2,,630,20.9
3,,1100,20.8
4,,1580,20.8
5,,2050,20.7
6,,2530,20.8
7,,3000,21.2
8,,3470,21.1
9,,3950,21.2
10,,4420,21.2
11,,5440,21.1
12,,5940,21.4
13,,6450,22
14,,6960,21.2
15,,7470,21.5
16,,7970,21.2
17,,8480,21.2
18,,8990,21.1
19,,9490,20.6
20,,9860,20.2
21,,10040,20.2
22,,10220,20.2
23,,10410,20
24,,10590,20.6
25,,10950,19.9
26,,11140,19.8
27,,11320,19.8
28,,11680,20
29,,11870,19.6
30,,12050,19.9
31,,12230,21
32,,12240,19.5
33,,12260,19.4
34,,12270,19.2
35,,12290,19.3
36,,12300,19.2
37,,12330,19.5
38,,12350,18.9
39,,12360,18.8
40,,12380,18.9
41,,12410,19
42,,12420,18.8
43,,12440,18.7
44,,12450,18.9
45,,12540,18.9
46,,12580,19.1
47,,12670,19.2
48,,12720,18.8
49,,12760,19
50,,12810,18.7
51,,12850,19
52,,12890,18.9
53,,12980,18.5
54,,13030,19.3
55,,13070,19.4
56,,13120,18.5
57,,13160,18.8
58,,13200,18
59,,13250,19.3
60,,13290,19
61,,13340,18.9
62,,13430,19
63,,13470,18.8
64,,13510,19.4
65,,13560,19.3
66,,13600,19.5
67,,13710,19.4
68,,13820,19.7
69,,13930,19.8
70,,14040,20.2
71,,14260,19.2
72,,14370,19.4
73,,14480,19.5
74,,14620,18.7
75,,14760,19.5
76,,14900,19.3
77,,15040,19.8
78,,15180,19.1
79,,15320,19.2
80,,15590,18.8
81,,15730,18.2
82,,15870,18.2
83,,16010,17.5
84,,16150,18.3
85,,16290,18.2
86,,16470,18.5
87,,16650,18.6
88,,16830,18.7
89,,17200,19.1
90,,17240,19.6
91,,17270,19.4
92,,17310,19.2
93,,17350,18.7
94,,17390,18.3
95,,17420,19.3
96,,17460,21.1
97,,17490,21.7
98,,17500,19.9
99,,17600,19.7
100,,17670,19.5
101,,17730,19.3
102,,17800,18.7
103,,17860,20.8
104,,17930,20
105,,17990,20.4
106,,18060,20.4
107,,18120,19.5
108,,18190,19.5
109,,18250,19.7
110,,18320,19.8
111,,18380,19.6
112,,18450,19.9
113,,18510,20.9
114,,18580,20.2
115,,18640,19.9
116,,18710,20.4
117,,18770,20.2
118,,18840,20.5
119,,18900,20.5
120,,18970,20.5
121,,19030,20.7
122,,19100,20.3
123,,19160,20.4
124,,19230,20.6
125,,19290,20.5
126,,19490,20.5
127,,19690,20.8
128,,19890,21.5
129,,20090,21.1
130,,20280,21.9
131,,20480,21.8
132,,20680,21.1
133,,20880,21.7
134,,21080,21.3
135,,21280,21.6
136,,21470,21.7
137,,21670,21.6
138,,21870,21.5
139,,22070,21.2
140,,22270,21
141,,22470,21.4
142,,22660,21.4
143,,22860,21.4
144,,23060,21.6
145,,23260,22.1
146,,23460,21.6
147,,23660,22
148,,23850,21
149,,24170,21.6
150,,24480,20.8
151,,24800,20.9
152,,25110,19.6
153,,25430,20.2
154,,25740,20.6
155,,26060,20.9
156,,26370,20.3
157,,26690,20
158,,27000,19.6
159,,27320,19.8
160,,27630,20
161,,27950,19.9
162,,28120,19.6
163,,28280,19.7
164,,28450,20
165,,28620,19.5
166,,28790,19.2
167,,28960,19
168,,29130,19.2
169,,29300,19.5
170,,29470,19.5
171,,29640,18.6
172,,29810,18.7
173,,29980,18.1
174,,30150,18.3
175,,30320,17.9
176,,30490,17.9
177,,30660,18.3
178,,30830,18.3
179,,31000,18.7
180,,31170,19.5
181,,31670,20.2
182,,32520,20.3
183,,32860,20.4
184,,33200,20.6
185,,33370,20.8
186,,33540,21
187,,33710,21
188,,34050,20.8
189,,34220,21.8
190,,34440,20.8
191,,34660,19.6
192,,34870,21.5
193,,35090,19.9
194,,35310,19.6
195,,35530,19.6
196,,35750,20.2
197,,35970,19.9
198,,36190,22
199,,36410,20.2
200,,36630,20.6
201,,36850,19.9
202,,37060,19.5
203,,37280,19.6
204,,37500,19.9
205,,37720,20.7
206,,37940,20
207,,38160,20.1
208,,38380,19.8
209,,38600,20.6
210,,38820,19.7
211,,39040,19.7
212,,39250,19.9
213,,39470,19.8
214,,39690,19.6
215,,39910,19.9
216,,40090,20.6
217,,40130,20.2
218,,40350,20.3
219,,40390,20.3
220,,40570,20.1
221,,40610,20.5
222,,40790,19.7
223,,41090,19.3
224,,41390,19.8
225,,41690,20.4
226,,41990,19.5
227,,42300,19.4
228,,42600,20.3
229,,42900,20.7
230,,43200,20.2
231,,43500,20.3
232,,43800,20.5
233,,44100,20.2
234,,44400,19.9
235,,44710,19.7
236,,45010,20.2
237,,45310,20
238,,45610,19.8
239,,45910,19.7
240,,46210,20.6
241,,46510,19.9
242,,46820,20.3
243,,47120,20.1
244,,47420,20.3
245,,47720,20.8
246,,48020,20.5
247,,48320,21
