,Depth,Age,Temperature
1,40.5,10506,6.21
2,42.5,10714,5.92
3,44.5,10923,5.96
4,46.5,11131,6.23
5,48.5,11340,6.62
6,50.5,11549,5.79
7,52.5,11678,4.85
8,54.5,11727,5.26
9,56.5,11776,4.83
10,58.5,11825,4.99
11,60.5,11874,5.61
12,100.5,12169,5.23
13,102.5,12193,5.29
14,104.5,12217,4.87
15,106.5,12249,5.35
16,108.5,12281,4.77
17,110.5,12313,6.04
18,112.5,12345,5.64
19,114.5,12376,6.33
20,116.5,12408,5.90
21,118.5,12440,5.72
22,120.5,12472,5.65
23,122.5,12504,5.66
24,124.5,12536,4.58
25,126.5,12568,4.77
26,128.5,12600,4.64
27,130.5,12631,4.92
28,132.5,12663,6.13
29,134.5,12694,5.66
30,136.5,12790,5.58
31,138.5,12950,6.21
32,140.5,13110,5.35
33,142.5,13270,5.59
34,144.5,13430,6.26
35,146.5,13590,5.88
36,148.5,13750,6.19
37,150.5,13910,6.28
38,152.5,14070,6.36
39,154.5,14230,5.31
40,156.5,14390,4.99
41,158.5,14550,6.67
42,160.5,14579,5.57
43,168.5,14696,5.70
44,176.5,14813,5.59
45,184.5,14930,4.75
46,192.5,15047,4.86
47,200.5,15163,5.33
48,208.5,15280,5.26
49,216.5,15397,5.30
50,224.5,15514,4.33
51,240.5,15748,5.75
52,248.5,15865,5.63
53,256.5,15981,4.31
54,264.5,16098,4.05
55,272.5,16215,4.17
56,288.5,16449,4.63
57,296.5,16566,4.76
58,304.5,16683,4.59
59,320.5,16916,4.67
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
