,Depth,Age,Temperature
1,0,1150,6.8
2,3,1550,6.0
3,5,1820,6.0
4,10,2480,5.3
5,13,2880,5.4
6,15,3150,5.1
7,20,3810,5.3
8,23,4210,5.5
9,25,4480,6.1
10,30,5150,5.0
11,33,5550,5.7
12,35,5810,5.6
13,40,6480,5.2
14,43,6880,6.0
15,45,7140,5.3
16,50,7700,5.7
17,53,7840,5.6
18,55,7940,6.0
19,60,8190,5.9
20,63,8340,6.7
21,65,8430,6.5
22,70,8680,6.5
23,73,8830,7.0
24,75,8920,6.6
25,80,9170,6.8
26,83,9320,7.8
27,85,9420,7.4
28,90,9660,8.5
29,93,9810,9.0
30,95,9910,7.5
31,100,10150,7.2
32,103,10300,8.7
33,105,10440,7.2
34,110,10800,7.4
35,114,11090,6.1
36,115,11160,6.6
37,120,11370,6.4
38,123,11470,5.6
39,125,11550,5.9
40,130,11720,6.1
41,133,11830,6.8
42,135,11900,6.3
43,140,12080,5.9
44,143,12180,5.9
45,145,12250,6.0
46,150,12430,4.0
47,154,12570,5.4
48,155,12600,5.0
49,160,13040,6.3
50,163,13320,8.2
51,165,13510,6.9
52,170,13950,5.6
53,173,14180,7.9
54,175,14330,7.1
55,180,14710,4.6
