,Depth,Age,Temperature
1,0,0,12.55
2,5,1148,12.43
3,10,1995,11.73
4,15,2743,12.40
5,20,5015,11.52
6,25,7006,12.10
7,30,7272,10.68
8,35,8422,12.53
9,40,9533,11.07
10,45,9846,12.38
11,50,9940,11.25
12,55,10046,12.90
13,60,11149,12.87
14,65,12230,12.30
15,70,12920,10.29
16,75,13587,12.17
17,80,13924,10.69
18,85,14320,13.12
19,90,14551,12.70
20,95,15059,12.84
21,100,15776,11.88
22,105,16492,10.05
23,110,16503,10.04
24,115,16712,9.92
25,120,16922,9.79
26,125,17132,9.98
27,130,17342,10.19
28,135,17552,10.32
29,145,17761,9.78
30,150,17971,9.99
31,155,18181,9.96
32,165,18391,10.01
33,170,18600,10.15
34,175,18810,9.87
35,185,19020,10.37
36,190,19230,10.00
37,200,19440,9.72
38,210,19649,9.53
39,215,19859,9.54
40,225,20069,10.07
41,230,20279,10.24
42,235,20489,9.61
43,245,20698,9.25
44,250,20908,9.39
45,255,21118,8.84
46,260,21328,9.06
47,265,21537,8.84
48,270,21747,9.25
49,275,21957,8.33
50,285,,
51,290,,
52,295,,
