,Depth,Age,Temperature
1,3,30,15.86
2,8,90,15.40
3,13,140,15.32
4,18,190,14.96
5,23,250,14.87
6,28,300,15.18
7,33,350,14.87
8,38,410,15.69
9,43,460,15.79
10,48,520,14.51
11,53,600,15.28
12,58,680,14.77
13,63,760,15.22
14,68,850,15.15
15,73,930,15.30
16,78,1010,15.14
17,83,1090,14.38
18,88,1180,14.85
19,93,1260,14.75
20,98,1340,15.61
21,103,1420,15.38
22,108,1510,15.22
23,113,1590,16.32
24,118,1670,15.63
25,123,1750,15.96
26,128,1840,14.73
27,133,1920,15.04
28,138,2000,14.63
29,143,2070,16.15
30,148,2140,15.03
31,153,2210,15.59
32,158,2280,15.56
33,163,2350,15.68
34,168,2420,16.13
35,173,2490,14.39
36,178,2560,15.18
37,183,2630,15.80
38,188,2700,15.43
39,193,2770,15.25
40,198,2840,15.41
41,203,2920,15.65
42,208,3000,16.19
43,213,3080,15.87
44,218,3150,16.32
45,223,3230,16.27
46,228,3310,15.40
47,233,3390,15.92
48,238,3470,16.05
49,243,3550,15.79
50,248,3630,15.61
51,253,3700,16.09
52,258,3780,15.49
53,263,3860,15.33
54,268,3940,15.45
55,273,4020,15.82
56,278,4100,16.21
57,283,4170,16.75
58,288,4250,17.08
59,293,4330,15.93
60,298,4410,17.19
61,303,4490,15.73
62,308,4570,17.07
63,313,4650,16.16
64,318,4720,15.62
65,323,4800,16.22
66,328,4880,15.84
67,333,4960,16.11
68,338,5040,16.46
69,343,5090,15.71
70,348,5150,16.74
71,353,5210,15.24
72,358,5260,16.60
73,363,5320,15.69
74,368,5370,15.56
75,373,5430,16.41
76,378,5480,16.55
77,383,5540,17.01
78,388,5600,15.27
79,393,5650,17.16
80,398,5710,16.99
81,403,5760,16.53
82,408,5820,16.45
83,413,5870,15.23
84,418,5930,15.88
85,423,5980,17.32
86,428,6040,16.04
87,433,6090,16.30
88,438,6150,16.39
89,443,6200,14.82
90,448,6260,16.84
91,453,6310,16.03
92,458,6360,17.15
93,463,6420,17.56
94,468,6470,16.95
95,473,6530,16.54
96,478,6580,15.41
97,483,6640,17.04
98,488,6690,16.09
99,493,6750,16.13
100,498,6800,15.53
101,503,6860,17.16
102,508,6910,16.03
103,513,6960,17.09
104,518,7000,16.23
105,523,7040,17.41
106,528,7090,16.45
107,533,7130,15.82
108,538,7170,15.24
109,543,7220,16.39
110,548,7260,15.64
111,553,7310,16.55
112,558,7350,16.26
113,563,7390,15.43
114,568,7440,15.85
115,573,7480,16.39
116,578,7520,17.91
117,583,7570,16.95
118,588,7610,16.52
119,593,7660,15.21
120,598,7700,16.69
121,603,7750,16.71
122,608,7800,15.89
123,613,7850,17.07
124,618,7900,16.35
125,623,7950,17.34
126,628,8000,15.40
127,633,8050,17.33
128,638,8100,17.42
129,643,8150,16.85
130,648,8200,16.71
131,653,8250,15.91
132,658,8300,16.72
133,663,8350,18.36
134,668,8400,16.02
135,673,8450,16.52
136,678,8500,17.53
137,683,8550,16.67
138,688,8600,18.08
139,693,8650,17.40
140,698,8700,16.61
141,703,8750,17.13
142,708,8800,17.32
143,713,8850,16.19
144,718,8900,17.98
145,723,8950,17.74
146,728,9000,17.62
147,733,9050,17.24
148,738,9100,17.32
149,743,9150,16.44
150,748,9200,15.94
151,753,9250,17.75
152,758,9300,17.22
153,763,9350,18.56
154,768,9400,18.60
155,773,9460,18.50
156,778,9520,18.51
157,783,9580,19.06
158,788,9630,18.54
159,793,9690,18.03
160,798,9750,17.61
161,803,9800,18.03
162,808,9860,18.41
163,813,9920,18.99
164,818,9970,17.36
165,823,10030,18.86
166,828,10090,18.32
167,833,10140,17.37
168,838,10200,17.35
169,843,10260,18.02
170,848,10320,19.06
171,853,10370,17.71
172,858,10430,18.90
173,863,10490,18.85
174,868,10540,16.86
175,873,10600,18.25
176,878,10660,17.39
177,883,10710,19.21
178,888,10770,17.28
179,893,10830,17.99
180,898,10900,19.32
181,903,10970,18.94
182,908,11040,18.22
183,913,11110,18.96
184,918,11180,18.34
185,923,11250,19.62
186,928,11320,18.41
187,933,11390,17.49
188,938,11460,17.61
189,943,11530,17.42
190,948,11600,17.14
191,953,11670,18.32
192,958,11740,17.27
193,963,11810,18.74
194,968,11880,17.75
195,973,11950,20.12
196,978,12020,18.36
197,983,12100,17.57
198,988,12170,17.89
199,993,12240,18.57
200,998,12310,17.67
201,1003,12380,17.57
202,1008,12450,17.27
203,1013,12520,18.37
204,1018,12590,18.45
205,1023,12660,17.38
206,1028,12730,18.66
207,1033,12800,17.80
208,1038,12870,17.36
209,1043,12940,17.33
210,1048,13010,17.07
211,1053,13080,18.70
212,1058,13150,17.91
