,Depth,Age,Temperature
1,38,397,16.7
2,59,616,13.9
3,75,784,12.7
4,99,1034,11.3
5,133,1390,15.3
6,153,1599,16.7
7,168,1755,16.3
8,193,2016,18.4
9,213,2215,17.7
10,227,2355,18.7
11,238,2465,19.5
12,261,2695,16.4
13,272,2805,17.4
14,309,3174,19.8
15,322,3354,19.9
16,333,3509,19.6
17,347,3706,19.8
18,368,4003,18.9
19,382,4201,19.2
20,398,4486,20.0
21,403,4580,20.1
22,415,4807,19.1
23,456,5580,20.5
24,465,5788,20.4
25,491,6386,21.6
26,499,6570,21.9
27,506,6731,21.1
28,514,6936,20.7
29,526,7250,18.2
30,533,7432,18.9
31,540,7615,18.3
32,549,7851,20.4
33,571,8426,20.7
34,576,8561,21.6
35,585,8806,21.1
36,590,8942,19.8
37,598,9159,19.1
38,606,9377,19.3
39,634,10138,19.5
40,644,10405,20.2
41,653,10638,18.8
42,659,10794,19.1
43,668,11027,19.6
44,676,11226,19.9
45,683,11397,18.6
46,692,11617,18.3
47,713,12050,18.4
48,731,12378,18.3
49,742,12578,18.6
50,766,13016,18.1
51,776,13198,16.1
52,785,13363,14.8
53,799,13618,12.1
54,812,13802,11.2
55,839,14169,14.3
56,859,14420,15.7
57,875,14598,15.9
58,894,14809,13.7
59,911,14999,11.9
60,923,15132,12.2
61,932,15233,12.4
62,949,15412,14.3
63,974,15670,15.9
64,989,15825,12.9
65,1011,16053,17.2
