,Depth,Age,Temperature
1,11,2430,27.08
2,25,5000,26.91
3,28,5370,26.76
4,34,5950,26.76
5,44,6920,26.59
6,47,7210,26.59
7,53,7790,26.56
8,65,8950,26.55
9,71,9530,26.18
10,76,10010,26.05
11,79,10300,26.26
12,84,10780,26.14
13,87,11070,25.87
14,90,11360,25.92
15,93,11680,25.9
16,96,12020,25.86
17,99,12350,26.03
18,102,12680,25.77
19,108,13350,25.62
20,111,13680,25.88
21,114,14010,25.63
22,117,14350,25.88
23,121,14790,25.76
24,124,15120,25.79
25,127,15460,25.31
26,132,15990,25.49
27,135,16270,25.36
28,138,16550,25.01
29,141,16830,25.43
30,144,17110,25.38
31,147,17400,24.95
32,151,17770,25.7
33,155,18140,25.1
34,158,18420,25.49
35,161,18700,25.75
36,164,18980,25.69
37,171,19640,25.49
38,173,19830,25.34
39,176,20110,25.33
40,178,20290,25.65
41,180,20480,25.72
42,183,20760,25.52
43,187,21110,25.79
44,191,21380,25.65
45,193,21520,25.62
46,202,22130,25.69
47,208,22540,25.72
48,211,22770,25.24
49,214,23000,25.81
50,217,23230,25.47
51,221,23540,26.06
52,227,24000,25.64
53,231,24310,25.15
54,234,24540,25.56
55,237,24770,24.85
56,241,25080,24.92
57,243,25230,25.44
58,246,25460,25.05
59,254,26080,25.68
60,261,26620,25.8
61,267,27070,26.14
62,274,27590,25.92
63,281,28110,26.12
64,287,28560,26.21
65,294,29080,25.89
66,301,29600,25.61
67,307,30050,25.55
68,314,30570,25.63
69,321,31090,25.49
70,327,31530,25.49
71,335,32130,25.65
72,341,32570,25.51
73,347,33020,25.51
74,354,33540,25.96
75,361,34060,25.99
76,367,34500,25.97
77,374,35020,25.95
78,381,35540,25.62
79,387,35990,25.72
80,394,36510,25.92
81,401,37030,25.97
82,407,37470,26.11
83,414,37990,26.19
84,421,38510,25.93
85,427,38960,25.8
86,434,39480,25.61
87,441,40000,25.87
88,447,40600,25.77
89,454,41300,25.79
90,461,42000,25.9
91,467,42600,25.63
92,474,43300,25.37
93,481,44000,25.07
94,486,44400,25.38
95,494,45040,25.07
96,501,45600,25.26
97,507,46080,25.33
98,514,46640,25.1
99,521,47200,26.23
100,527,47680,26.16
101,534,48130,25.47
102,541,48430,25.75
103,547,48700,25.88
104,554,49000,25.55
105,561,49300,25.91
106,567,49570,25.85
107,574,49870,25.73
108,581,50170,26.11
109,587,50430,26.13
110,594,50740,25.65
111,601,51040,25.87
112,607,51300,25.96
113,614,51610,26.21
114,621,51910,25.96
115,627,52170,26.06
116,634,52480,25.84
117,642,52830,25.71
118,647,53100,25.98
119,654,53800,25.92
120,661,54500,26.21
121,667,55100,26.36
122,674,55800,26.23
123,681,56500,26.45
124,687,57100,26.57
125,694,57800,26.41
126,701,58500,26.66
127,707,59100,26.33
128,714,59800,26.21
129,721,61000,25.86
130,727,62100,25.77
131,734,62800,26.19
132,741,63500,26.39
133,747,64100,26.04
134,754,64800,25.77
135,761,65500,26.61
136,767,66080,26.37
137,774,66600,26.1
138,781,67130,26.3
139,787,67580,26.09
140,794,68100,25.92
141,801,68630,26.22
142,807,69100,26.31
143,814,69800,26.57
144,821,70500,26.44
145,827,71100,26.35
146,834,71800,26.12
147,841,72500,26.21
148,847,73100,26.52
149,854,73800,26.43
150,861,74500,26.66
151,867,75100,26.38
152,874,75800,26.3
153,881,76500,26.2
154,887,77100,26.5
155,894,77800,26.64
156,901,78500,26.68
157,907,79100,26.65
158,914,79800,26.89
159,921,80500,27.01
160,927,81100,27.11
161,934,81800,27.06
162,941,82500,27.25
163,947,83100,27.12
164,954,83800,27.21
165,967,85100,27.27
166,974,85800,27.26
167,981,86500,27.2
168,987,87100,27.2
169,994,87800,27.49
170,1001,88500,27.37
171,1007,89100,27.33
172,1014,89800,27.58
173,1021,90500,27.64
174,1027,91100,27.53
175,1034,91800,27.45
176,1041,92500,27.42
177,1047,93100,27.4
178,1054,93800,27.26
179,1061,94500,27.24
180,1067,95100,27.29
181,1074,95800,27.26
182,1081,96500,27.39
183,1087,97100,27.41
184,1094,97800,27.19
185,1101,98500,27.22
186,1107,99100,27.03
187,1114,99800,27.07
188,1121,100500,26.84
