,Depth,Age,Temperature
1,13,8800,6.1
2,15,8990,6.3
3,20,9490,7.6
4,23,9790,9.1
5,25,9990,7.8
6,26,10090,7.6
7,27,10190,7.5
8,28,10290,8.5
9,30,10410,5.9
10,33,10580,6.5
11,35,10690,6.9
12,40,10980,6.3
13,43,11150,6.3
14,45,11260,6.5
15,50,11510,7.1
16,52,11610,5
17,53,11790,6
18,54,11960,3.4
19,60,13010,4.5
20,63,13290,6.1
21,65,13450,6.4
22,66,13530,4
23,67,13600,5.5
24,68,13680,7.5
25,70,13830,5.2
26,75,14360,4.7
27,76,14470,6.6
28,77,14570,5.9
29,78,14640,4.9
30,79,14700,4.7
31,80,14760,5
