,Depth,Age,Temperature
1,1,240,25.64
2,3,710,25.61
3,5,1190,25.64
4,7,1670,25.52
5,8.5,2020,25.55
6,9,2140,25.42
7,11,2620,25.36
8,13,3100,25.27
9,15,3570,25.18
10,16.5,3930,25.2
11,17,4050,24.94
12,19,4520,24.85
13,21,5000,24.97
14,23,5480,24.91
15,24.5,5830,25.07
16,25,5950,24.88
17,27,6430,24.91
18,29,6900,24.88
19,31,7380,24.91
20,33,7860,24.94
21,33.5,7980,24.69
22,35,8330,25.12
23,37,8810,24.85
24,39,9290,24.7
25,40.5,9640,25.19
26,41,9760,24.58
27,43,10240,24.42
28,45,10710,24.61
29,47,11190,24.33
30,48.5,11550,24.4
31,49,11670,24.33
32,51,12140,24.21
33,53,12620,24.18
34,55,13100,23.79
35,56.5,13450,23.83
36,57,13570,23.73
37,59,14050,23.61
38,61,14520,23.61
39,63,15000,23.61
40,64.5,15140,23.61
41,65,15190,23.39
42,67,15380,23.39
43,69,15560,23.33
44,71,15750,23.24
45,72.5,15890,23.49
46,73,15940,22.91
47,75,16130,22.82
48,77,16310,22.82
49,79,16500,22.91
50,80.5,16640,22.88
51,81,16690,23.27
52,83,16880,23.27
53,85,17060,23.21
54,87,17250,23.24
55,88.5,17390,23.21
56,89,17440,23.24
57,91,17630,23.33
58,93,17810,23.33
59,95,18000,23.3
60,96.5,18630,23.16
61,97,18850,23.3
62,99,19690,23.61
63,101,20540,23.39
64,103,21380,23.61
65,104.5,22020,23.42
66,105,22230,23.61
67,107,23080,23.55
68,109,23920,23.48
69,111,24770,23.55
70,112.5,25400,23.36
71,113,25620,23.52
72,115,26460,23.52
73,116.5,27100,24.13
74,117,27310,23.45
75,119,28150,23.3
76,120,28580,23.64
77,120.5,28790,23.12
78,122,29420,23.82
79,124,30270,24.06
80,124.5,30480,24.47
81,128,31960,24.21
82,132,33650,24.27
83,132.5,33870,24.28
84,136,35350,24.39
85,140,37040,24.36
86,144,38730,24.21
87,146,39580,24.33
88,148,40300,23.7
89,148.5,40450,24.24
90,152,41510,23.61
91,156,42710,23.76
92,156.5,42870,23.61
93,160,43920,23.79
94,164,45130,23.79
95,164.5,45280,23.99
96,168,46330,23.76
97,170,46940,23.3
98,172,47540,23.03
99,172.5,47690,23.03
100,174,48140,23.03
101,178,49350,23.09
102,180.5,50100,23.25
103,182,50560,23.18
104,184,51160,23.48
105,187,52060,23.67
106,193,53870,23.82
107,195.5,54630,23.96
108,197,55080,23.94
109,201,56290,24.15
110,203.5,57040,24.39
111,205,57490,24.36
112,209,58700,24.45
113,211.5,60000,24.09
114,213,61000,24.12
115,217,63670,23.94
116,219,65000,24.09
117,219.5,65330,23.92
118,221,66330,24.58
119,225,69000,24.36
120,227.5,70670,24.62
121,229,71670,24.39
122,233,74330,24.67
123,235,75380,25.88
124,235.5,75560,25.59
125,237,76130,25.82
126,241,77630,26.27
127,243.5,78560,24.74
