,Depth,Age,Temperature
1,15.5,3220,3.60
2,20.5,3880,2.20
3,25.5,4550,2.30
4,30.5,5210,2.90
5,35.5,5880,3.70
6,40.5,6540,4.30
7,45.5,7210,2.10
8,50.5,7720,4.00
9,60.5,8210,2.30
10,65.5,8460,3.80
11,70.5,8700,3.00
12,75.5,8950,3.70
13,80.5,9190,2.20
14,85.5,9440,2.60
15,90.5,9690,2.30
16,95.5,9930,2.50
17,100.5,10180,2.10
18,105.5,10480,3.20
19,110.5,10840,2.80
20,115.5,11200,2.80
21,120.5,11380,2.90
22,125.5,11570,4.20
23,130.5,11740,4.70
24,135.5,11920,4.10
25,140.5,12090,3.90
26,145.5,12270,4.70
27,150.5,12440,3.40
28,155.5,12620,2.60
29,160.5,13090,4.50
30,165.5,13550,3.80
31,170.5,13990,3.40
32,175.5,14370,5.40
33,180.5,14750,5.40
34,185.5,14990,3.90
35,190.5,15260,3.20
36,195.5,15550,3.70
37,200.5,15830,5.80
38,205.5,16120,5.80
39,210.5,16400,2.80
40,215.5,16690,2.50
41,220.5,16970,5.60
42,225.5,17540,3.30
43,230.5,18140,4.30
44,235.5,18750,3.60
45,240.5,19350,5.00
46,245.5,19960,5.00
47,250.5,20560,3.40
