,Depth,Age,Temperature
1,0.5,1120,3.10
2,5.5,1330,2.80
3,10.5,1540,4.20
4,15.5,1750,3.30
5,20.5,1960,3.80
6,25.5,2170,3.40
7,30.5,2380,3.90
8,35.5,2590,3.10
9,40.5,2800,5.00
10,45.5,3010,3.60
11,50.5,3220,3.00
12,55.5,3430,3.70
13,60.5,3640,3.60
14,65.5,3850,3.90
15,70.5,4070,6.80
16,75.5,4280,3.70
17,80.5,4490,3.70
18,85.5,4700,3.40
19,90.5,4910,3.50
20,95.5,5120,4.00
21,100.5,5330,7.20
22,105.5,5540,3.40
23,110.5,5770,4.70
24,115.5,6010,3.70
25,120.5,6250,3.70
26,125.5,6480,3.90
27,130.5,6720,3.40
28,135.5,6960,4.10
29,140.5,7200,3.30
30,145.5,7440,3.80
31,150.5,7680,4.40
32,155.5,7920,3.80
33,160.5,8150,3.00
34,165.5,8390,3.90
35,170.5,8630,2.90
36,175.5,8860,3.50
37,180.5,9100,3.90
38,185.5,9330,4.40
39,190.5,9570,3.70
40,195.5,9810,3.60
41,202.5,10040,3.60
42,205.5,10130,3.80
43,207.5,10190,3.70
44,209.5,10240,5.30
45,215.5,10410,4.30
46,217.5,10470,3.90
47,219.5,10530,5.30
48,222.5,10610,3.70
49,225.5,10700,5.00
50,227.5,10760,3.80
51,229.5,10810,5.50
52,235.5,11060,4.50
53,237.5,11170,3.50
54,239.5,11270,5.50
55,242.5,11430,4.50
56,245.5,11590,4.40
57,247.5,11700,4.20
58,252.5,12010,3.60
59,255.5,12200,4.30
60,257.5,12320,4.60
61,259.5,12440,4.40
62,265.5,12820,4.40
63,267.5,12940,3.10
64,269.5,13060,5.20
65,272.5,13250,3.40
66,275.5,13410,4.50
67,277.5,13510,3.40
68,279.5,13620,5.70
69,285.5,13930,5.20
70,289.5,14140,5.30
71,292.5,14300,5.20
72,295.5,14420,4.60
73,297.5,14510,5.90
74,299.5,14590,4.80
75,302.5,14710,4.50
76,305.5,15070,4.40
77,307.5,15310,4.10
78,309.5,15550,4.60
79,312.5,15900,4.30
80,315.5,16260,4.50
81,317.5,16500,4.50
82,322.5,16590,3.60
83,325.5,16640,4.10
84,327.5,16680,3.70
85,329.5,16710,3.20
86,332.5,16770,2.70
87,335.5,16820,3.80
88,337.5,16850,3.10
89,339.5,16890,2.70
90,342.5,16940,3.00
91,345.5,17000,4.10
92,349.5,17070,5.00
93,352.5,17120,2.90
94,355.5,17250,4.10
95,359.5,17420,4.60
96,362.5,17550,3.50
97,365.5,17680,4.40
98,369.5,17860,4.10
99,372.5,17980,3.50
100,375.5,18110,4.20
101,382.5,18420,2.70
102,385.5,18550,4.70
103,389.5,18720,5.20
104,392.5,18850,3.40
105,395.5,18980,4.60
106,399.5,19270,2.90
107,402.5,19520,3.10
108,405.5,19780,3.80
