,Depth,Age,Temperature
1,0,1100,6.9
2,1,1140,6.9
3,5,1310,6.6
4,10,1520,5.7
5,15,1730,6.4
6,20,1940,5.9
7,25,2150,6.6
8,30,2360,6.3
9,35,2570,6.2
10,40,2780,6.0
11,45,2990,6.9
12,50,3200,6.8
13,55,3410,7.4
14,60,3620,6.6
15,65,3830,7.2
16,70,4040,7.2
17,75,4250,7.1
18,80,4470,7.3
19,85,4680,7.3
20,90,4890,7.9
21,95,5100,8.4
22,100,5310,8.9
23,105,5520,7.9
24,110,5750,8.5
25,115,5980,9.2
26,120,6220,8.8
27,125,6460,9.6
28,130,6700,7.7
29,135,6940,9.5
30,140,7180,8.6
31,145,7420,8.7
32,150,7650,6.9
33,155,7890,6.9
34,160,8130,6.6
35,165,8370,7.6
36,170,8600,7.5
37,175,8840,7.7
38,180,9080,8.7
39,185,9310,9.9
40,190,9550,8.6
41,195,9780,8.1
42,200,9970,7.8
43,205,10110,9.0
44,210,10260,8.0
45,215,10400,9.3
46,220,10540,7.8
47,225,10690,7.6
48,230,10830,7.3
49,235,11030,7.6
50,240,11300,7.3
51,245,11570,7.4
52,250,11860,6.8
53,255,12170,6.5
54,260,12480,6.6
55,265,12790,6.9
56,270,13100,6.9
57,275,13380,7.6
58,280,13640,6.3
59,285,13910,8.2
60,290,14170,6.2
61,295,14400,5.6
62,300,14610,5.5
