,Depth,Age,Temperature
1,6,2575,26.67
2,9,3679,26.22
3,12,4783,27.34
4,15,5887,26.43
5,18,6992,27.2
6,21,8096,27.55
7,24,9225,27.68
8,27,10380,27.21
9,30,11535,27.57
10,33,12218,26.5
11,36,12901,26.59
12,39,13585,26.32
13,42,14268,26.5
14,45,14951,25.9
15,48,15634,23.57
16,51,16317,23.14
17,54,17000,23.18
18,57,17684,23
19,60,18367,22.67
20,63,19050,22.49
21,66,19733,23.28
22,69,20416,22.91
23,72,21099,22.95
24,75,21783,22.99
25,78,22466,23.16
26,81,23149,23.33
27,84,23832,23.09
28,87,24515,23.5
29,90,25198,23.61
