,Depth,Age,Temperature
1,13,4200,25.00
2,18,4460,26.67
3,23,4640,26.54
4,28,4750,26.46
5,33,4860,26.88
6,38,5040,27.48
7,43,5200,25.92
8,48,5320,25.30
9,53,5420,26.30
10,58,5530,28.36
11,63,5650,26.95
12,68,5770,25.99
13,73,5880,26.68
14,78,5990,25.89
15,83,6110,26.51
16,88,6220,27.32
17,93,6330,27.33
18,98,6450,26.32
19,103,6550,26.26
20,113,6800,26.44
21,118,6930,25.89
22,123,7060,24.69
23,128,7190,25.75
24,133,7330,27.06
25,143,7600,27.33
26,148,7730,26.90
27,153,7860,26.84
28,158,7990,26.88
29,168,8230,27.00
30,183,8580,26.45
31,188,8700,26.83
32,193,8820,27.35
33,198,8930,27.94
34,208,9190,27.40
35,213,9360,25.13
36,218,9520,27.84
37,228,9840,26.26
38,233,10000,25.38
