,Depth,Age,Temperature
1,10.5,384,15.43
2,20.5,1218,15.39
3,50.5,4884,16.68
4,70.5,8027,14.09
5,6.5,9898,14.67
6,16.5,10465,15.85
7,26.5,10947,14.55
8,36.5,11151,14.82
9,40.5,11230,16.57
10,88.5,11636,11.98
11,0.5,11952,14.60
12,9.5,12185,12.37
13,19.5,12441,11.88
14,33.5,12715,12.89
15,46.5,12845,11.80
16,51.5,12898,11.77
17,54.5,12930,11.33
18,59.5,13001,9.48
19,63.5,13126,11.16
20,66.5,13385,11.17
21,69.5,13644,11.07
22,71.5,13867,10.70
23,73.5,14046,11.27
24,79.5,14483,9.98
25,84.5,14741,10.33
26,89.5,14904,7.83
27,94.5,15063,8.12
28,-0.5,15550,8.32
29,14.5,15709,8.29
30,19.5,15857,8.11
31,29.5,16057,6.29
32,39.5,16209,7.65
33,0.5,16302,8.54
34,49.5,16365,7.77
35,59.5,16518,8.04
36,69.5,16673,7.19
37,79.5,16806,7.66
38,9.5,17110,9.65
39,19.5,17200,8.07
40,29.5,17279,8.77
41,39.5,17358,8.70
42,49.5,17436,7.49
43,57.5,17497,8.60
44,69.5,17606,8.89
45,79.5,17709,8.61
46,89.5,17896,9.19
47,99.5,18115,8.18
48,9.5,18342,7.18
49,19.5,18567,6.39
50,29.5,18743,6.98
51,39.5,18832,6.87
52,49.5,18926,7.02
53,59.5,19024,7.23
54,69.5,19124,7.05
55,79.5,19234,6.50
56,92.5,19394,8.12
