,Depth,Age,Temperature
1,1,7.9,170
2,10,8.7,258
3,21,10.4,366
4,31,9.5,464
5,41,10.5,562
6,51,9.4,660
7,61,7.6,758
8,71,9.6,856
9,81,10.0,952
10,91,10.4,1042
11,130,11.6,1395
12,141,10.9,1502
13,150,9.6,1605
14,201,11.2,2193
15,250,10.9,2758
16,330,11.2,3686
17,341,11.5,3847
18,381,11.5,4274
19,421,9.5,4687
20,441,10.6,4893
21,492,10.0,5419
22,521,10.6,5719
23,550,11.3,6128
24,581,11.5,6627
25,601,11.1,6949
26,621,11.6,7270
27,641,11.6,7505
28,710,9.3,8185
29,730,11.4,8382
30,750,9.7,8579
31,761,11.3,8687
32,780,9.9,8874
33,790,11.1,8973
34,810,11.3,9121
35,870,9.1,9288
36,900,10.9,9372
37,950,8.9,9851
38,980,9.7,10151
39,1040,10.0,10752
40,1060,8.0,10953
41,1070,8.6,11053
42,1090,8.8,11256
43,1100,11.2,11360
44,1120,9.1,11566
