,Depth,Age,Temperature
1,25,723,25.75
2,29,1027,26.6
3,33,1331,26.86
4,37,1635,26.62
5,41,1768,26.76
6,45,1902,26.75
7,49,2035,26.42
8,53,2176,26.2
9,57,2338,25.87
10,61,2500,26.69
11,65,2662,25.74
12,69,2824,26.66
13,73,2987,27.06
14,77,3149,26.41
15,81,3311,26.65
16,85,3473,26.61
17,89,3636,26.5
18,93,3798,26.55
19,97,3960,25.98
20,101,4127,26.67
21,105,4294,26.36
22,109,4461,26.75
23,113,4629,26.67
24,113,4629,26.12
25,117,4796,27.02
26,121,4963,26.85
27,125,5130,26.79
28,129,5297,26.63
29,133,5464,26.45
30,137,5631,26.43
31,141,5799,26.45
32,145,5966,25.88
33,149,6133,26.81
34,153,6300,27.25
35,157,6527,27.38
36,161,6754,26.44
37,165,6981,26.44
38,169,7208,26.49
39,173,7435,26.59
40,177,7663,26.69
41,181,7890,26.34
42,185,8117,26.21
43,189,8344,26.62
44,193,8571,26.53
45,197,8798,26.55
46,201,9025,26.6
47,205,9242,26.99
48,209,9459,26.13
49,213,9676,26.33
50,217,9893,26.35
51,221,10110,26.31
52,225,10212,26.11
53,229,10313,26.55
54,233,10415,26.22
55,237,10516,26.11
56,241,10618,27.37
57,245,10719,26.23
58,249,10821,26.45
59,253,10922,26.63
60,257,11024,26.68
61,261,11125,26.58
62,265,11350,26.56
63,269,11575,26.36
64,273,11800,26.24
65,277,12025,26.62
66,281,12250,26.69
67,285,12475,27.04
68,289,12700,26.23
69,293,12925,25.86
70,297,13150,26.61
71,301,13375,25.24
72,305,13551,26.23
73,309,13726,26.24
74,313,13902,26.45
75,317,14077,26.38
76,321,14253,25.94
77,325,14428,26.06
78,329,14604,25.87
79,333,14779,26.21
80,337,14955,25.59
81,341,15130,25.51
82,345,15603,25.68
83,353,16548,25.26
84,361,17493,24.95
85,369,18438,24.71
86,377,19111,25.04
87,385,19512,24.52
88,393,19913,25.33
89,401,20314,24.14
90,409,20715,24.02
