,Depth,Age,Temperature
1,2.5,1890,28.59
2,5,2752,28.12
3,7.5,3614,28.51
4,10,4477,29.02
5,12.5,5339,29.21
6,15,6201,28.41
7,17.5,7064,28.39
8,20,7926,28.74
9,22.5,8789,29.32
10,25,9651,29.13
11,27.5,10513,28.74
12,30,11376,29.37
13,32.5,12238,28.46
14,35,13078,27.88
15,37.5,13919,26.57
16,40,14759,25.45
17,42.5,15599,25.76
18,45,16439,25.38
19,47.5,17280,25.07
20,50,18120,23.67
21,52.5,18960,24.24
22,55,19801,23.63
23,57.5,20641,23.37
24,60,21481,23.19
25,67.5,24391,24.58
26,70,25426,24.58
