,Depth,Age,Temperature
1,1,8850,4.9
2,3,8950,4.8
3,5,9050,4.3
4,7,9140,4.4
5,10,9290,4.3
6,11,9340,4.8
7,13,9430,4.2
8,15,9530,5.8
9,17,9630,4.6
10,20,9770,4.9
11,21,9820,4.1
12,23,9920,4.3
13,25,10010,5.9
14,26,10060,5.2
15,27,10110,5.7
16,30,10250,5
17,31,10300,5.9
18,33,10400,4.5
19,35,10490,4.4
20,37,10590,3.6
21,63,11150,4.7
22,78,11660,4
23,80,11850,4.3
24,81,11890,4.2
25,83,11960,3
26,85,12040,4.5
27,87,12110,3.8
28,90,12230,3.6
29,91,12260,3.2
30,93,12340,2.9
31,95,12410,4
32,97,12490,3.9
33,98,12530,3
34,100,12600,3
35,103,12720,3
36,105,12800,4
37,107,12880,3.1
38,110,13000,4
39,113,13120,3
40,144,14350,4.1
41,155,14770,3.4
42,157,14820,3.4
43,160,14900,2.8
44,164,15020,3.2
45,165,15040,3
46,220,10540,7.7
47,225,10690,7.5
48,230,10830,7.3
49,235,11030,7.5
50,240,11300,7.2
51,245,11570,7.4
52,250,11860,6.7
53,255,12170,6
54,260,12480,6.5
55,265,12790,6.8
56,270,13100,7
57,275,13380,7.6
58,280,13640,6
59,285,13910,8.1
60,290,14170,6.2
61,295,14400,5.6
62,300,14610,5.5
