,Depth,Age,Temperature
1,1,630,19.6
2,3,760,17.99
3,5,889,19.31
4,7,1019,18.55
5,9,1149,19.46
6,11,1278,19.38
7,13,1408,19.79
8,15,1538,19.84
9,17,1667,20.25
10,19,1797,18.53
11,21,1926,19.52
12,23,2056,18.43
13,25,2186,19.61
14,27,2315,18.75
15,29,2445,18.79
16,31,2575,18.37
17,33,2704,20.02
18,35,2834,17.94
19,37,2964,19.58
20,39,3093,19.15
21,41,3223,19.26
22,43,3353,18.81
23,45,3482,20.45
24,47,3612,19.15
25,49,3741,20.68
26,51,3871,18.91
27,53,4001,17.75
28,55,4130,18.68
29,57,4260,18.49
30,59,4398,18.09
31,61,4536,18.11
32,63,4673,17.13
33,65,4811,18.5
34,67,4949,18.31
35,69,5087,19.01
36,71,5225,18.28
37,73,5362,20.38
38,75,5500,18.85
39,77,5638,19.76
40,79,5776,19.57
41,81,5914,19.62
42,83,6052,19.61
43,85,6189,19.63
44,87,6327,19.23
45,89,6465,20.62
46,91,6603,20.12
47,93,6741,20.02
48,95,6878,20.07
49,97,7016,20.92
50,99,7154,20.21
51,101,7292,21.44
52,103,7430,19.74
53,105,7567,21.3
54,107,7705,20.22
55,109,7843,20.56
56,111,7945,21.33
57,113,8046,21.45
58,115,8148,20.41
59,117,8250,21.66
60,119,8352,20.15
61,121,8453,20.52
62,123,8555,20.84
63,125,8657,22.3
64,127,8758,21.33
65,129,8860,22.51
66,131,8962,21.13
67,133,9063,21.89
68,133,9063,21.55
69,135,9165,21.35
70,137,9267,21.05
71,139,9369,20.35
72,141,9470,21.98
73,141,9470,21.92
74,143,9572,20.81
75,145,9674,21.52
76,147,9775,20.25
77,149,9877,21.26
78,151,9944,20.77
79,153,10011,20.8
80,153,10011,20.88
81,157,10144,20.22
82,161,10211,20.64
83,165,10411,19.58
84,169,10545,19.67
85,173,10678,20.33
86,177,10812,20.54
87,181,10945,20.65
88,185,11079,20.21
89,189,11212,20.14
90,193,11391,20.7
91,197,11570,20.47
92,201,11749,20.17
93,205,11928,21.38
94,209,12107,19.91
95,213,12285,19.93
96,217,12464,19.22
97,221,12643,20.07
98,225,12822,19.75
99,229,13001,20.41
100,233,13180,21.18
101,237,13287,19.96
102,241,13394,20.02
103,245,13501,19.95
104,249,13608,20.92
105,253,13716,20.88
106,253,13716,20.86
107,257,13823,20.41
108,261,13930,21.37
109,265,14037,20.54
110,269,14144,19.51
111,273,14251,19.65
112,277,14364,19.5
113,277,14364,19.06
114,281,14477,19.52
115,285,14590,20.55
116,289,14703,19.44
117,293,14816,20.18
118,297,14929,19.89
119,329,15833,19.36
120,401,17065,18.79
121,413,17270,18.72
122,425,17475,18.67
123,437,17680,18.96
124,453,17954,18.55
125,465,18274,18.94
126,473,18487,19.85
127,485,18806,19.65
128,497,19126,18.34
129,509,19446,19.51
130,517,19659,19.43
131,529,19979,18.41
132,541,20298,19.35
133,553,20618,18.97
134,561,20831,18.36
