,Depth,Age,Temperature
1,0,1008,18.8
2,2,1082,18.3
3,4,1156,18.3
4,10,1379,17.9
5,14,1527,18.1
6,20,1750,18.4
7,24,1898,19
8,30,2121,18.4
9,34,2269,18.5
10,40,2492,18.3
11,44,2640,18.5
12,50,2863,18.3
13,54,3011,18.7
14,60,3209,18.2
15,64,3341,19.1
16,66,3407,18.5
17,70,3539,18.6
18,74,3671,19
19,80,3868,18.9
20,84,4000,19
21,90,4198,18.7
22,94,4330,19
23,100,4475,19
24,104,4554,18.8
25,110,4673,19.3
26,114,4752,19.6
27,120,4871,18.5
28,124,4950,18.6
29,130,5069,18.8
30,134,5148,18.8
31,140,5266,18.3
32,150,5464,18.3
33,154,5543,18.3
34,160,5662,18.7
35,164,5741,18.4
36,170,5860,18.9
37,174,5939,19.6
38,180,6064,19.2
39,184,6156,19.4
40,190,6295,19.4
41,194,6387,19.5
42,200,6525,19.5
43,204,6617,19.4
44,210,6756,19.1
45,214,6848,18.8
46,220,6986,18.8
47,224,7078,19.4
48,230,7217,19.7
49,234,7309,19.2
50,240,7454,19.3
51,244,7559,19.5
52,250,7716,18.9
53,254,7821,18.8
54,260,7979,18.8
55,264,8084,19
56,274,8346,18.9
57,280,8504,18.2
58,284,8609,18.5
59,290,8766,18.5
60,294,8871,18.8
61,300,9010,19.1
62,304,9078,19.6
63,310,9180,18.9
64,314,9248,19.6
65,320,9350,19.1
66,324,9419,19.8
67,330,9521,19.1
68,332,9555,19.6
69,334,9589,19.2
70,340,9691,19.1
71,344,9759,19.9
72,350,9855,19.4
73,354,9912,19.8
74,360,9996,19
75,364,10053,18.7
76,370,10138,18.3
77,374,10194,18.2
78,380,10279,18.1
79,384,10335,19.2
80,390,10420,18.6
81,394,10476,19.1
82,400,10561,18.9
83,404,10617,18.4
84,410,10702,18.4
85,414,10759,18.6
86,420,10840,18.8
87,424,10888,18.6
88,430,10962,18.2
89,434,11011,17.2
90,440,11084,17.6
91,444,11133,17.9
92,450,11206,18.2
93,454,11255,17.9
94,460,11329,18
95,470,11451,17
96,474,11500,16.8
97,480,11573,16.1
98,484,11622,16
99,490,11702,14.5
100,494,11760,15
101,500,11847,14.8
102,504,11905,15.4
103,506,11934,15.3
104,510,11992,15
105,514,12049,14.3
106,520,12133,14
107,524,12188,13.3
108,530,12272,12.5
109,534,12328,12.5
110,540,12412,12.2
111,544,12467,12.1
112,554,12607,12.4
113,560,12691,12
114,564,12746,12.4
115,570,12830,12.7
116,572,12858,13.2
117,580,12969,13.8
118,584,13025,14.3
119,590,13172,14.7
120,594,13354,14.5
121,600,13450,14.8
122,604,13491,15.3
123,610,13552,14.7
124,614,13593,15.8
125,620,13655,15.6
126,624,13696,15.5
127,630,13757,15.1
128,634,13798,15.6
129,640,13859,15.5
130,644,13900,15.3
131,650,13962,15.2
132,654,14003,15.5
133,660,14064,15
134,664,14105,15.6
135,670,14166,14.8
136,674,14207,14.9
137,680,14269,15.6
138,684,14325,14.9
139,686,14362,14
140,690,14435,14.3
141,694,14507,14.6
142,700,14617,13.9
143,704,14689,13.2
144,710,14836,12.7
145,714,14985,12
146,720,15207,13.4
147,724,15356,12.9
148,730,15578,11.6
149,734,15727,12.5
150,742,16023,12.2
151,744,16098,11.8
152,750,16320,10.9
153,754,16469,10.6
154,760,16674,10.6
155,764,16788,11.9
156,770,16959,11.6
157,774,17073,12
158,784,17358,10.6
159,790,17529,10.2
160,794,17643,10.4
161,800,17814,12.6
162,804,17987,12.7
163,810,18335,11.3
164,814,18566,12.9
165,820,18914,12.9
166,824,19146,12.8
167,828,19378,12.8
168,830,19494,13
169,834,19725,12.7
170,840,20073,12.7
171,844,20305,13
172,850,20652,12.1
173,854,20884,12.7
174,860,21213,12
175,864,21408,12.2
176,870,21700,11.4
177,874,21894,12.4
178,880,22186,12.1
179,884,22381,12.1
180,890,22673,11.6
181,894,22867,12.5
182,900,23159,11.3
183,904,23354,10.3
184,910,23646,9.9
185,914,23840,9.5
186,920,24132,11.1
187,924,24327,12.6
188,930,24619,12.1
189,934,24813,12.2
190,940,25105,12
