,Depth,Age,Temperature
1,29,2230,16.07
2,33,2470,13.76
3,39,2830,16.32
4,43,3070,14.76
5,55,3800,14.93
6,59,4040,17.65
7,63,4280,14.68
8,67,4520,13.08
9,71,4760,14.50
10,75,5000,14.23
11,79,5240,14.76
12,83,5480,13.28
13,87,5720,11.91
14,91,5960,12.13
15,95,6200,13.76
16,99,6440,12.87
17,107,6920,15.02
18,111,7110,15.44
19,115,7300,14.75
20,119,7490,14.59
21,121,7580,14.93
22,125,7770,16.22
23,127,7870,14.14
24,129,7960,16.60
25,133,8150,15.19
26,137,8340,15.76
27,141,8530,15.99
28,145,8720,15.84
29,149,8910,14.85
30,157,9290,15.35
31,161,9480,15.76
32,163,9570,14.05
33,165,9670,14.05
34,167,9760,15.84
35,171,9950,16.74
36,175,10140,16.53
37,179,10300,14.32
38,183,10460,14.14
39,185,10540,15.52
40,191,10790,14.41
41,199,11110,15.60
42,205,11350,15.84
43,207,11430,14.68
44,209,11510,16.52
45,211,11680,16.15
46,213,11840,15.52
47,215,11920,14.93
48,217,12000,15.10
49,219,12080,14.59
50,221,12240,15.27
51,223,12320,14.59
52,225,12400,15.31
53,227,12480,14.93
54,229,12560,14.66
55,231,12640,12.72
56,233,12730,15.10
57,235,12810,14.14
58,237,12890,17.03
59,239,12970,14.85
60,241,13050,12.35
61,243,13210,13.48
62,245,13550,12.35
63,247,13880,12.20
64,249,14220,12.24
65,251,14550,15.08
66,253,14890,16.52
67,255,15220,13.08
68,257,15560,15.37
69,259,15690,14.20
70,261,15810,13.95
71,263,16200,13.67
72,265,16320,12.13
73,267,16450,12.24
74,269,16580,11.57
75,271,16710,13.08
76,273,16830,13.48
77,275,16960,13.38
78,277,17090,12.46
79,279,17210,12.35
80,281,17340,10.60
81,283,17470,10.97
82,285,17600,10.72
83,287,17850,12.13
84,289,18030,12.77
85,291,18210,13.28
86,293,18390,12.02
87,295,18570,12.67
88,297,18750,12.13
89,299,18930,10.21
90,301,19110,13.67
91,303,19290,11.33
92,305,19470,11.33
93,307,19650,12.67
94,309,20010,10.21
95,311,20190,12.24
96,313,20370,10.60
97,315,20550,13.57
98,317,20730,13.57
