,Depth,Age,Temperature
1,1835,8030.7,26.5
2,1840,8089.2,26.9
3,1845,8147.6,26.3
4,1850,8206.1,26.4
5,1855,8264.5,26.7
6,1860,8323,27
7,1865,8381.4,26.2
8,1875,8498.3,26.6
9,1880,8556.8,26.1
10,1885,8615.2,27
11,1890,8673.7,26.6
12,1895,8732.1,26.3
13,1905,8849,26.5
14,1910,8892.6,26.1
15,1915,8936.2,26.6
16,1920,8979.8,26.3
17,1925,9023.4,26.7
18,1930,9067,26.1
19,1935,9110.6,26.3
20,1940,9154.2,25.9
21,1945,9197.8,26.5
22,1950,9241.4,26.4
23,1955,9285,26
24,1960,9328.6,26.3
25,1965,9372.2,27.2
26,1970,9415.8,26.2
27,1975,9459.4,26.4
28,1980,9503,25.7
29,1985,9546.6,26.1
30,1990,9590.2,25.5
31,1995,9633.8,26.5
32,2005,9721,26.4
33,2010,9791,26.1
34,2015,9860.9,25.8
35,2020,9930.9,25.3
36,2025,10000.8,26.4
37,2030,10070.8,25.5
38,2035,10140.7,26
39,2040,10210.7,26.8
40,2045,10280.6,26.2
41,2050,10350.6,26.3
42,2055,10420.5,26.1
43,2060,10490.5,25.1
44,2065,10560.4,25.9
45,2070,10630.4,25.6
46,2075,10700.3,26.9
47,2080,10770.3,26.7
48,2085,10840.2,28
49,2090,10910.2,26.3
50,2095,10980.1,26.5
51,2105,11120,26.8
52,2110,11181.8,26.2
53,2115,11243.6,25.3
54,2120,11305.4,26.2
55,2125,11367.2,26.2
56,2130,11429,25.5
57,2135,11490.8,26.7
58,2140,11552.6,26.7
59,2145,11614.4,26.3
60,2150,11676.2,26.1
61,2155,11738,26.2
62,2160,11799.8,26.8
63,2165,11861.6,26.5
64,2170,11923.4,26.4
65,2175,11985.2,26.7
66,2180,12047,26.5
67,2185,12108.8,26.4
68,2190,12170.6,25.9
69,2195,12232.4,25.1
70,2205,12356,26.7
71,2210,12417.4,24.9
72,2215,12478.8,25.9
73,2220,12540.2,25.5
74,2225,12601.6,24.9
75,2230,12663,25.6
76,2235,12724.5,25.3
77,2240,12785.9,24.9
78,2245,12847.3,25.4
79,2250,12908.7,25.2
80,2255,12970.1,25.5
81,2260,13031.5,25.3
82,2265,13092.9,25.5
83,2270,13154.3,25.1
84,2275,13215.7,25.5
85,2280,13277.1,25.3
86,2285,13338.5,25.2
87,2290,13400,26.1
88,2295,13461.4,26.7
89,2315,13742.8,26.2
90,2320,13760.7,25.8
91,2325,13778.6,26
92,2330,13796.5,25.1
93,2335,13814.4,25.3
94,2340,13832.3,25.1
95,2345,13850.2,25.8
96,2350,13868.1,24.7
97,2355,13886,25.3
98,2360,13903.9,25.7
99,2365,13921.8,25.3
100,2370,13939.7,25.6
101,2375,13957.6,25.4
102,2380,13975.5,25.5
103,2385,13993.4,24.9
104,2390,14011.3,26.9
105,2395,14029.2,25.6
