,Depth,Age,Temperature
1,0.5,400,10.2
2,6.5,5200,10.3
3,10.5,8400,10.1
4,13.5,10800,9.6
5,15.5,11660,8.3
6,16.5,11730,9.1
7,18.5,11860,9.4
8,20.5,11980,8.1
9,25.5,12300,8
10,27.5,12430,7.5
11,30.5,12620,7.3
12,32.5,12730,8
13,35.5,12840,8.5
14,37.5,12920,8.5
15,40.5,13030,8.6
16,45.5,13220,8.6
17,47.5,13300,8.6
18,48.5,13340,8.7
19,50.5,13550,7.4
20,52.5,13560,8.1
21,53.5,13570,7.8
22,55.5,13580,7.9
23,56.5,13590,8
24,58.5,13600,7.8
25,60.5,13620,7.6
26,62.5,13630,7.8
27,65.5,13650,8
28,70.5,13690,8.1
29,72.5,13700,9
30,75.5,13740,7.3
31,76.5,13750,9.1
32,80.5,13800,8.8
33,80.5,13800,8.7
34,82.5,13830,7.7
35,85.5,13870,7
36,90.5,13930,6.5
37,92.5,13960,6.5
38,95.5,14000,6.2
39,98.5,14020,7.1
40,100.5,14030,7.1
41,105.5,14060,7.5
42,115.5,14120,7.1
43,125.5,14170,6.9
44,131.5,14210,6.8
45,140.5,14260,5.8
46,145.5,14290,7.5
47,155.5,14350,7.3
48,165.5,14400,7.2
49,175.5,14460,7.2
50,180.5,14490,7.5
51,182.5,14500,8.2
52,191.5,14560,7.6
53,195.5,14580,7.6
54,205.5,14620,8
55,210.5,14630,9.2
56,211.5,14630,8
57,214.5,14640,7.5
58,215.5,14640,7.9
59,220.5,14650,7.6
60,224.5,14660,7
61,225.5,14660,7.1
62,230.5,14670,7.5
63,235.5,14720,6
64,240.5,14760,6.5
65,245.6,14810,6.6
66,250.5,14860,5.7
67,260.5,14950,5.5
68,265.5,14990,6.5
69,270.5,15040,6.9
70,280.5,15130,6.2
71,285.5,15180,6
72,290.5,15230,6.1
73,295.5,15270,6
74,306.5,15370,5.6
75,310.5,15410,6.2
76,320.5,15500,6.5
77,330.5,15600,5.4
78,340.5,15690,6.1
79,350.5,15790,5.5
80,360.5,15890,5.7
81,370.5,15990,6.7
82,381.5,16100,4.9
83,390.5,16190,6
84,400.5,16290,5.4
85,410.5,16390,5.5
86,420.5,16490,5.4
87,430.5,16590,5.2
88,455.5,16850,6.2
89,470.5,17000,6
90,481,17100,7.3
91,490.5,17200,6
92,501,17300,5.3
93,510.5,17400,4.8
94,525.5,17550,6.1
95,530.5,17600,5
96,551,17680,7.1
97,570.5,17710,5.8
98,590.5,17730,7
99,610.5,17760,7.5
100,630.5,17780,8.4
101,661,17820,7.1
102,670.5,17830,6.8
103,790.5,17980,7.9
104,850.5,18060,5.8
105,871,18080,6.2
106,900.5,18120,6.2
107,939.5,18170,6.1
