,Depth,Age,Temperature
1,18,210,27.26
2,23,620,27.35
3,28,1020,26.95
4,33,1530,27.08
5,38,1750,26.18
6,43,2070,26.37
7,48,2360,26.2
8,58,2790,26.78
9,63,3000,27.44
10,68,3230,27.4
11,73,3470,27.29
12,78,3690,26.42
13,83,3920,28.11
14,88,4150,26.79
15,93,4370,26.54
16,98,4600,26.04
17,103,4840,27.03
18,108,5060,27.46
19,113,5280,26.44
20,118,5510,26.71
21,123,5730,26.95
22,128,5960,26.53
23,133,6200,26.7
24,138,6420,26.67
25,148,6860,26.4
26,153,7060,26.08
27,158,7220,26.9
28,163,7410,26.78
29,168,7600,26.14
30,173,7790,25.73
31,178,7990,26.8
32,183,8190,26.4
33,188,8390,26.07
34,193,8570,25.95
35,203,8940,27.44
36,208,9150,27.59
37,213,9360,26.27
38,218,9580,27.04
