,Depth,Age,Temperature
1,0.5,30,20
2,2,140,20.1
3,2.5,170,20.4
4,4.5,310,20.2
5,6.5,440,20.1
6,8.5,580,20
7,10.5,720,20.3
8,12,820,20.5
9,14.5,990,20.5
10,16.5,1130,20.7
11,18.5,1260,20.8
12,20.5,1400,20.7
13,22,1500,20.4
14,22.5,1540,20.4
15,24.5,1670,20.5
16,26.5,1810,20.3
17,28.5,1950,20.5
18,30.5,2080,20.2
19,32,2190,20.2
20,32.5,2220,20.3
21,34.5,2360,20.3
22,36.5,2490,20.3
23,40.5,2770,20.2
24,42,2870,20
25,42.5,2900,20
26,44.5,3040,20
27,46.5,3180,20.1
28,48.5,3310,20.3
29,50.5,3450,20.3
30,52,3550,20.4
31,52.5,3590,20.3
32,54.5,3720,20.5
33,56.5,3860,20.7
34,58.5,4000,20.6
35,60.5,4130,20.4
36,62,4240,20.4
37,62.5,4270,20.3
38,66.5,4540,20.4
39,70.5,4820,20.4
40,72,4920,20.4
41,72.5,4950,20.4
42,76.5,5230,20.4
43,80.5,5500,20.3
44,82,5600,20.4
45,82.5,5640,20.4
46,84.5,5770,20.6
47,88.5,6050,20.6
48,90.5,6180,20.6
49,92,6290,20.7
50,92.5,6320,20.6
51,96.5,6600,20.5
52,98.5,7030,20.5
53,100.5,7460,20.3
54,102,7790,20.2
55,104.5,8320,20.5
56,108.5,9190,20.8
57,112,9400,20.7
58,114.5,9650,20.7
59,116.5,9860,20.7
60,120.5,10270,20.4
61,122,10420,20.3
62,122.5,10470,20.2
63,126.5,10880,20.2
64,128.5,11090,20.1
65,130.5,11290,20
66,132,11440,20.1
67,132.5,11490,20
68,136.5,11900,19.6
69,141,12360,19.4
70,142,12470,19
71,142.5,12520,19.4
72,144.5,12720,18.9
73,146.5,12930,18.8
74,150.5,13330,18.7
75,151,13390,18.7
76,152.5,13540,18.8
77,160.5,14050,19
78,164.5,14460,19.3
