,Depth,Age,Temperature
1,3,101,27.6
2,8,269,27.7
3,13,437,27.5
4,18,605,27.5
5,23,803,27.6
6,28,1002,27.6
7,33,1200,27.6
8,38,1399,27.6
9,43,1597,27.6
10,48,1796,27.6
11,53,1994,27.7
12,58,2193,27.6
13,63,2391,27.5
14,68,2590,27.4
15,73,2788,27.5
16,78,2987,27.7
17,83,3185,27.8
18,88,3384,27.6
19,93,3582,27.6
20,98,3774,27.8
21,103,3949,27.7
22,108,4124,27.8
23,113,4299,27.7
24,118,4474,27.5
25,123,4649,27.6
26,128,4824,27.6
27,133,4999,27.6
28,138,5174,27.6
29,143,5349,27.6
30,148,5524,27.6
31,153,5699,27.6
32,158,5874,27.5
33,163,6049,27.7
34,168,6266,27.6
35,173,6484,27.6
36,178,6702,27.5
37,183,6919,27.5
38,188,7136,27.4
39,193,7354,27.5
40,208,8006,27.3
41,213,8224,27.3
42,218,8442,27.2
43,223,8659,27.3
44,228,8870,26.6
45,233,9082,26.5
46,238,9293,26.8
47,243,9504,26.3
48,248,9715,25.7
49,253,9927,25.8
50,258,10152,26.3
51,263,10377,25.7
52,268,10601,25.6
53,273,10826,26
54,278,11050,25.9
55,283,11275,26.3
56,288,11518,26.6
57,293,11805,26.3
58,298,12092,26.2
59,303,12378,25.8
60,308,12665,25.8
61,313,12932,25.6
62,318,13098,26
63,323,13264,25.8
64,328,13429,25.9
65,333,13595,26.2
66,338,13760,26
67,343,13926,26.1
68,348,14092,26.2
69,353,14257,25.7
70,358,14423,26.2
71,363,14588,26.3
72,368,14761,25.5
73,373,14933,25.7
74,378,15106,24.7
75,383,15279,25.3
76,388,15451,25
77,393,15624,25
78,398,15803,24.9
79,403,15983,24.6
80,408,16163,24
81,413,16344,24.7
82,418,16524,24
83,423,16704,24.2
84,428,16870,25
85,433,17014,24.1
86,438,17158,23.9
87,443,17302,24.3
88,448,17446,24.5
89,453,17590,24.3
90,458,17734,24.4
91,463,17878,24.1
92,468,18022,24.2
93,473,18166,24.4
94,478,18310,24.6
95,483,18454,24.9
96,488,18598,24.9
97,493,18742,25
98,498,18886,25.1
99,503,19030,25.4
100,508,19174,25.1
101,513,19318,25.1
102,518,19462,25.4
103,523,19606,25.4
104,528,19773,25.2
105,533,20147,25.4
106,538,20521,25.3
107,543,20895,25.7
108,548,21269,25.7
109,553,21643,25.5
110,558,22017,25.4
111,563,22391,25.3
112,568,22765,25.6
113,573,23139,25.7
114,578,23513,25.8
115,583,23899,26.3
116,588,24388,25.9
117,593,24877,25.2
118,598,25365,24.6
119,603,25854,26
120,608,26343,25.4
121,613,26832,24.7
122,618,27321,25.4
123,623,27809,25.7
124,628,28328,26.2
125,633,28866,26.5
126,638,29405,25.7
127,643,29943,26.5
128,648,30481,25.9
129,653,31020,25.6
130,658,31558,26.3
131,663,32096,26.3
132,668,32669,26.8
133,673,33552,26.2
134,678,34434,26.8
135,683,35316,26.4
136,688,36199,26.7
