"","PageName","PageNumber","area","a_weight","x_min","x_max","y_min","y_max","num_record","t0","t100","t200","t300","t400","t500","t600","t700","t800","t900","t1000","t1100","t1200","t1300","t1400","t1500","t1600","t1700","t1800","t1900","t2000","t2100","t2200","t2300","t2400","t2500","t2600","t2700","t2800","t2900","t3000","t3100","t3200","t3300","t3400","t3500","t3600","t3700","t3800","t3900","t4000","t4100","t4200","t4300","t4400","t4500","t4600","t4700","t4800","t4900","t5000","t5100","t5200","t5300","t5400","t5500","t5600","t5700","t5800","t5900","t6000","t6100","t6200","t6300","t6400","t6500","t6600","t6700","t6800","t6900","t7000","t7100","t7200","t7300","t7400","t7500","t7600","t7700","t7800","t7900","t8000","t8100","t8200","t8300","t8400","t8500","t8600","t8700","t8800","t8900","t9000","t9100","t9200","t9300","t9400","t9500","t9600","t9700","t9800","t9900","t10000","t10100","t10200","t10300","t10400","t10500","t10600","t10700","t10800","t10900","t11000","t11100","t11200","t11300","t11400","t11500","t11600","t11700","t11800","t11900","t12000","t12100","t12200","t12300","t12400","t12500","t12600","t12700","t12800","t12900","t13000","t13100","t13200","t13300","t13400","t13500","t13600","t13700","t13800","t13900","t14000","t14100","t14200","t14300","t14400","t14500","t14600","t14700","t14800","t14900","t15000","t15100","t15200","t15300","t15400","t15500","t15600","t15700","t15800","t15900","t16000","t16100","t16200","t16300","t16400","t16500","t16600","t16700","t16800","t16900","t17000","t17100","t17200","t17300","t17400","t17500","t17600","t17700","t17800","t17900","t18000","t18100","t18200","t18300","t18400","t18500","t18600","t18700","t18800","t18900","t19000","t19100","t19200","t19300","t19400","t19500","t19600","t19700","t19800","t19900","t20000","t20100","t20200","t20300","t20400","t20500","t20600","t20700","t20800","t20900","t21000","t21100","t21200","t21300","t21400","t21500","t21600","t21700","t21800","t21900","t22000"
"290","E2",290,119079.114,0.38744219,-175,-170,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","E3",291,119079.114,0.38744219,-170,-165,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","E4",292,119079.114,0.38744219,-165,-160,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","E5",293,119079.114,0.38744219,-160,-155,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","E6",294,119079.114,0.38744219,-155,-150,65,70,2,2.53039889080884,2.38806245767399,2.39552499138163,2.7226531296775,2.39851664562383,2.64867573929634,2.72013029598289,2.5762514632385,2.58295116201825,2.5750052806181,2.4686635442377,2.59352074187554,2.5864650767093,2.5341258832067,2.3227560002585,2.55964415864123,2.4636663361804,2.412754840027,2.57083100170958,2.46200688447362,2.29988848030645,2.48390308685535,2.4675379452501,2.18791145345161,2.494507796096,2.50257983061042,2.48584592346594,2.4497775952605,2.230465943611,2.53175852618852,2.45190405622263,2.24641067944472,2.43041989086112,2.49273825462814,2.22070736743188,2.06337404866019,2.38260786829976,2.19157910520365,2.76367423988153,2.44453950858204,2.45853080932406,2.45356183611636,2.33502466909581,2.34947460646745,2.16987362705159,2.67566781576347,2.68239572614629,2.60105311591235,2.51971050567841,2.39885598686594,2.27719510399553,2.17537516279598,2.25212369275968,2.49205722424425,2.65697280023472,2.25786698468178,2.09604463671525,2.08684300674704,2.23678851584906,2.51758979823281,2.63134053930788,2.54212121191635,2.45290188646202,2.32209171706327,2.1623794354426,2.00266715575913,2.1629386443159,2.4740237275107,2.41182824490866,2.42095760528517,2.16634283344153,2.8075580596925,2.37242883985605,2.33653028300663,2.40222212529409,2.47429452829219,2.57188917800727,2.58128581925297,2.38488711321509,2.26129838968405,2.25159194191438,2.45479638965942,2.40926774602155,2.71602077997363,2.39212336324888,2.21474002931456,2.42944313941408,2.45426745358163,2.1298975743527,2.31954873831199,2.04669251595095,2.49438888040183,2.36021854499629,2.29888793603451,2.31519239838117,2.82909452587523,2.32277881479186,2.60613674488734,2.6824133838241,2.23152089251525,2.32508486102068,2.49836727435073,2.39529119907813,2.44436494456613,2.6295430225767,2.54087435320933,2.23530152047269,2.4695022771534,2.46473321636689,2.50143440233154,2.64451977671735,2.54748171095473,2.22598041883077,2.27499273729675,2.09200751621641,2.04134497879103,2.10282177743994,2.48893260177966,2.12067376719353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","E7",295,119079.114,0.38744219,-150,-145,65,70,2,0,0,0,0,0,0,0,4.3281452938492,4.32092510910582,4.26825764939611,4.30728809131398,4.32881191332084,4.33499691258608,4.34118191378852,4.34736691499097,4.33710078566853,4.31077367235767,4.28444655904682,4.25811944573596,4.30769422565243,4.3684463756757,4.37086905168977,4.36433235371377,4.39968604867418,4.4052568862031,4.35490292904716,4.35279203357502,4.35417424133669,4.3595346222052,4.39754525816266,4.37978796315473,4.39092527367628,4.35987846165114,4.36930398283769,4.396905986298,4.41768632611436,4.38034304964313,4.40718204382657,4.37508269859922,4.35080178760084,4.37159635041999,4.36768365116883,4.39940227632817,4.36158784109573,4.38333166827576,4.39002707225884,4.37086982076252,4.3497483264746,4.34269622965093,4.33564413282726,4.32919899906402,4.32296601702077,4.31746066109638,4.3206773727579,4.32389408441943,4.33320523654591,4.34870912515816,4.36421301377041,4.36768561356352,4.3711220088212,4.37256185829468,4.37256185829468,4.3803911660887,4.40492806207923,4.37269080680436,4.38654715368275,4.4005886146279,4.34915206844187,4.28411381013357,4.33586572651341,4.39092199204094,4.3990950869762,4.4169727486493,4.37298299245753,4.3974688565,4.40375490843723,4.38580027556146,4.40300374520532,4.4008589756625,4.39951536876622,4.3974688565,4.39797761846295,4.36813900228869,4.39393293315535,4.38310241485752,4.37579273677988,4.36848305870225,4.36117338062461,4.35386370060977,4.34655402253213,4.3392443444545,4.33193466637686,4.31833265204967,4.30386445646483,4.2893962628172,4.27492806723236,4.26045987164752,4.24599167606268,4.23152348241504,4.2170552868302,4.20258709124536,4.18811889566052,4.05993998371604,3.83872503005701,3.61751007639798,3.39629512273895,3.17508017101712,3.10223308317175,3.11068974898309,3.12344530479731,3.28543372210974,3.29560029816146,3.10985062475077,2.98740580685081,2.86496098895084,2.74251617105087,2.6200713531509,2.49762653525094,2.47616990734309,2.55020016614828,2.62423042495347,2.69826068375867,2.77229094256386,2.84632120330627,2.92035146211146,2.99438172091665,3.06841197972185,3.14244223852704,3.21647249926945,3.29050275807464,3.36453301687983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","E8",296,119079.114,0.38744219,-145,-140,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","E9",297,119079.114,0.38744219,-140,-135,65,70,3,2.19511830114333,4.94538890717245,5.0190392986699,4.9074057191695,4.82617263199786,4.83449633991859,4.75765863264431,4.73683695352116,4.76069908316398,4.79168993458897,5.03397608944012,5.06571734961794,5.0179980140768,4.88785580095439,4.89539841082642,4.92732273537266,4.97828329785074,5.00257892545327,5.14994683216185,5.08982152550352,4.96293577122032,5.1783462058554,5.30351218161648,5.40906156036156,5.39827536454623,5.39038112415327,5.33700810754842,5.32620774981701,5.40167668169206,5.42284341902513,5.35604341639389,5.32463060865373,5.27377442813839,5.30450574443845,5.34982735847123,5.34601131016134,5.37244389569726,5.36292673513416,5.43195235474085,5.51602575555279,5.55964153962803,5.64442362334784,5.54240184865956,5.33422218536741,5.30863581322271,5.43852304844437,5.43237948986663,5.44444564874116,5.44034505268429,5.37528684743142,5.36366811609652,5.3187044019159,5.35315165172224,5.43234466062181,5.53446560113862,5.57453392500312,5.64646939689095,5.59302622173775,5.44006310971115,5.56183239477361,5.70022099798246,5.86702501951168,5.8304900087938,5.73268688289365,5.69119530874141,5.70396725658895,5.75644970296688,5.70062404117797,5.66618084634159,5.69868146415364,5.71349450911706,5.73535728556958,5.70184912175949,5.63289226280973,5.62441279602552,5.65181040371276,5.68949010592363,5.66311443642031,5.62748614632789,5.74402735066474,5.67557217123471,5.69409914404534,5.67928648135822,5.57326381072439,5.44263181307408,5.38352937885194,5.22068623668913,5.15029122926624,5.08802198219139,5.14563255812107,5.23862474060483,5.44991154096639,5.52182574369862,5.55521589855842,5.50878637886053,5.41597690739791,5.39652509277399,5.37583942923521,5.48130652972364,5.42671674459288,5.13658339853619,4.98185504745811,4.81468662905864,4.95533363615083,4.91275216038461,4.90514742299509,4.79603081221858,5.09873522793738,3.84426517829005,1.21774070800044,1.3776603810972,1.50965744477522,1.51374816790105,1.38564070094214,1.31534775793196,1.07108959865982,0.79338185786989,0.556281645144314,0.563108820282569,0.620843171593807,0.653209587050938,0.631921415778616,0.736211529013725,0.657984033283886,0.623130543109074,0.630270849412729,0.822179516064831,0.990631690324243,0.952925044996043,0.883218457125357,0.943610815803691,1.00706730960106,0.956593715591896,0.879215067214424,0.795235801552479,0.682064021799286,0.564645450232169,0.601337560750956,0.656882717752135,0.705152569642745,0.75276391535947,0.691378426632098,0.62128260775082,0.575369987851642,0.532055120310171,0.365887556007243,0.197480901039259,0.184651255946519,0.176488483504379,0.265112589787642,0.337835096242557,0.24155687667878,0.131041601791871,-0.12342612153445,-0.358995783536681,-0.4334550427435,-0.560804195449992,-0.594496161576727,-0.691768085766309,-0.677309334730586,-0.614170589376342,-0.333700940847224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","E10",298,119079.114,0.38744219,-135,-130,65,70,1,5.05620415078038,5.51721354998941,5.54733437130603,5.45714727918905,5.36378870153738,5.41605158830065,5.42779731285365,5.38312919188025,5.3803284187818,5.38747506506031,5.38510934692259,5.3817586809983,5.37649604985711,5.43101354408685,5.53424478414491,5.47814298455835,5.40943368825326,5.37805541168573,5.41048507075216,5.38899307130957,5.3870231176201,5.50301905519085,5.54197342670913,5.29499918920127,5.34207619324678,5.41746159116503,5.3766090086276,5.44957109900102,5.36775466052919,5.52082008273598,5.3804565032954,5.35405795533076,5.4177897082069,5.35785888719616,5.35900467385907,5.40136644446152,5.43934393473962,5.36990807584447,5.41344051464727,5.41304486255727,5.42287539837434,5.438520713072,5.4022392471062,4.92823947305765,5.227180622491,5.50609287429828,5.43922466066143,5.4315119380968,5.42990692395493,5.38311521296604,5.38167023956959,5.45178049583834,5.41673968950452,5.38470267985112,5.36137292199429,5.51185713846613,5.47969875092345,5.56128560277676,5.54690381067471,5.37318584064629,5.37206726792281,5.44698335711632,5.43964994820455,5.31730969514003,5.41830898922531,5.46930525772989,5.38336128137533,5.28577036660296,5.20289229391188,5.28460009359364,5.35672566140905,4.94997027636846,5.11471427939672,5.29825008488722,5.39125521840106,5.20721383572241,5.35491799175528,5.36081356008132,5.45330132654117,5.36784575981132,5.31162931995516,5.38370750359073,5.44747160788974,5.323874658961,5.33179379910119,5.43826356769049,5.35938414636322,5.3694043700021,5.22152190919897,5.30479106603663,5.42425375108622,5.4100358044119,5.37682881233083,5.39643108961265,5.4476964948345,5.43211693295091,5.3638161634398,5.32193752162502,5.3405747269046,5.41852497274855,5.3739219110677,5.45493132682987,5.43606538730458,5.45428543745261,5.34005288101889,5.11221156944946,5.04576631870259,5.33415061381739,5.19594600561309,5.16890081663335,5.47462646238136,5.29204199019304,5.12094561674788,4.92229774874351,4.98139363958365,5.37812630585766,4.94523653093758,4.90107424286418,4.77967543945156,4.48154370712061,4.8132098589274,4.96624187586857,4.79480385590027,5.1388088093924,5.22207323168649,4.78439489601448,4.69156560313857,4.74137491537313,4.72705536198448,4.95027844401197,4.62134261669022,5.06573842505245,4.72418221081052,4.98425481491952,4.72654292706956,5.04535781515515,4.8841631390341,4.31126763015455,4.78848947419011,4.22089065649466,4.38118874489498,5.01062219315997,4.72947694541157,4.26244742296126,4.47445884237372,4.8011409649693,4.1882119495885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","E11",299,119079.114,0.38744219,-130,-125,65,70,2,4.45611423149881,4.36792837515372,4.2854303406324,4.29028950884903,4.29514867706567,4.30000784528231,4.30486701349894,4.30972618171558,4.31437373869409,4.31888256037321,4.32269251383,4.32269251383,4.32269251383,4.32269251383,4.32269251383,4.32269251383,4.32269251383,4.32269251383,4.31538136153483,4.30634409229246,4.29730682111288,4.28826955187052,4.27923228069094,4.27595557941793,4.2861202008238,4.29628482416689,4.30644944750998,4.31661406891586,4.31814339235149,4.30682716683822,4.29551094326216,4.30038603147839,4.30604183314236,4.31169763480633,4.3173534364703,4.32910767893984,4.44366419322352,4.55822070750719,4.67277722179087,4.56406472664986,4.41377069586303,4.3187994443374,4.30894092550815,4.31024544336188,4.31154996315282,4.32145970958843,4.31561200780775,4.314362506745,4.31872775009735,4.35903712706113,4.39000388771819,4.35698058779104,4.36306101059756,4.44601789871613,4.31114077576991,4.30077835156556,4.32203360058352,4.32269251383,4.54301772393459,4.40027758959824,4.31641460786481,4.30579209565553,4.30149843224778,4.30323695509391,4.30332040433,4.30332040433,4.30332040433,4.30332040433,4.29976110853524,4.29348369074721,4.28720627489639,4.28750339462585,4.29489445493549,4.30228551524513,4.30967657555478,4.31165737956279,4.30426631925314,4.2968752589435,4.28948419863385,4.28176175127026,4.27305042358186,4.26433909589346,4.25562776820506,4.2500447494937,4.26416779414079,4.27829083878788,4.29241388343497,4.30696588276551,4.34058689944523,4.37420791612495,4.35916645332694,4.34236003056498,4.32555360780301,4.30874718504104,4.30718662020442,4.30831650430264,4.30944638646365,4.31057626862466,4.31170615272288,4.31283603488389,4.31396591704489,4.29981817102098,4.27740779023449,4.2549974113852,4.23258703253592,4.21017665368663,4.18776627290014,4.14754579842127,4.08779769514733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","E12",300,119079.114,0.38744219,-125,-120,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","E13",301,119079.114,0.38744219,-120,-115,65,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","E14",302,119079.114,0.38744219,-115,-110,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","E15",303,119079.114,0.38744219,-110,-105,65,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","E16",304,119079.114,0.38744219,-105,-100,65,70,1,3.0065513944,2.64553414376429,2.31251176839375,2.31748065636417,2.03428384061642,2.39712117649088,1.36093808004182,1.96447178039153,1.57891371517498,1.80243870378018,2.07430548983688,2.05844125751628,2.50195723580739,1.88799197258197,1.24437939547568,1.27807724155424,1.74754965597721,1.10184581625687,1.46419702609088,1.0770892882,1.37692808578334,1.27018177955605,1.50248362317236,1.82436398834757,2.53287087581555,1.86181505937235,1.20489043664783,0.923269818254187,1.95729496747667,1.78840166083833,1.41013897553284,1.04088894216785,1.58197232523924,1.88954623179695,1.15300810180265,1.12036864356522,1.4848689836039,1.24366974551209,1.84614235522396,1.30100486192625,1.27772410427063,1.19465848398841,1.30879734450243,1.20281447451331,1.08205449082031,1.13104677077623,1.19623167130414,1.12688401517331,1.2675584879132,1.4239360596413,1.5265437312541,1.26093862198414,1.8358642810588,1.58688853656951,1.06488935509417,1.25599883169707,1.23432534774618,1.19912380404587,1.25317989414643,1.31523927179411,1.10838899846536,1.1581361076312,1.511024541,1.74228575363819,1.21547939093927,1.97217631087849,1.49826221967026,1.43522686003573,1.26693322712047,1.51958905250725,1.70068074790684,1.42414569453681,2.09417130219679,1.23412824156876,1.40711628174704,1.71641566829699,1.42517620475004,1.76795088244833,1.58845968671421,1.39572314392231,1.75792142644951,1.35640807651073,1.703777030525,1.317303446,1.80990903282469,1.578181428514,1.4748218040621,1.77125232616703,1.86933172921488,1.56088493903708,1.25129011038235,1.20759967885354,1.26937690637566,1.12896382228413,1.61573837392883,2.14035980482752,1.65270154520282,1.85054295190126,1.43338420202755,1.70276807643289,1.7366191880553,1.28281866492701,1.40892442485517,1.6820747193254,2.08428312854232,1.91316281388192,1.77949112044934,1.78545493439249,2.05991609611906,1.60474725774371,1.46033141888815,2.28028004385614,1.67426635316919,1.37244916301803,2.05245853019518,1.96184938102805,1.66470960802499,2.04277639364804,2.15480824512254,1.9208435763403,1.91909103002411,1.41043621846892,1.76428134695236,1.40287422757621,1.60883109834648,1.38849117822426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","E17",305,119079.114,0.38744219,-100,-95,65,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","E18",306,119079.114,0.38744219,-95,-90,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
