"","time","NH","NM","Tropical","SM","SH","AN","AS","Global","land","sea"
"1",100,0.243117471454545,0.226783620857143,-0.20007942175,0.0773141780714286,-0.782956952142857,0.233087914070175,-0.209442865333333,7.68,-0.0712905214747474,-0.202917905931818
"2",200,0.129511929891304,0.367032814379747,0.0464546202592593,0.147185939466667,-1.014797719,0.279625128888,-0.222536133681818,22.5862068965517,0.0805349401165049,-0.0745105352280702
"3",300,0.136120446255319,0.33009046325,0.0983508569666666,0.0523317624666666,-0.721060851428571,0.260498167076336,-0.193747705590909,28.9732142857143,0.0859291752056075,-0.0216440603709677
"4",400,-0.0310754436875,0.276038869741573,0.159739407941176,0.0614615434375,-0.361771124571429,0.168436774525547,-0.067348399,NA,0.0219831087433628,0.00164515260606057
"5",500,0.00625357633999994,0.313089886282608,-0.102140510583333,0.1833361435,-0.400971660428571,0.205048932077465,0.0197299584,0.0628378008039215,-0.0233689767068966,0.0915860141267606
"6",600,-0.200198493705882,0.2133445603,0.00570544952777778,0.0736884789444445,-0.127546217714286,0.0736710784834437,0.01734276388,0.0171110090704225,-0.0656586473846153,-0.0104186054050633
"7",700,-0.088288310745098,0.145668997699029,0.0596493752368421,0.189050554,-0.525932413142857,0.0681896293181818,0.00368459955555552,0.00135299361249998,-0.0686838968403362,0.0081703437619048
"8",800,-0.0671614394615385,0.141847920990476,-0.00227250019512192,0.0684457021428571,-0.114765886714286,0.0726218907770701,0.0226428049285714,0.0511995324166666,-0.0248352477666666,-0.0604886143444445
"9",900,-0.062654345509434,0.206093915981308,-0.0806040368139535,0.104372968571429,-0.34279398,0.1170710543625,-0.0074187685714286,0.0158103449550562,-0.0314623819672131,-0.030220627
"10",1000,0.00384532637735851,0.250655470605505,-0.103642702136364,-0.15579275326087,-0.795620384125,0.169908941938272,-0.320909561225807,-0.0663567869569893,0.0396173277868852,-0.119758091908163
"11",1100,0.00289669247169815,0.290998992099099,-0.0688000924565218,-0.07584014675,-0.523126052625,0.197892761121951,-0.18766162321875,-0.115931388510638,0.0786796317459018,-0.072288996009804
"12",1200,-0.0140155107169811,0.354112416973215,0.026181214125,0.0645260926,-0.524728333333333,0.235865264442424,-0.0914530201470588,-0.0616411925104167,0.121293011943089,-0.00628585087735851
"13",1300,-0.0324293060566037,0.217059601078947,0.0788948516530612,0.08284042,-0.432109832777778,0.137880486838323,-0.0495753592857143,-0.0438892856700001,0.0618692956532258,-0.0323879689816514
"14",1400,-0.00501952520754715,0.0952065729385965,0.07353493582,0.0349506087307692,-0.250895591777778,0.0633982902934132,-0.0385526999714286,-0.0891865218932039,-0.02655553416,-0.0580399756330275
"15",1500,-0.0607050584339623,0.168233727605263,0.0585812172941177,0.0233847897692308,-0.624023532333333,0.0955765080838323,-0.143091635914286,-0.102108949228571,-0.00811363519199997,-0.0629508767272728
"16",1600,-0.0799642847169811,0.183281821710526,0.0729613587647059,0.0256095104444444,-0.621835889555555,0.0997366502095809,-0.136251839555556,-0.0672550277850467,-0.016092480976,-0.0382828631351351
"17",1700,-0.142211541433962,0.139678490964912,0.0985769803207547,-0.0227393155185185,-0.953543685333333,0.0502163848742515,-0.255440407972222,-0.0382607162727273,-0.023296590264,-0.116976953265487
"18",1800,-0.0555619797924529,0.187441575377193,0.0485616832075472,0.02786524025,-0.872772696888889,0.110320686610779,-0.191208852567568,-0.0156927386036036,0.00814985060799997,-0.0623249284561403
"19",1900,-0.0849154152452831,0.191942337657895,0.00458223114545453,0.00871842664285717,-1.06133979911111,0.104077302305389,-0.251566006648649,0.0102915324017857,0.046153821744,-0.136989810637931
"20",2000,0.0338862878490566,0.288274556234783,0.0654998987090909,-0.0231517168928571,-1.21021485566667,0.208021114422619,-0.311896804702703,-0.0517339628849558,0.088058600144,-0.0713836543362069
"21",2100,0.0246107628301887,0.387520226591305,0.0367954396545455,-0.04691451225,-1.28118945188889,0.273030931476191,-0.347143551621622,-0.0541026619380531,0.157933470656,-0.0931052240862069
"22",2200,-0.0499454923018868,0.400407034521739,0.0358521589272727,-0.0571037582068966,-0.914316789666667,0.258331534988095,-0.260127897236842,-0.0947349991913044,0.133375822288,-0.0416012311111112
"23",2300,-0.0421935772264151,0.440405776881356,0.041519938625,-0.00869696927586209,-1.20691592744444,0.290828199292397,-0.292485669894737,-0.0715301738347826,0.149014189007874,-0.0399834961008403
"24",2400,0.0129930011132076,0.509590310533898,0.00982899550877194,0.0433301300666667,-1.062086379,0.355674185391813,-0.211765987410256,-0.117953440059829,0.189821448661417,0.00496574415702478
"25",2500,0.0351776336792453,0.417792301601695,-0.00782070754385964,-0.0718406643666667,-0.915132530555556,0.299204129672515,-0.266446479641026,-0.046952700991453,0.175310019244095,-0.0632603587107438
"26",2600,-0.0748414701509433,0.352884202737288,0.0252136106034483,-0.0736401157333333,-0.875917960222222,0.220314257339181,-0.258781156769231,-0.070107568,0.109297167645669,-0.0811858064590164
"27",2700,-0.0524618522075471,0.367193703711864,-0.0388430167413793,-6.3457366666649e-05,-1.224176342,0.237125022637427,-0.282551046128205,-0.0761033628888889,0.136097743724409,-0.128419266631148
"28",2800,0.0853524399245283,0.317694605601695,-0.0335172404827586,0.0146675399333333,-0.880846181,0.245682121502924,-0.191989472589744,-0.0912998845508474,0.175617131519685,-0.120096245885246
"29",2900,0.103389379509434,0.282733815347458,0.0169906362413793,0.0718541474333334,-0.859811436111111,0.227147528216374,-0.143145602615385,-0.0698310555294118,0.145510315133858,-0.0848902676147541
"30",3000,0.0438961648867924,0.323643641932203,0.0291546870344827,0.0844630049333333,-0.728740257333333,0.236938283549708,-0.103199286358974,-0.0572904077310924,0.161877328543307,-0.0693488507868852
"31",3100,0.041925283245283,0.386210791898305,0.015821291,0.0855899155666666,-0.381430232888889,0.279502417871345,-0.0221839648461539,-0.0865622512083333,0.23106999988189,-0.0746641991147541
"32",3200,0.145234417377358,0.346534325177966,0.0281561085423729,0.112348394866667,-0.423323308333333,0.284143125684211,-0.011268152025641,-0.1337580018,0.202485851055118,-0.0577144900406504
"33",3300,0.194484455867925,0.303624471033898,-0.0423534678474576,0.121144036366667,-1.04403757288889,0.269797448789474,-0.147744027307692,-0.0445661355083333,0.159642497275591,-0.0858529209756097
"34",3400,0.191056731754717,0.304605703483051,-0.0212808281694915,0.122894356677419,-0.566516641444444,0.269412162538012,-0.0322231179,-0.0106100742416667,0.180406485433071,-0.0416037990403225
"35",3500,0.0723883544150943,0.299596341330509,0.00291558044067798,0.154768804193548,-0.374199770333333,0.229175152403509,0.0357508749249999,-0.0211766144083334,0.177946500629921,-0.0351465857903226
"36",3600,0.0917049225283019,0.396810937652542,0.0523053165254237,0.189419362354839,0.0690803555555555,0.302245915421053,0.162343085825,-0.00244331005000002,0.255993287724409,0.0470966187822581
"37",3700,0.138172874603774,0.372811765381356,0.0293668727966102,0.106860672225806,0.293196216444444,0.300087430812866,0.148786169675,0.045857229338843,0.282645577251969,-0.00558459207258067
"38",3800,0.20255150945283,0.396129923516949,-0.0254658144915254,0.146492613483871,-0.629342069888889,0.336131935532164,-0.028070190275,-0.0131199718842975,0.255306133283465,-0.0153952751612903
"39",3900,0.261131747037736,0.396079958449153,-0.00468859950847457,0.0949869879354838,-0.312583942,0.354253904619883,0.00328352869999998,0.0311718028760331,0.268455821007874,-0.00785016721774197
"40",4000,0.292133298,0.386994488050847,0.0656727396779661,0.032812257,0.216339192666667,0.357593066573099,0.074105817525,0.00529590162809913,0.277370737677165,0.0701881783951613
"41",4100,0.294823100528302,0.409747980313559,0.019441189779661,-0.0198261452580645,-0.0991554057777777,0.374127988333333,-0.037675228875,0.0708107253636363,0.290102859,0.0262494072016129
"42",4200,0.299732273886793,0.380902869694915,0.0248665873389831,0.0656333095806452,-0.389989118222222,0.355744731812865,-0.036881736675,0.0966493702231405,0.304844362228346,-0.0401803604919355
"43",4300,0.421434356113207,0.380085470923729,-0.0329773734166667,0.0733543637419354,-0.222230856222222,0.392901207269006,0.00684768924999996,0.0294931265867768,0.327614915779528,-0.044769918264
"44",4400,0.433326280207547,0.385011721694915,-0.0773559748032787,0.049985150483871,-0.0167399496666667,0.399986409421053,0.03497200295,0.0888437995371901,0.348407120149606,-0.0416146811111111
"45",4500,0.393292223377359,0.42738401420339,-0.0761378993606557,0.121878847354839,-0.170759576777778,0.416817552719298,0.056035201925,0.176072803049587,0.366210039433071,-0.0191914674523809
"46",4600,0.420215302509434,0.447136822550847,-0.0571044078688525,0.1640655964375,0.0610603301111111,0.438792725695907,0.141454684317073,0.13124178407438,0.368242696401575,0.0140243331181102
"47",4700,0.373207148528302,0.452549093779661,-0.0773072214262295,0.13669959771875,0.429053642555556,0.427957730631579,0.200874875853659,0.114405265330579,0.40113442203937,-0.024107957472441
"48",4800,0.413484265245283,0.477332914737288,0.0076508172622951,0.14960829025,-0.273076279888889,0.457543567233918,0.0568238724146341,0.150469678385246,0.471582938440945,-0.0593037987401575
"49",4900,0.396505010735849,0.497659253864407,0.0315297566557377,0.13380007634375,-0.052772966,0.466307353947368,0.0928450182682927,0.147129421471545,0.50465904196063,-0.0297176574409449
"50",5000,0.42930571,0.430407427949153,0.0768471742131148,0.1620573185,-0.593562327888889,0.430065959812866,-0.00381040875609761,0.119213331601626,0.420701875472441,0.0016691556299213
"51",5100,0.468155107773585,0.501612965177966,0.0839459046721311,0.16128958684375,-0.470804426444444,0.491242985982456,0.0225372424634146,0.157216139219512,0.429602452496063,0.0608435929291339
"52",5200,0.466346718981132,0.562166281711865,0.0426142601967213,0.181924225375,-0.147755519555555,0.532467820748538,0.109555500878049,0.153867651609756,0.524502145377953,0.027032507968504
