"","time","NH","NM","Tropical","SM","SH","AN","AS","Global","land","sea"
"53",5300,0.469984084188679,0.509840467042373,0.0478909512131147,0.103954232,-0.171647298111111,0.497487319140351,0.0434563351463415,0.161981133268293,0.491231501685039,-0.00768510365354329
"54",5400,0.403471443320755,0.589100043822034,0.0602713260983606,0.06096189071875,-0.546413316666667,0.531566033140351,-0.0723643743170732,0.182627024642276,0.464459246614173,0.0178223576377952
"55",5500,0.400740669679245,0.609901573932203,0.0715238436290322,0.08367615721875,-0.148666690444444,0.545073925245614,0.0326740687073171,0.179665197609756,0.527400656102362,0.028147670515625
"56",5600,0.481101988301887,0.601773557805085,0.106777109387097,0.14931263671875,-0.0326462077777778,0.564372428076023,0.109370451341463,0.208907976089431,0.567355700330708,0.0779788718671876
"57",5700,0.448266605037736,0.610219005889831,0.0983133569193549,0.2301287745,-0.292908854777778,0.560023232526316,0.115315636365854,0.211268669121951,0.596198285244094,0.0441075493515625
"58",5800,0.418145458,0.602355204647059,0.121909403870968,0.1522411669375,0.0929357784444444,0.545592898994186,0.139222910926829,0.213704705715447,0.554035930251968,0.0972363360465116
"59",5900,0.376440697433962,0.561049668483333,0.104303889596774,0.14556348534375,-0.276068075777778,0.504493162901734,0.0530102158292683,0.163762744211382,0.495326454210938,0.0868537505348837
"60",6000,0.398142090245283,0.668424850041667,0.0542254440967742,0.1697074214375,-0.473006263,0.585621461202313,0.0286239297317073,0.196255916,0.619930879,0.0145015773410853
"61",6100,0.376670313962264,0.680565358016667,0.111813102532258,0.188061557606061,-0.309511182777778,0.58746456417341,0.0814388275238095,0.256651373322581,0.629076123203126,0.039512452723077
"62",6200,0.395693333962264,0.657536553091666,0.0989542098709678,0.154606954,-0.257032134444444,0.577318688271676,0.0663985779047618,0.219494987927419,0.563972256875,0.0729952290000001
"63",6300,0.462448321301887,0.734246787591667,0.104892709274194,0.264437653878788,0.140691335444444,0.650979049364162,0.237920585642857,0.246423502580645,0.655894382164063,0.139611362946154
"64",6400,0.499781111849056,0.750405931716666,0.149711198629032,0.27861909230303,0.587312489555556,0.673624917537572,0.344767677428572,0.193012785782258,0.6826109484375,0.218915001707692
"65",6500,0.467564358641509,0.680564175416667,0.160235650129032,0.318509086181818,0.0115751638888889,0.615309896289017,0.252737531404762,0.16295525766129,0.689893566023437,0.125124527353846
"66",6600,0.469027117264151,0.635284945366667,0.181988763483871,0.338646181636364,-0.573151879333333,0.584350466236994,0.143260882857143,0.194438212516129,0.623798113960937,0.126208165176923
"67",6700,0.404340734528302,0.624634192208334,0.125085212048387,0.396651550515151,-0.187486554,0.557145445057804,0.271479099547619,0.199948536306452,0.597038357625,0.120331482023077
"68",6800,0.292101935584906,0.698633927983333,0.116920865080645,0.250611114939394,-0.245371710777778,0.574089444763006,0.144329080857143,0.260317185669355,0.552430127851562,0.120437377592308
"69",6900,0.291419229207547,0.732725578425,0.108084194516129,0.226311361393939,0.0603254367777778,0.597527679531792,0.190742948976191,0.331099239104839,0.593960383390625,0.107357246915385
"70",7000,0.333807883396226,0.6496483971,0.116491189580645,0.260639891757576,0.0642800606666666,0.55288800850867,0.218562785095238,0.280804014443548,0.549185658148438,0.109581464323077
"71",7100,0.417337319320755,0.609652186158333,0.0488094783064517,0.199824400606061,-0.112083113666667,0.550734914815029,0.132987076119048,0.249865916427419,0.505541925429687,0.0877727087769231
"72",7200,0.399572796867924,0.569401125616667,0.089952349951613,0.237298599060606,-0.434186611,0.517372793687861,0.0934089111904762,0.221757766862903,0.448332193523438,0.109937659692308
"73",7300,0.431747641207547,0.57005982905,0.0555331122096774,0.230327309727273,-0.240983638444444,0.527686731040462,0.129332106547619,0.165501216322581,0.444847612640625,0.120314164069231
"74",7400,0.345468603207547,0.540624903308333,0.0231938503709677,0.262306927848485,-0.250934205888889,0.480837135069364,0.152326684904762,0.182978775314516,0.40641123975,0.106569555723077
"75",7500,0.425998565943396,0.53587049795,0.0728535021129033,0.23012296369697,-0.823713540888889,0.502210310687861,0.00430085557142862,0.205587033225806,0.440559392554688,0.101499154476923
"76",7600,0.411950659339623,0.5286529915,0.0336300764516128,0.252756714,-0.268001465,0.492900253901734,0.141165675642857,0.194647722225806,0.44707392065625,0.111889614761538
"77",7700,0.338392035471698,0.571462418866666,0.023719550532258,0.218382727727273,-0.159677109111111,0.500059353433526,0.137369905547619,0.184247777677419,0.433688985570312,0.139722423453846
"78",7800,0.246577705811321,0.591441772625,0.0617334355483871,0.195446270606061,-0.862509415888889,0.485789775277457,-0.0312585193571429,0.19481310641129,0.435212340960938,0.121085276692308
"79",7900,0.174107875773585,0.622071722641667,0.142926315516129,0.255273680454546,-0.288077530111111,0.484834243543353,0.138841278190476,0.141043926129032,0.484767741945313,0.186615629384615
"80",8000,0.21381575909434,0.588108862375,0.173487275064516,0.237956057727273,-0.499970518,0.473441033046242,0.0798289343571428,0.158721123048387,0.430555518648437,0.219758530846154
"81",8100,0.154180398603774,0.579568194075,0.100950772984127,0.177070409121212,-0.238277478555556,0.449247077543352,0.0880672903333334,0.173439004032258,0.3918918799375,0.185488712229008
"82",8200,-0.0421278229056604,0.452299477008333,0.105949418968254,0.280722975878788,-0.882060062333333,0.300827529635838,0.0315551819761905,0.144905613153226,0.27003205425,0.104668403877862
"83",8300,0.145441295660377,0.387672919966667,0.123741427015873,0.219121501333333,-0.339911549,0.313463231595376,0.0993287048333334,0.0736573118467742,0.297387561734375,0.155567295946565
"84",8400,0.135743864113207,0.386783924454546,0.113589281873016,0.227338769727273,-0.579453655,0.310317699178161,0.0544546787142857,0.124971380701613,0.253123934539063,0.155252145954546
"85",8500,0.156292006716981,0.41365157968595,0.124330937174603,0.18148304559375,0.302975271111111,0.335260445390805,0.208152070707317,0.141844448580645,0.243190713398438,0.24131271029771
"86",8600,0.158720012641509,0.358362826694215,0.111906337047619,0.212073904575758,0.185116609777778,0.297552084482759,0.206297341404762,0.099095700136,0.2341740141875,0.191096896984849
"87",8700,0.200300121018868,0.375810699132231,0.114087449238095,0.264072705787879,-0.349606208888889,0.322350580511494,0.132570081214286,-0.02797201424,0.328761349867188,0.126941734560606
"88",8800,0.212365412490566,0.316466585661157,0.0935515824603174,0.282825438212121,-0.160794230333333,0.284757607626437,0.187764080666667,0.099559157048,0.287296459867188,0.146127491477273
"89",8900,0.251537225811321,0.22871894147541,0.113080542920635,0.266767880151515,0.104984387222222,0.235629621874286,0.232099988809524,0.0730837332879999,0.204025521945312,0.208552960654135
"90",9000,0.145445682320755,0.133119791426229,0.14261469931746,0.242853861151515,-0.302461319111111,0.136852775525714,0.126000608238095,0.150744822704,0.0942046327054264,0.169459014646617
"91",9100,0.193303685490566,0.119699650909091,0.153252864111111,0.282469970333333,0.483796255222222,0.142119270637931,0.325611317095238,0.137026475136,0.160591639890625,0.229578093654135
"92",9200,0.17141283945283,0.190778777867769,0.11106423084127,0.286596334363636,0.449967164,0.184879957545977,0.321604369285714,0.117255678688,0.232976517945313,0.182533378052632
"93",9300,0.163892427056604,0.228190932141667,0.0637252971269841,0.256023972,0.483001201444444,0.208492546190751,0.304661949738095,0.125615747872,0.245640872708661,0.147395513406015
"94",9400,0.270423751113208,0.269800783691667,0.0389940193015873,0.349721496363636,0.477825859666667,0.269991634982659,0.377172431357143,0.171203253256,0.30371886480315,0.179477590781955
"95",9500,0.289080674307692,0.196491711747899,0.0785301074603174,0.404832728424242,-0.560088173444444,0.224647419660819,0.198063963738095,0.111769562784,0.290518627784,0.106790265511278
"96",9600,0.245118019941176,0.153574587579832,0.0827857671904762,0.309460797090909,0.367374347111111,0.181037617288235,0.321870843523809,0.194033536536,0.196134761096774,0.161719896721805
"97",9700,0.254973189058823,0.124027658313559,0.0950657330952381,0.186004988575758,-0.700077308222222,0.163543765224852,-0.00386978930952383,0.16105305208,0.142834969642277,0.0891763966842105
"98",9800,0.180754387156863,0.1151411025,0.0731040414126985,0.13884979430303,-0.362844649555556,0.13517869242515,0.0313438420476191,0.136384025328,0.120258021008197,0.0849205736240601
"99",9900,0.156580395117647,0.0837477758869565,0.130622868777778,0.0843203716060606,0.158762394666667,0.106124062518072,0.100272233690476,0.168716118096,0.0684214579586777,0.151864320661654
"100",10000,0.115000803613636,0.041788131247619,0.112146230766667,-0.00504551981249999,-0.223138276857143,0.0634079808053691,-0.0441903736410256,0.120474179620968,-0.00108489872413793,0.10875287595
"101",10100,0.11425434512766,0.00855014211711712,0.087675822952381,-0.0429074049090909,0.105640719888889,0.039993797443038,-0.0110756638809524,0.170917816861789,-0.0132098486551724,0.0864861125075758
"102",10200,0.092383138744186,-0.209985019916667,0.0506053938888889,0.0149862894848485,-0.117976790333333,-0.123880180033113,-0.013505799047619,0.103187626447154,-0.249272658351351,0.0692666478863636
"103",10300,0.130696823358974,-0.2680096125,0.0327202148888889,-0.00577934100000001,0.657449419111111,-0.162230354006803,0.136341107595238,0.0858408659186992,-0.296537895412844,0.133509755694657
"104",10400,0.161154418975,-0.321057306747664,0.0392510804444445,-0.0306770678484848,-0.876410436444444,-0.189843231721088,-0.211905646833333,0.143444735252033,-0.272830325435185,-0.0179946238931298
"105",10500,0.018625739425,-0.417968382817307,0.0556363196666667,-0.0913610950606061,-0.325706165111111,-0.29669223775,-0.141577895785714,0.0921337051081081,-0.322524963990476,-0.0401805879389313
"106",10600,-0.128652309243243,-0.491536067307692,-0.0104905754444444,-0.14122561346875,0.0315197487777778,-0.396311251361702,-0.103305899804878,0.0995319121512605,-0.428590289621359,-0.0813589031
"107",10700,-0.440011365085714,-0.498736104019608,0.0267676664126984,-0.127098885848485,-0.691316065222222,-0.483733433489051,-0.248002567142857,0.0530332492869565,-0.592333532545455,-0.0939433899847328
"108",10800,-0.6148670873125,-0.586887074529411,0.0116731323650794,-0.0707237957575758,-0.135587785666667,-0.593568868626866,-0.0846232221666667,0.117798147936937,-0.617398331125,-0.134486294343512
"109",10900,-0.821765023966667,-0.629054693247423,-0.0731031307619048,-0.0987110182727273,0.273652580625,-0.674576818614173,-0.0260547062926829,0.00920804374107143,-0.671180555388889,-0.205050353030769
"110",11000,-0.754374627357143,-0.314718211532467,-0.0645266753650794,-0.212215422272727,-0.114554321625,-0.431959922419047,-0.193159597756098,0.0117746627678572,-0.27566714209589,-0.259604896142857
"111",11100,-0.742016090172414,-0.343546815013158,-0.109131408777778,-0.237214489666667,0.133096767,-0.453600233866667,-0.164958634707317,-0.047131779412844,-0.208959446236111,-0.333220032246032
"112",11200,-0.918368216535714,-0.398706020266667,-0.0998603778571429,-0.340178236575758,0.5544751425,-0.539973413427184,-0.165611723585366,-0.186316629728972,-0.261046647746479,-0.349718085976
"113",11300,-0.952251000607143,-0.534956417905405,-0.117141211301587,-0.334770024181818,0.00212618550000002,-0.649507871980392,-0.269034178390244,-0.193852206980769,-0.420625982528571,-0.383817813288
"114",11400,-1.32447982092857,-0.687066218465753,-0.237425877016393,-0.340292093363636,-0.535700216375,-0.863774939940594,-0.378420507609756,-0.26801215160396,-0.741065427714286,-0.468856381886179
"115",11500,-1.26634762725926,-0.858097221273972,-0.275930576360656,-0.372436516848485,-0.55033834825,-0.96832483089,-0.407149069317073,-0.263677825121212,-0.822163354869565,-0.541618311756098
"116",11600,-1.26484483246154,-1.22323119793056,-0.325430248672131,-0.515714559212121,-0.651173700625,-1.23427154994898,-0.542145611195122,-0.27328971232,-1.05276605319403,-0.699268276487805
"117",11700,-1.7565034484,-1.35398960765278,-0.386151890819672,-0.545409562,-0.36467928525,-1.45773028825773,-0.510145117756097,-0.278481946747475,-1.4345382929403,-0.668143921368852
"118",11800,-1.85175786795833,-1.45916928336111,-0.487644706508197,-0.577115139151515,-1.14720266442857,-1.55731642951042,-0.676880456075,-0.343696109545454,-1.64424385389552,-0.730860256916667
"119",11900,-2.23720480304348,-1.66006754626761,-0.55448921504918,-0.576932240515152,-1.21001945985714,-1.80128198143617,-0.6877225039,-0.575814589845361,-1.72766055095455,-0.891555037974789
"120",12000,-1.94275462668182,-1.79971747942029,-0.601999471721312,-0.526453921484848,-1.34257343485714,-1.83429788864835,-0.669274836325,-0.57735268625,-1.66821679869697,-0.931722929974138
"121",12100,-2.362279551,-1.86412794626087,-0.711681201983606,-0.594932152967742,-1.70570705942857,-1.971683406375,-0.799548583105263,-0.609964214926316,-1.85888764735484,-1.00954240072174
"122",12200,-2.27246481189474,-1.95611473352941,-0.698193118081967,-0.515907753774194,-1.97770651985714,-2.02520268167816,-0.785186473842105,-0.748779636510638,-1.8518183824918,-1.03399943945217
"123",12300,-2.45170070788889,-1.99203670222388,-0.777544484557377,-0.597199468354839,-2.17377535828571,-2.08937731518824,-0.887621342815789,-0.89368407151087,-1.96673945718333,-1.06666133236522
"124",12400,-2.37012844894118,-1.98855135571212,-0.783368410442623,-0.538688032967742,-2.28183071614286,-2.06670570010843,-0.859793264078947,-1.03021636051648,-1.82923233988136,-1.10134568952632
"125",12500,-2.40214587988235,-1.98652915998462,-0.788564845622951,-0.756839548290323,-2.50350429142857,-2.07269360191463,-1.07859357992105,-0.987339817844444,-1.98535158677586,-1.10886106265487
"126",12600,-3.28229014513333,-1.94743685421539,-0.860232718901639,-0.66292149837931,-2.577572179,-2.1977218462625,-1.03521468627778,-1.15213579547126,-2.18567243161404,-1.13496994238739
"127",12700,-3.3873133566,-1.83923301429231,-0.841775579688525,-0.697104062172414,-2.67098993514286,-2.129498078475,-1.08091520413889,-1.14494893411494,-1.97294847978947,-1.19572023861261
"128",12800,-2.7033456038125,-1.73344007551563,-0.805595947770492,-0.759372817241379,-2.61048563414286,-1.927421181175,-1.11931142052778,-1.24159597451163,-1.77952807868421,-1.14533752857273
"129",12900,-2.474785951,-1.67063263145312,-0.790434321852459,-0.849124283827586,-2.78271416385714,-1.82331997060759,-1.22510009383333,-1.22412319625882,-1.77346868978571,-1.09147131037273
"130",13000,-2.42278956746667,-1.8262231468254,-0.795434678016394,-1.07126757848276,-2.87254887783333,-1.94094745848718,-1.38005865837143,-1.25251135977647,-2.00288837950909,-1.09985443847706
"131",13100,-2.54585014126667,-1.56868029240678,-0.891812144295082,-0.948502366724138,-2.994017509,-1.76675526177027,-1.2991621054,-1.44278979859036,-1.9822215385098,-1.03286771269725
"132",13200,-2.55978384133333,-1.55147865157627,-0.914644292655738,-0.940863840206897,-2.83396973633333,-1.75586483868919,-1.26539627954286,-1.45608361754217,-1.99302263417647,-1.03361908488073
"133",13300,-2.26216814826667,-1.36914996111864,-0.902119312852459,-0.948797988517241,-2.72495418616667,-1.55016716121622,-1.25328190811429,-1.31747954659524,-1.80815111913726,-0.983385178651377
"134",13400,-1.9448893224,-1.40191823691525,-0.946587164868852,-0.947295775275862,-2.56745076516667,-1.51197994343243,-1.22503663068571,-1.26285881981928,-1.75601419621569,-0.994192963155963
"135",13500,-1.77774876173333,-1.44961449888136,-0.948883410114754,-1.01687987396429,-2.6372417175,-1.51612820081081,-1.30282608164706,-1.24510551387805,-1.84284006036,-0.970263784990825
"136",13600,-2.48036449942857,-1.53626073962712,-0.988523713704918,-1.02410341189286,-2.61392683483333,-1.71732173465753,-1.30466048652941,-1.34819997530488,-2.06207699661224,-1.03075834279817
"137",13700,-2.16939746521429,-1.396407733,-0.991231205262295,-1.02860647475,-2.30543836933333,-1.54465233917808,-1.25392975026471,-1.35602290109756,-1.98086888146939,-0.959805066844037
"138",13800,-2.20881572421429,-1.3375945117069,-1.04240237052459,-0.970331633321429,-2.2634663935,-1.50699863636111,-1.19853188511765,-1.28428689542683,-1.95063841914583,-0.95142253346789
"139",13900,-2.06476260938462,-1.40860980025862,-1.00509518331148,-1.14662565875,-2.414258539,-1.5287504554507,-1.37032557879412,-1.24780318882927,-2.11724209372917,-0.902103409559633
"140",14000,-2.58497871430769,-1.39593201340351,-1.03489271134426,-1.14112749892857,-2.44733742366667,-1.61675497214286,-1.37163513270588,-1.2240435335122,-2.21768673535417,-0.927472768962617
"141",14100,-2.43353405316667,-1.39791805896429,-0.99895918835,-1.16684671603571,-2.49747116233333,-1.58067382264706,-1.40166279479412,-1.36677296959259,-2.14305288814583,-0.946510372619048
"142",14200,-2.2205038267,-1.29909278762963,-1.0403684285,-1.22679437114286,-2.54488163166667,-1.44306326248438,-1.45939800535294,-1.29221355864198,-2.06757970669565,-0.926316947586538
"143",14300,-1.79897191354545,-1.29884561194444,-1.00839615795,-1.30518529242857,-2.58721683433333,-1.38348237067692,-1.53142615276471,-1.33445386545679,-2.08037298291304,-0.912659854644231
"144",14400,-1.77380334345455,-1.31232151509259,-1.03578707871667,-1.30046691417857,-2.63692206183333,-1.39041843989231,-1.53631194023529,-1.282978391725,-1.96374651271739,-0.97904422626923
"145",14500,-1.6590557879,-1.48511712533333,-1.09992550496667,-1.25970954992857,-2.57504305016667,-1.51229504135938,-1.49182722644118,-1.39271504025,-1.94645789404348,-1.06098577436538
"146",14600,-2.2045057454,-1.72299092966667,-1.11242076811667,-1.246972605,-2.80041970433333,-1.798227619625,-1.52111032841176,-1.33493316555128,-2.043467489,-1.19418520209615
"147",14700,-3.8218844691,-1.81007062862963,-1.15243298696667,-1.24373650103571,-3.01558506516667,-2.12441654120313,-1.55641565941176,-1.31442676009211,-2.56284640934783,-1.19426569005769
"148",14800,-3.56571369463636,-2.15171661090741,-1.20364134115,-1.24759487735714,-3.08461770033333,-2.39100842507692,-1.57177537552941,-1.24436053937662,-2.79110798863044,-1.30268624067308
"149",14900,-3.67041953509091,-2.21423392407407,-1.27091450128333,-1.24852976675,-3.31810761466667,-2.46066533516923,-1.61374938697059,-1.2659817385974,-2.85438921254348,-1.35654469345192
"150",15000,-4.6633051619,-2.18235700288679,-1.38466611861667,-1.30789271171429,-3.0695588988,-2.57615829796825,-1.5748118309697,-1.28995192734211,-3.03921210656818,-1.42647445453846
"151",15100,-4.09393380218182,-2.38964172088461,-1.38979133523333,-1.42895909175,-3.3219897904,-2.68721652873016,-1.71578192487879,-1.38937923377632,-3.26540619577273,-1.46674268551456
"152",15200,-3.98950776827273,-2.53273472844231,-1.38088906722414,-1.34373070910714,-3.3876389366,-2.78709192587302,-1.65341377387879,-1.65076755657895,-3.39719289044186,-1.46131480815686
