id,name,min_yr,max_yr,total_record,resolution,record_holocene,record_deglacier,resolution_holocene,resolution_deglacier
268,HM03_133_25.Solignac.2008.lpd.csv,757,10228,90,105.2333333,88,2,104.8522727,171.5
269,Holebudalen.Seppa.2009.lpd.csv,9850.153,374.413,37,-256.1010811,37,0,-256.1010811,0
270,Holtjaernen.Giesecke.2008.lpd.csv,-41,11446,101,113.7326733,93,8,106.8064516,212.25
271,Holzmaar.Litt.2009.lpd.csv,-23,10881,249,43.79116466,229,20,43.73362445,47.4
272,Homestead Scarp.csv,-45,12246.9,171,71.88245614,161,10,61.61285714,259.846
273,HomesteadScarp.McGlone.2010.lpd.csv,-39,12246.9,170,72.27,160,10,61.9604375,259.846
274,Honeymoon.Cwynar.1991.lpd.csv,17,10795,71,151.8028169,61,10,162.6721311,100.8
275,HopeSimpson.Engstrom.1985.lpd.csv,232,12182,50,239,42,8,232.0952381,283.125
276,HU73_031_7.Keigwin.1995.lpd.csv,770,20410,60,327.3333333,26,34,349.2307692,317.3529412
277,HU84.deVernal.2013.lpd.csv,1968.1,8296.5,41,154.3512195,41,0,154.3512195,0
278,HU87033_87017PC.Andrews.1999.lpd.csv,340,11522,52,215.0384615,33,19,291.969697,85.15789474
279,HU87033_87018PC.Andrews.1999.lpd.csv,280,9008,19,459.3684211,19,0,459.3684211,0
280,HU90.deVernal.2013.lpd.csv,1361.5,9798.2,68,124.0691176,68,0,124.0691176,0
281,HU90_013_013.Hillaire-Marcel.1994.lpd.csv,1782,50174,168,288.047619,35,133,225.8285714,306.0977444
282,HU91-039-008.Levac.2001.lpd.csv,1548.8,6755.8,41,127,41,0,127,0
283,Hudson.Clegg.2011.lpd.csv,-27.942,9574,83,115.6860482,83,0,115.6860482,0
284,HulunLake.Wen.2009.lpd.csv,-5,11035,170,64.94117647,155,15,64.13741935,78.13333333
285,HumberPond3.McAndrews.1989.lpd.csv,-29,4093,56,73.60714286,56,0,73.60714286,0
286,HumberPond5.McAndrews.1989.lpd.csv,-25,4203,32,132.125,32,0,132.125,0
287,HurlegLake.Zhao.2013.lpd.csv,566,8661,136,59.52205882,136,0,59.52205882,0
288,Hypkana.Hajkova.2016.lpd.csv,5070,13074,34,235.4117647,13,21,337.0769231,189.5238095
289,Iglutalik.Kerwin.2004.lpd.csv,0,8186.1,59,138.7474576,59,0,138.7474576,0
290,Indian.Bjorck.1985.lpd.csv,5820,10290,23,194.3478261,20,3,202.25,192.3333333
291,IOW225514.csv,450,6430,84,71.19047619,84,0,71.19047619,0
292,IOW225514BAY.Emeis.2003.lpd.csv,450,6430,84,71.19047619,84,0,71.19047619,0
293,IOW225517.csv,1820,11390,80,119.625,74,6,109.1891892,256.6666667
294,IOW225517BAY.Emeis.2003.lpd.csv,1820,11390,80,119.625,74,6,109.1891892,256.6666667
295,Irvin.Cushing.1982.lpd.csv,-20,10771,44,245.25,42,2,236.5714286,597.5
296,Isbenttjonn.Seppa.2009.lpd.csv,-43.5,8890.1,58,154.0275862,58,0,154.0275862,0
297,Isokaerret.Asplund.1989.lpd.csv,-44.69,4245.89,38,112.91,38,0,112.91,0
298,Jake.Kerwin.2005.lpd.csv,-41,8081.666,27,300.8394815,27,0,300.8394815,0
299,JinchueanBog.Yu.2013.lpd.csv,20,5752,130,44.09230769,130,0,44.09230769,0
300,JM01-1199.Hald.2007.lpd.csv,-50.1,13354.931,178,75.30916292,82,96,120.6568049,38.1144375
301,JM96-1207.Solignac.2013.lpd.csv,456.93,9927.1,86,110.1182558,86,0,110.1182558,0
302,JPC42.Caniupan.2014.lpd.csv,-50,8383.971204,76,110.9733053,76,0,110.9733053,0
303,JPC67.Bertrand.2017.lpd.csv,-45,14330,137,104.9270073,58,79,171.6551724,58.88607595
304,JR01.Fortin.2017.lpd.csv,-49,6956,57,122.8947368,57,0,122.8947368,0
305,JR01Chironomid.Fortin.2017.lpd.csv,-24,6916,112,61.96428571,112,0,61.96428571,0
306,JR244_GC528.Roberts.2016.lpd.csv,1000,25440,87,280.9195402,23,64,377.826087,248.90625
307,JR51GC-35.csv,61.87,10170.63,97,104.2140206,94,3,105.048617,109.29
308,JR51GC_35.Bendle.2007.lpd.csv,61.87,10170.63,116,87.14448276,113,3,87.38557522,109.29
309,K2.Fallu.2005.lpd.csv,-48,6717.176,99,68.33511111,99,0,68.33511111,0
310,Kaartlamminsuo.Rankama.1988.lpd.csv,159.64,4900.81,54,87.79944444,54,0,87.79944444,0
311,KaiteCobreMayor.MartinChivelet.2011.lpd.csv,-50,4005,876,4.628995434,876,0,4.628995434,0
312,Kansjon.EPD.lpd.csv,175.37,11884.39,31,377.7103226,28,3,350.1817857,744.08
313,KardashinskiSwamp.Kremenetski.1995.lpd.csv,290.92,9206.06,38,234.6089474,38,0,234.6089474,0
314,Karujarv.EPD.lpd.csv,484.76,8373.49,74,106.6044595,74,0,106.6044595,0
315,Keele.Szeicz.1995.lpd.csv,0,13923.6,51,273.0117647,41,10,240.0073171,445.75
316,Kenosee.Porter.1992.lpd.csv,67,5511,28,194.4285714,28,0,194.4285714,0
317,KeystoneIronbog.Fall.1985.lpd.csv,-5,9168,31,295.9032258,31,0,295.9032258,0
318,Kharinei.Jones.2011.lpd.csv,-53.246,11502.69,39,296.3060513,34,5,265.8603235,578.0426
319,Khatanga-12Lake.Syrykh.2017.lpd.csv,211.677,6918.66,24,279.457625,24,0,279.457625,0
320,Kinnshaugen.Seppa.2009.lpd.csv,-23,8829,48,184.4166667,48,0,184.4166667,0
321,Klotjaernen.Pollen.Sweden.lpd.csv,-59.8566,9497.06,111,86.09834775,111,0,86.09834775,0
322,klotjarnen.Seppa.2009.lpd.csv,-48.188,8942.028,104,86.44438462,104,0,86.44438462,0
323,KNR140-51GGC_shakun.csv,7760,25120,42,413.3333333,5,37,388,430
324,KNR159-5-36GGC_shakun.csv,9720,22840,35,374.8571429,1,385.8823529,0,NA
325,KNR159_5_36GGC.Carlson.2008.lpd.csv,1110,22840,50,434.6,16,34,538.125,412.3529412
326,KNR159_JPC26.Antonarakou.2015.lpd.csv,510,21130,64,322.1875,22,42,401.8181818,309.5238095
327,KNR166_14_11JPC.Elmore.2015.lpd.csv,665,13397,122,104.3606557,74,48,123.7148649,76.69895833
328,KNR166_JPC26.Schmidt.2011.lpd.csv,640,34490,436,77.63761468,22,414,416.3636364,60.12077295
329,KNR166_JPC51.Schmidt.2012.lpd.csv,1488,9149,164,46.71341463,164,0,46.71341463,0
330,KNR195_5_CDH23.Bova.2015.lpd.csv,1092,14085.84,570,22.79621053,385,185,23.10194805,22.34027027
331,KNR195_5_CDH26.Bova.2015.lpd.csv,1366.28,25831.26,504,48.54162698,33,471,259.9012121,33.85225053
332,KoeycegizGoelue.EPD.lpd.csv,1.52,5438.86,47,115.6880851,47,0,115.6880851,0
333,Komosomolskaia.Ciais.1992.lpd.csv,0,14934.1,851,17.54888367,627,224,15.93452951,22.1484375
334,Koucha.Herzschuh.2009.lpd.csv,0,16438,66,249.0606061,51,15,195.4245098,459.71
335,KP2.Seppa.2009.lpd.csv,0,8997,62,145.1129032,62,0,145.1129032,0
336,KR02Chironomid.Fortin.2010.lpd.csv,-44.95,10085.8,93,108.9327957,91,2,109.7205495,116.94
337,KR02Pollen.Peros.2008.lpd.csv,-48,10101.50125,69,147.094221,67,2,148.9362575,122.742375
338,KT05_7_PC_02.Kawahata.2009.lpd.csv,914,10280,83,112.8433735,81,2,111.9135802,211
339,KT92-17 St 14_shakun.csv,172,28165,55,508.9636364,16,39,589.8125,487.8461538
340,Kurupa.Boldt.2015.lpd.csv,-52.909,5593.69,1997,2.827540811,1997,0,2.827540811,0
341,KY07-04-01.csv,20.93,13081.63,135,96.74592593,97,38,102.3901031,84.09078947
342,KY07-04-01_shakun.csv,21,18784,195,96.22051282,98,97,101.3469388,91.73195876
343,KY07_04_PC1.Kubota.2010.lpd.csv,21,18784,195,96.22051282,98,97,101.3469388,91.73195876
344,Kyutyunda.Biskaborn.2016.lpd.csv,90.3684,12085.6,30,399.8410533,24,6,398.6813167,427.03
345,KZAI_01.Hardy.2018.lpd.csv,1540,43422,190,220.4315789,62,128,135.6935484,263.78125
346,LacAurelie.Bajolle.2018.lpd.csv,-19,8282.12,164,50.61658537,164,0,50.61658537,0
347,LacColin.Mott.1977.lpd.csv,56,12976,44,293.6363636,35,9,283,379.6666667
348,LacduSommet.Hausmann.2011.lpd.csv,-52,9483,107,89.11214953,107,0,89.11214953,0
349,LacFaribault.Larouche.1981.lpd.csv,-1,4361,24,181.75,24,0,181.75,0
350,LacGras.King.1986.lpd.csv,-30,7300,24,305.4166667,24,0,305.4166667,0
351,LacLeonard.Labelle.1984.lpd.csv,523,9791,25,370.72,25,0,370.72,0
352,LacMartyne.McAndrews.NA.lpd.csv,46,6798,27,250.0740741,27,0,250.0740741,0
353,LacMeleze.MacDonald.1987.lpd.csv,-32,13699,47,292.1489362,39,8,248.1794872,633.375
354,LacPatricia.McAndrews.1983.lpd.csv,-2,5581,36,155.0833333,36,0,155.0833333,0
355,LacPetel.King.1986.lpd.csv,19,8374,26,321.3461538,26,0,321.3461538,0
356,Ladd.Shane.1993.lpd.csv,-32.9,16364.1,59,277.9152542,43,16,217.3930233,466.2875
357,LagodeAjo.Allen.1996.lpd.csv,0.07,24194.98,78,310.1911538,48,30,205.6989583,487.24
358,LagoDellAccesa.Finsinger.2010.lpd.csv,4530,11500,86,81.04651163,71,15,75.42253521,117.3333333
359,LagoMoreno.Markgraf.2002.lpd.csv,2135,14450,30,410.5,22,8,350.3181818,628.25
360,LagoVerdarolo.Samartin.2011.lpd.csv,-59,13720,50,275.58,38,12,249.3157895,409.4166667
361,LagunaChaplin.Punyasena.2008.lpd.csv,-44,15144,32,474.625,30,2,236.1333333,4572
362,LagunaSaladaChiprana.EPD.lpd.csv,-8.78,7395.29,39,189.8479487,39,0,189.8479487,0
363,Laihalampi.Giesecke.2008.lpd.csv,0,11000,150,73.33333333,137,13,72.62883212,86.97
364,Laihalampi.Heikkila.2003.lpd.csv,49.043,8995.364,122,73.3305,122,0,73.3305,0
365,Lake 850.csv,-50,8039,102,79.30392157,102,0,79.30392157,0
366,Lake Nujulla.csv,-48,9476.78,52,183.1688462,52,0,183.1688462,0
367,LakeLyadhej-To.Andreev.2005.lpd.csv,68.889,10888.064,60,180.3195833,47,13,210.3991064,82.79223077
368,LakeoftheWoods.Palmer.2002.lpd.csv,-122.251469,11788.56091,63,189.060514,40,23,251.8180856,84.93165239
369,LakeStowell.Lemmen.2018.lpd.csv,-57,14183,119,119.6638655,82,37,122.1585366,117.2702703
370,LaPAS_KF02.Pivel.2013.lpd.csv,402,12958,101,124.3168317,80,21,119.425,153.3333333
371,Lapland.Helama.2009.lpd.csv,7450,-55,7506,-0.999866773,7506,0,-0.999866773,0
372,LawDome.Dahl-Jensen.1999.lpd.csv,-45,7452,34,220.5,34,0,220.5,0
373,LB1.Gajewski.1993.lpd.csv,7,6931,28,247.2857143,28,0,247.2857143,0
374,Lednica-1.Makohonienko.1991.lpd.csv,345.51,10381.85,84,119.4802381,81,3,117.6990123,227.42
375,Lednica-2.Litt.1991.lpd.csv,144.06,10063.66,103,96.30679612,102,1,96.42196078,155.01
376,LeFourneau.Barbier.1999.lpd.csv,73.8,13340.83,46,288.4136957,31,15,276.8954839,332.6686667
377,LeGrandLemps.Clerc.1988.lpd.csv,-4.36,11274.9,160,70.495375,124,36,80.47258065,36.915
378,LifebuoyLake.Solivieva.2015.lpd.csv,-4,6508,89,73.16853933,89,0,73.16853933,0
379,LiivjarveBog.Koff.1989.lpd.csv,332.37,10636.84,64,161.0073438,61,3,156.2067213,321.82
380,Liltlvatn.Seppa.2009.lpd.csv,-45,8779.86,38,232.2331579,38,0,232.2331579,0
381,Lily.Cwynar.1990.lpd.csv,54,12740,62,204.6129032,39,23,247.7179487,138.0869565
382,Lingreville.Billard.1995.lpd.csv,-33.75,3999.69,52,77.56615385,52,0,77.56615385,0
383,Little.Whitlock.1995.lpd.csv,305,45222,66,680.5606061,28,38,330.3214286,955.4473684
384,LittleBass.Swain.NA.lpd.csv,23,12368,37,333.6486486,33,4,300.969697,713
385,LittleLochRoag.Birks.1979.lpd.csv,8.31,9745.88,40,243.43925,40,0,243.43925,0
386,LittlePondRoyalston.Marsicek.2013.lpd.csv,-53,14999.6,88,171.0522727,74,14,134.1488108,388.5282857
387,Llet-T.liranta.2015.lpd.csv,-90,12836,99,130.5656566,67,32,149.3970149,94.228125
388,LO09-14.Berner.2008.lpd.csv,367.5,10976.136,329,32.24509422,309,20,31.14413269,50.26685
389,Lobsigensee.Ammann.1985.lpd.csv,447.16,19388.16,172,110.122093,105,67,90.26019048,144.7695522
390,Lochnagar30.Dalton.2005.lpd.csv,0,5795,53,109.3396226,53,0,109.3396226,0
391,LoneFoxLake.MacDonald.1985.lpd.csv,-32,12638.4,37,342.4432432,31,6,318.0612903,504.9666667
392,Longwoods.Wilmshurst.2007.lpd.csv,914.462,16974.3,32,501.8699375,22,10,396.1235455,776.527
393,LoonPond.Jacobson.Ja.lpd.csv,-26.7,14559.5,49,297.677551,33,16,291.7818182,354.775
394,LostLake_MI.Brubaker.1975.lpd.csv,0,11382.6,33,344.9272727,30,3,316.2466667,817.5333333
395,LoughMeenachrinna.Taylor.2018.lpd.csv,2048.2,7047.4,67,74.61492537,67,0,74.61492537,0
396,LouisePond.Mathewes.1994.lpd.csv,61.7,11496.2,49,233.3571429,44,5,224.2681818,365.56
397,LR01.Gajewski.1993.lpd.csv,88,7562,21,355.9047619,21,0,355.9047619,0
398,LR1.Gajewski.1993.lpd.csv,88,7570,21,356.2857143,21,0,356.2857143,0
399,LR3.Gajewski.1992.lpd.csv,74,5796,16,357.625,16,0,357.625,0
400,Luganskoe.Kvavadze.1994.lpd.csv,328.05,5584.21,28,187.72,28,0,187.72,0
401,LV29_114_3.Riethdorf.2013.lpd.csv,1100,20320,220,87.36363636,118,102,75.16949153,102.1568627
402,Lyadhej-To.Andreev.2005.lpd.csv,68.889,10788.064,60,178.6529167,47,13,210.3991064,75.09992308
403,Lynn.Nichols.1967.lpd.csv,314.2,7428,30,237.1266667,30,0,237.1266667,0
404,M135_004_3.Salvatteci.2019.lpd.csv,64,9294.875,146,63.22517123,146,0,63.22517123,0
405,M135_005_3.Salvatteci.2019.lpd.csv,-47.8,11326.7,180,63.19166667,140,40,71.72214286,34.1675
406,M25_4_KL11.csv,150,11160,44,250.2272727,39,5,252.5641026,280
407,M335003-4.csv,0,14680,51,287.8431373,38,13,257.3684211,388.4615385
408,M35003-4_shakun.csv,0,28780,87,330.8045977,38,49,257.3684211,390.8163265
409,M39-008_shakun.csv,1458,21328,108,183.9814815,63,45,135,254.7333333
410,M39008_3.Eynaud.2009.lpd.csv,875,21497,181,113.9337017,123,58,73.86178862,199.8793103
411,M40-4-SL78.Emeis.2003.lpd.csv,20,11380,72,157.7777778,67,5,147.0149254,372
412,M77_2_003_2.Salvatteci.2019.lpd.csv,784.35,17297.35,200,82.565,139,61,65.79496403,122.4672131
413,M77_2_024_5.Salvatteci.2019.lpd.csv,650.734,11333.05,68,157.0928824,59,9,157.4410508,172.0115556
414,M77_2_029_3.Salvatteci.2019.lpd.csv,800.858,17589.97,270,62.1818963,20,250,446.025,33.352448
415,M77_2_056_5.Neurnberg.2015.lpd.csv,30,13150,212,61.88679245,164,48,60.6097561,67.29166667
416,M77_2_059_1.N_rnberg.2015.lpd.csv,63,17295,270,63.82222222,111,159,89.23423423,46.47169811
417,Mackenzie.Woltering.2014.lpd.csv,-48,37261,41,909.9756098,20,21,473.6,1388.238095
418,Malawi.Johnson.2016.lpd.csv,360.961,1277346.101,407,3137.555627,33,374,285.0093333,3390.787687
419,MaleshevskaBog.Tonkov.1992.lpd.csv,7.26,7708.44,41,187.8336585,41,0,187.8336585,0
420,Mansell.Shuman.2016.lpd.csv,-30,10330.19,110,94.18354545,107,3,92.60502804,200.6453333
421,MaraisdeKeswick.Larouche.1986.lpd.csv,47,4328,48,89.1875,48,0,89.1875,0
422,MD01-2378.csv,732.25,15168.35,111,130.054955,72,39,126.4486111,139.2923077
423,MD01-2378_shakun.csv,732,23065,171,130.6023392,72,99,126.4583333,134.6363636
424,MD01-2390 MgCa_shakun.csv,1050,22106,101,208.4752475,50,51,175.24,244.1764706
425,MD01-2390 Uk37_shakun.csv,10150,19050,54,164.8148148,0,164.8148148,0,NA
426,MD01-2390.csv,1050,16226,85,178.5411765,50,35,175.244,187.8085714
427,MD01-2416.Sarnthien.2004.lpd.csv,5727,11920,41,151.0487805,20,21,209.5,100.1904762
428,MD01-2421 KR02-06GC KR-2-06MC.csv,-41,12010,190,63.42631579,165,25,60.31515152,95.12
429,MD01-2421_shakun.csv,240,144086,174,826.7011494,9,165,983.4444444,827.5939394
430,MD01-2444.Martrat.2007.lpd.csv,60,420000,1532,274.1122715,55,1477,179.2727273,277.8266757
431,MD01-2446.Salguero.2014.lpd.csv,2290,20012,55,322.2181818,31,24,248.7096774,423.4166667
432,MD01-2461_shakun.csv,8358,60776,370,141.6702703,7,363,229.2857143,140.3829201
433,MD01_2378.Xu.2008.lpd.csv,730,23070,222,100.6306306,93,129,99.03225806,102.5581395
434,MD01_2390.Steinke.2008.lpd.csv,1050,22106,205,102.7121951,47,158,189.8297872,77.82278481
435,MD01_2412.Harada.2006.lpd.csv,0,115970,674,172.0623145,129,545,75.65891473,194.9174312
436,MD01_2421.Isono.2009.lpd.csv,240,144086,233,617.3648069,43,190,226.6537442,706.9666684
437,MD02-2529.csv,112,14635,53,274.0188679,34,19,283.2941176,273.7894737
438,MD02-2529_shakun.csv,112,89334,237,376.464135,34,203,283.2941176,393.6009852
439,MD02-2575.csv,1239,19979,67,279.7014925,37,30,231.027027,351.0666667
440,MD02-2575_shakun.csv,1239,300296,563,531.1847247,37,526,231.027027,552.9448669
441,MD02_2503.Hill.2006.lpd.csv,141.492,35767,286,124.5647133,55,231,177.8222545,112.4819264
442,MD02_2515.McClymont.2012.lpd.csv,6825.404,24988.85,291,62.41734021,58,233,53.9137931,64.87453648
443,MD02_2575BAY.Ziegler.2008.lpd.csv,1239,300296,581,514.7280551,37,544,231.027027,534.6488971
444,MD02_2594.Dyez.2014.lpd.csv,177,80117,271,294.9815498,20,251,481.75,282.3386454
445,MD03-2601.Kim.2012.lpd.csv,1016,9373,46,181.673913,46,0,181.673913,0
446,MD03-2611_shakun.csv,680,30110,83,354.5783133,27,56,344.8148148,364.8214286
447,MD03-2707.csv,360,13100,289,44.08304498,243,46,39.62962963,68.91304348
448,MD03-2707_shakun.csv,360,155420,977,158.7103378,243,734,39.62962963,198.2152589
449,MD03_2607.LopesdosSantos.2013.lpd.csv,1100,134800,172,777.3255814,21,151,419.047619,829.8013245
450,MD03_2611.Calvo.2007.lpd.csv,684,30601,86,347.872093,28,58,332.5,360.7068966
451,MD03_2699.Rodrigues.2010.lpd.csv,932,23368,148,151.5945946,44,104,203.6818182,132.2884615
452,MD03_2707.Weldeab.2007.lpd.csv,360,155630,996,155.8935743,247,749,38.98785425,194.5260347
453,MD032601.Crosta.2007.lpd.csv,1000,10843,528,18.64204545,484,44,18.56818182,19.90909091
454,MD06_3067.Bolliet.2011.lpd.csv,3390,158200,484,319.8553719,27,457,244.0740741,324.5514223
455,MD06_3075.Fraser.2014.lpd.csv,0,115390,480,240.3958333,180,300,55.33333333,351.6333333
456,MD07-3088.Montade.2019.lpd.csv,-58,21617,124,174.7983871,51,73,196.4705882,162.0136986
457,MD07-3104.Montade.2019.lpd.csv,39,12941,57,226.3508772,45,12,219.4,262.5833333
458,MD07-3124.Caniupan.2014.lpd.csv,-50,10742,149,72.4295302,139,10,72.07194245,86.4
459,MD07_3076Q.Gottschalk.2015.lpd.csv,1203,66699,539,121.5139147,24,515,353.125,111.3514563
460,MD39-008.csv,1457.5,14672.26,85,155.4677647,63,22,135.0111111,218.5027273
461,MD79-257.csv,1553.72,15695.49,48,294.6202083,25,23,336.3328,256.8621739
462,MD79-257.Levi.2007.lpd.csv,1553.723,15695.489,47,300.8886383,24,23,350.3465417,256.8622174
463,MD79_257.Bard.1997.lpd.csv,1200,44900,103,424.2718447,30,73,286.6666667,483.5616438
464,MD79257_shakun.csv,1200,44900,103,424.2718447,30,73,288.3,482.9589041
465,MD84_527.Labracherie.1989.lpd.csv,1750,27190,40,636,26,14,311.5384615,1260
466,MD88-770_shakun.csv,4590,149250,211,685.5924171,19,192,275.2631579,727.7604167
467,MD94_103BAY.Sicre.2005.lpd.csv,2391.9,50868,637,76.10062794,53,584,143.1716981,70.20864726
468,MD95-2011 HM79-4.csv,567,14939,174,82.59770115,117,57,80.62393162,88.89473684
469,MD95-2011.csv,510,8490,126,63.33333333,126,0,63.33333333,0
470,MD95-2015.csv,690,10556.54,135,73.08548148,114,21,81.49122807,28.88285714
471,MD95-2037_shakun.csv,6838,301100,318,925.3522013,31,287,100.516129,1014.794425
472,MD95-2043.csv,1007.6,14689.23,144,95.01131944,75,69,119.8502667,69.23971014
473,MD95-2043_shakun.csv,1008,51930,332,153.3795181,75,257,119.84,163.4941634
474,MD95_2002.Eynaud.2012.lpd.csv,10289,35938,186,137.8978495,0,137.8978495,0,NA
475,MD95_2011.Risebrobakken.2003.lpd.csv,483,24226,1122,21.16131907,612,510,15.52089216,27.97997255
476,MD95_2015.Marchal.2002.lpd.csv,690,10980,133,77.36842105,114,19,81.49122807,54.21052632
477,MD95_2043.Cacho.1999.lpd.csv,1007.6,51930,358,142.2413408,81,277,110.9724815,151.6906643
478,MD97-2120.csv,1951,12787,72,150.5,51,21,156.3333333,143.952381
479,MD97-2120_shakun.csv,1951,156360,720,214.4569444,51,669,156.3333333,219.1270553
480,MD97-2121.csv,3316.25,135048,774,170.1960594,162,612,41.02932099,204.3875817
481,MD97-2121_shakun.csv,3353,135048,667,197.4437781,79,588,83.67088608,212.8163265
482,MD97-2141_shakun.csv,4334,21810,226,77.32743363,63,163,89.03174603,73.1595092
483,MD97_2121.Pahnke.2006.lpd.csv,3316.2,135048,671,196.3216095,83,588,80.07951807,212.8159864
484,MD97_2141.Rosenthal.2003.lpd.csv,4286,146440,1710,83.13099415,120,1590,47.14149167,85.88367484
485,MD97_2146.Shintani.2011.lpd.csv,192.324,28021.75,82,339.3832439,42,40,227.3344762,461.715225
486,MD97_2151.Yamamoto.2013.lpd.csv,955.312,154522.3,172,892.8313256,22,150,373.9585455,971.1384467
487,MD98-2165.csv,767,14689.3,80,174.02875,46,34,199.8086957,149.0088235
488,MD98-2165_shakun.csv,767,25827,134,187.0149254,46,88,199.8043478,184.1363636
489,MD98-2170_shakun.csv,1868,21921,62,323.4354839,29,33,277.0344828,386.3030303
490,MD98-2176.csv,125.74,13171,219,59.56739726,199,20,48.96361809,168.3
491,MD98-2176_shakun.csv,126,20333,274,73.74817518,198,76,49.21212121,138.5263158
492,MD98-2181.csv,2.6,11659,237,49.18312236,205,32,48.58097561,55.3875
493,MD98-2181_shakun.csv,3,21869,421,51.93824228,205,216,48.5804878,55.47222222
494,MD98-2195_shakun.csv,194,23203,144,159.7847222,60,84,162.0666667,161.0714286
495,MD98_2161.Fan.2018.lpd.csv,-6,25045.7,435,57.59011494,258,177,38.62674419,85.45875706
496,MD98_2165.Levi.2007.lpd.csv,767,25827,134,187.0149254,46,88,199.8043478,184.1363636
497,MD98_2176.Stott.2007.lpd.csv,125.7,20333,279,72.42759857,203,76,47.99901478,138.5263158
498,MD98_2178.Fan.2018.lpd.csv,1629.7,25013.9,677,34.54091581,319,358,26.20815047,42.03156425
499,MD98_2181.Stott.2007.lpd.csv,2.6,21869,490,44.62530612,260,230,38.30423077,52.0973913
500,MD98_2188.Dang.2012.lpd.csv,40,12930,197,65.43147208,152,45,65.46052632,66.88888889
501,MD98_2195.Ijiri.2005.lpd.csv,194,23203,182,126.4230769,80,102,121.55,132.0882353
502,MD9821-62_shakun.csv,751,24066,66,353.2575758,22,44,407.4090909,335.8409091
503,MD99-2227.deVernal.2013.lpd.csv,753.39,9847.5,79,115.1153165,79,0,115.1153165,0
504,MD99-2256.Jennings.2015.lpd.csv,181.22,2613,126,19.29984127,126,0,19.29984127,0
505,MD99-2266.Moossen.2015.lpd.csv,310,10744,326,32.00613497,311,15,31.14469453,53.13333333
506,MD99-2269.Justwan.2008.lpd.csv,-16.102,11477,310,37.07452258,287,23,34.70383972,67.59130435
507,MD99-2284.Risebrobakken.2009.lpd.csv,998.294,11996.478,326,33.73676074,151,175,59.53192715,11.55288571
508,MD99-2322.Jennings.2011.lpd.csv,183.17,11776,120,96.60691667,97,23,101.1869072,82.84347826
509,MD99_2251.Farmer.2008.lpd.csv,560,11990,245,46.65306122,218,27,43.02752294,78.51851852
510,MD99_2269.Kristjnsd_ttir.2017.lpd.csv,130.308,11519.35,427,26.67222951,381,46,25.88108136,33.73191304
511,MD99_2339.Eynaud.2009.lpd.csv,893.8,47072,485,95.21278351,19,466,401.5894737,83.34957082
512,MD99_2341.Eynaud.2009.lpd.csv,1143,49373,396,121.7929293,51,345,173.4509804,114.5275362
513,ME00051-24JC_shakun.csv,2090,35600,114,293.9473684,17,97,455.8823529,267.9896907
514,ME0005A-43JC_MgCa_shakun.csv,492,28290,119,233.5966387,46,73,205.1086957,252.890411
515,ME0005A_43JC.Benway.2006.lpd.csv,492,28290,152,182.8815789,49,103,192.5510204,179.2330097
516,ME005A-43JC.csv,492,15560,72,209.2777778,46,26,205.1086957,220.4230769
517,Medvedevskoe.Nazarova.2018.lpd.csv,0,12017.6,35,343.36,27,8,361.1403704,318.77
518,MeerfelderMaar.Litt.2009.lpd.csv,163,10990,406,26.66748768,385,21,25.47272727,63.80952381
519,Mendota.Winkler.1986.lpd.csv,72,13260,34,387.8823529,28,6,338.2857143,743.3333333
520,Menez-Cam.VanZeist.1964.lpd.csv,348.22,5329.04,40,124.5205,40,0,124.5205,0
521,MiddenCluster1.Harbert.2018.lpd.csv,0,15211,62,245.3387097,59,3,144.8644068,2401.333333
522,MiddenCluster2.Harbert.2018.lpd.csv,0,47262,135,350.0888889,44,91,225.25,411.956044
523,MiddenCluster3.Harbert.2018.lpd.csv,0,13745,19,723.4210526,18,1,420.4444444,7434
524,MiddenCluster4.Harbert.2018.lpd.csv,0,6645,15,443,15,0,443,0
525,MiddenCluster5.Harbert.2018.lpd.csv,0,49968,45,1110.4,17,28,451.1764706,1701
526,MiddenCluster6.Harbert.2018.lpd.csv,0,35082,61,575.1147541,40,21,232.875,1238.571429
527,MiddenCluster7.Harbert.2018.lpd.csv,1178,13803,41,307.9268293,33,8,266.8787879,488.75
528,MiddenCluster8.Harbert.2018.lpd.csv,144,34938,53,656.490566,38,15,199.8947368,1947.733333
529,MiddenCluster9.Harbert.2018.lpd.csv,609,54400,75,717.2133333,33,42,282.9090909,1069.928571
530,MilandreCave.Affolter.2019.lpd.csv,-19.5,13923,266,52.41541353,244,22,40.95696721,182.7272727
531,MireSaviku.Sarv.1975.lpd.csv,242.94,12758.69,74,169.1317568,63,11,148.4377778,327.1890909
532,MittlereHellelen.Welten.1982.lpd.csv,192.25,18113.41,95,188.6437895,65,30,150.746,273.0666667
533,MLake.Ritchie.1977.lpd.csv,0,13807,71,194.4647887,46,25,212.7173913,166.28
534,Moanatuatua.Jara.2017.lpd.csv,-91.5,14637.9,146,100.8863014,101,45,99.52871287,106.1355556
535,Mohawk.Webb.1986.lpd.csv,215,16337,43,374.9302326,30,13,320.4333333,526.3846154
536,MonheganIslandMeadow.Bostwick.1978.lpd.csv,50,12141.2,35,345.4628571,32,3,287.48125,1195.666667
537,Moon.Grimm.1996.lpd.csv,-32,13650,169,80.95857988,134,35,73.79850746,112.6
