"","time","NH","Tropical","SH","Global"
"1",100,1.17523265034568,0.852810336758621,0.967272713666667,1.05142619930851
"2",200,1.01388063540741,0.743251457448276,0.863381250030303,0.912777024769504
"3",300,0.977359850160494,0.696513198827586,0.825429771242424,0.872936618705674
"4",400,1.16726775098765,0.712687710321839,0.845275883363636,0.98934507308156
"5",500,1.19709376719753,0.728941279287356,0.831094925787879,1.0098340926773
"6",600,1.22583495540741,0.756201704574713,0.828037931848485,1.03439738590425
"7",700,0.931763875962963,0.69758093445977,0.813147259121212,0.845635279273049
"8",800,1.02424053960494,0.71520409537931,0.851551331848485,0.908691197393616
"9",900,1.02866938349383,0.720348670091954,0.81245427730303,0.908247395656028
"10",1000,1.07056616701235,0.689366922965517,0.781901737909091,0.919182264911348
"11",1100,0.941285632691358,0.661053313770115,0.799051459121212,0.838186556542553
"12",1200,1.05833787911111,0.659069313770115,0.775588480333333,0.90207158356383
"13",1300,1.24974964270988,0.666338704574713,0.734967959121212,1.00952075201418
"14",1400,1.08074349985185,0.606504256298851,0.77261338639394,0.898377868882979
"15",1500,1.08541250117901,0.642444854,0.768454356090909,0.91166142283688
"16",1600,1.43760324697531,0.687621785034483,0.791319810636363,1.1305970746773
"17",1700,1.34436150574691,0.655903440206897,0.798248531848485,1.06805803113475
"18",1800,1.43417370687037,0.670846227563218,0.824956062151515,1.12738763248936
"19",1900,1.26393137016049,0.645813348252874,0.833913850030303,1.02291418551418
"20",2000,0.894172716518518,0.595844106873563,0.866874737909091,0.798940722429078
"21",2100,0.787046021679013,0.580193963195402,0.871192250030303,0.73307686014539
"22",2200,0.959295032506173,0.585183681586207,0.77142977730303,0.821893468847517
"23",2300,1.11082337139506,0.621900589632184,0.795507586393939,0.923086836223405
"24",2400,1.1160980475679,0.612402808022988,0.867179925787879,0.931573991329787
"25",2500,0.976286632691358,0.567328543655172,0.752575707606061,0.82393977356383
"26",2600,1.03683768818519,0.574898221816092,0.701620628818182,0.855096920336879
"27",2700,1.16069877417284,0.56129709537931,0.751614765181818,0.927905446684397
"28",2800,1.11683157102469,0.540219922965517,0.727436404575758,0.893373223953901
"29",2900,1.39619037141975,0.578477497678161,0.739407440939394,1.06705967382624
"30",3000,1.63198294108642,0.595017968942529,0.768187043969697,1.21098571703901
"31",3100,1.5785811634321,0.579635405724138,0.819037780333334,1.1815130337766
