"","time","NH","NM","Tropical","SM","SH","AN","AS","Global","land","sea","all"
"32",3200,1.08874976826415,1.39121230902419,0.487703303920635,0.234380594,2.19911236044444,1.30064442958757,0.655394543952381,1.11406580215385,1.38201808238418,0.793609358905405,NA
"33",3300,1.1654283550566,1.38947068737097,0.490284716619048,0.216828557636364,2.11244262711111,1.32238456526554,0.62303157252381,1.12818908727692,1.39713860320339,0.80654000404054,NA
"34",3400,0.936619902226415,1.33111977124194,0.452678049952381,0.232549636424242,2.16030468266667,1.21299269181921,0.64564000347619,1.04926938281538,1.30212392568927,0.746869017351351,NA
"35",3500,1.37611183996226,1.37739014997581,0.458412542015873,0.218574733393939,2.22834384933333,1.37700737918079,0.649239543952381,1.16785541996308,1.46413291033898,0.813523556472973,NA
"36",3600,1.29745541920755,1.37774878914516,0.487655176936508,0.207411672787879,2.260337016,1.35370614164972,0.647324246333333,1.16595677404615,1.44159036540678,0.836313897891892,NA
"37",3700,1.30429031732075,1.43698581487097,0.451684049952381,0.216597687939394,2.22519562711111,1.39725213481356,0.647011532047619,1.17527351050769,1.47165908800565,0.820812380662162,NA
"38",3800,1.18212622298113,1.43607790259677,0.442128462650794,0.272775836424242,2.23954496044444,1.36003587423729,0.694226363,1.15761136702462,1.44335360415254,0.815879096945945,NA
"39",3900,1.17590823241509,1.4300334526129,0.477972081698412,0.210123687939394,2.260466516,1.35393946012429,0.649482865380952,1.148902609,1.42928513924859,0.813580258635135,NA
"40",4000,1.47350668524528,1.52832222575806,0.438723446777778,0.206819678848485,2.29606207155556,1.51190853283616,0.654514477285714,1.26136770878462,1.5629764209435,0.900659992216216,NA
"41",4100,0.943640156943396,1.19286024508065,0.402875319793651,0.24690286369697,2.17175529377778,1.11823502094915,0.659371241571428,0.994025953879999,1.22841191877401,0.713713009378378,NA
"42",4200,1.15059521354717,1.26971371430645,0.467648367412698,0.220342003090909,2.22402540488889,1.23404546266667,0.649702732047619,1.07439307527692,1.32113578218644,0.779302135256757,NA
"43",4300,1.06451440222642,1.26051408575807,0.404736161063492,0.264479272787879,2.15852207155556,1.20182491498305,0.670345586809524,1.04352937444615,1.30817768235593,0.7270243035,NA
"44",4400,1.2964016569434,1.28643217962903,0.453271637253968,0.245095678848485,2.184945516,1.28941739035028,0.660777786809524,1.11599582533846,1.3791259190226,0.801306456540541,NA
"45",4500,1.19491622298113,1.33501857025,0.42925420868254,0.256279254606061,2.24695173822222,1.29306701993785,0.682851929666667,1.10842128637538,1.37657635753672,0.787722316135135,NA
"46",4600,1.539073606,1.45596375418548,0.431501907095238,0.225055897030303,2.12895862711111,1.4808497550113,0.63303505347619,1.2319141968,1.53386004266667,0.870803286540541,NA
"47",4700,1.78895241354717,1.56871611729032,0.475831018206349,0.160194503090909,2.10757918266667,1.63466257888136,0.577491220142857,1.33066441829231,1.6529482949548,0.945230322554053,NA
"48",4800,1.35978842109434,1.3443744518871,0.427616589634921,0.247549112181818,2.17726473822222,1.34898993419209,0.66105960347619,1.14785110835385,1.42712134591525,0.813858999918919,NA
"49",4900,1.51109996826415,1.37290173880645,0.404800621380952,0.201027666727273,2.05165807155556,1.41428312954802,0.597591324904762,1.17125391084,1.46662625618644,0.818004551878378,NA
"50",5000,1.39497280788679,1.31573410462903,0.382719176936508,0.214743878848485,2.23425996044444,1.3394609479774,0.647497324904762,1.13492012410769,1.42126827111299,0.792463218567567,NA
"51",5100,1.17618051543396,1.07020873926613,0.373027224555555,0.15528202430303,1.75285996044444,1.1019404010565,0.49762015347619,0.952136968707692,1.19344610970057,0.663544279817568,NA
"52",5200,1.12045960977358,1.05582974651613,0.317105430904762,0.118991927333333,1.55862807155556,1.07518219144633,0.427485386809524,0.908408559166153,1.13362395184746,0.639063123324324,NA
"53",5300,1.2978818550566,1.16678348801613,0.329986240428571,0.133433760666667,1.58547812711111,1.20603893125424,0.444586124904762,1.00996991066154,1.26531950574576,0.704585597621622,NA
"54",5400,1.19490578901887,1.10946536648387,0.32229185947619,0.109055748545455,1.635929516,1.13504922181921,0.436242984428571,0.951875690969231,1.18382209049153,0.674480334783784,NA
"55",5500,1.19695557203774,1.08903284817742,0.326583272174603,0.0831007970303031,1.50552884933333,1.1213486920452,0.387906808238095,0.923045258846153,1.15715322167797,0.643064789783784,NA
"56",5600,1.42064697769811,1.25812478137097,0.305567891222222,0.0999444576363636,1.63714179377778,1.30678961981921,0.429343886809524,1.06358574784923,1.33632205391525,0.737407868297297,NA
"57",5700,1.42888302486793,1.19883478057258,0.341551811857143,0.120573445515151,1.534629016,1.26771928310169,0.42358535347619,1.03511592766769,1.29148820827119,0.728508538027027,NA
"58",5800,1.32945538335849,1.21270217405645,0.309552811857143,0.0698661788484849,1.48605746044444,1.24766217458192,0.373335739190476,1.02595673687385,1.29865559340113,0.699823644945946,NA
"59",5900,1.70179594939623,1.32381140416129,0.320568748365079,0.0831396788484848,1.54476796044444,1.43699321714124,0.396345739190476,1.15873990380615,1.46293309965537,0.794941284445946,NA
"60",6000,1.74308973241509,1.28590999748387,0.331786891222222,0.112179594,1.44763040488889,1.42280562432768,0.398347624904762,1.14951132015077,1.44102442571186,0.800877403364865,NA
"61",6100,1.2344529305283,1.03079952301613,0.270615494396825,0.110883187939394,1.49522084933333,1.09178048684746,0.407526972523809,0.912611208538461,1.15933987263842,0.617537062959459,NA
"62",6200,1.10464851543396,0.973766810919355,0.228567922968254,0.0699780758181818,1.43485807155556,1.01295737780791,0.362452360619048,0.84113345103077,1.08030940190396,0.555091942216216,NA
"63",6300,0.999008241849056,0.884993370620967,0.197216526142857,0.0200874667272727,1.42214079377778,0.919133416807909,0.320527465380952,0.767090630055384,0.999497704728813,0.489144331290541,NA
"64",6400,1.26154577015094,1.08588286979032,0.245096288047619,0.0421312515757576,1.40809823822222,1.13848249532203,0.334838463,0.921698544876923,1.19369016540678,0.596411268972973,NA
"65",6500,1.35529177015094,1.10392146890323,0.249426748365079,0.0282551485454545,1.392010516,1.17919054215819,0.320488441571429,0.948462580138461,1.21656379207345,0.627828022621621,NA
"66",6600,1.40940507203774,1.13932430237097,0.246002272174603,0.062512387939394,1.45730684933333,1.22019594526554,0.361396915380952,0.986603099246154,1.25836811167797,0.661586834378378,NA
"67",6700,1.65377775128302,1.17546591906452,0.238908176936508,0.0836832030909091,1.469854516,1.3186892360565,0.380719913,1.05275246364615,1.34512330642373,0.703092739513513,NA
"68",6800,1.32430369467924,0.881896729387097,0.245503621380952,0.141857503090909,1.35128140488889,1.01436887153672,0.401019767761905,0.864439999615385,1.11028355218644,0.570424399581081,NA
"69",6900,1.14732999656604,0.821851720306451,0.229011795984127,0.0890923818787879,1.322127016,0.919311317152543,0.353314089190476,0.779025419012308,1.01361147405085,0.498473177513514,NA
"70",7000,1.07976949656604,0.725488791758065,0.192430494396825,0.135704097030303,1.39344529377778,0.83157284461017,0.405220067761905,0.734035002581539,0.955609069757062,0.469044395216216,NA
"71",7100,1.20243629845283,0.841720073177419,0.172908526142857,0.124591327333333,1.31975618266667,0.949731146282486,0.380698082047619,0.80349693183077,1.05215242455932,0.506118403364865,NA
"72",7200,1.20641584562264,0.856832377290323,0.188355589634921,0.167997697030303,1.36821879377778,0.96150991300565,0.425187932047619,0.811121439523077,1.05924958535028,0.514373589445946,NA
"73",7300,0.961290892792453,0.646850220758064,0.170738240428571,0.142185715212121,1.39967362711111,0.741004772271186,0.411647410619048,0.655957718169231,0.856544543316384,0.416066717824324,NA
"74",7400,0.838194383358491,0.643745505112904,0.124101605507937,0.125563090969697,1.32469618266667,0.701970310463277,0.382520182047619,0.619360489830769,0.807563683146893,0.39427964377027,NA
"75",7500,1.26174202486792,0.736016407774194,0.178774795984127,0.0851959061212121,1.26600996044444,0.893437072779661,0.338227489190476,0.756813976446154,0.983403266875706,0.485825433162162,NA
"76",7600,1.3554901569434,0.833664621016129,0.154279415031746,0.0594231606666667,1.17204540488889,0.989917465107344,0.297842213,0.803424336206154,1.05300326631073,0.504941426554053,NA
"77",7700,1.1690831569434,0.725467354709677,0.204814700746032,0.0752951758181818,1.23361729377778,0.858301464983051,0.323507058238095,0.729615557953846,0.944478286932203,0.472651348297297,NA
"78",7800,0.895678015433962,0.693947721887097,0.167724049952381,0.0626489121818182,1.05381546044444,0.754352838033898,0.275041743952381,0.635365765892308,0.814575534107344,0.421040570121622,NA
"79",7900,0.83392409090566,0.620789311241935,0.167705145190476,0.0846272697575758,1.14732807155556,0.684609330011299,0.312348870142857,0.606904990415384,0.782182038118644,0.397283115797297,NA
"80",8000,0.527189128641509,0.443883998338709,0.129475002333333,0.121498590969697,1.12694073822222,0.468828472384181,0.336950479666667,0.443433002784616,0.58365694399435,0.27573274877027,NA
"81",8100,0.0742334210943396,-0.0210437986774194,0.0772497483650794,0.134810154606061,0.980075404888889,0.00748553831638416,0.315938422523809,0.111839537246154,0.159486643090395,0.0548561741756757,NA
"82",8200,-0.059269635509434,0.0175747705967742,0.0549183832857143,0.111441581878788,0.919875516,-0.00543513631638417,0.284677424904762,0.0877725730307692,0.124793597723164,0.0434974286351351,NA
"83",8300,0.384627194679245,0.110386078927419,0.0704831769365079,0.120361642484848,0.900737627111111,0.192503475169492,0.287585067761905,0.226814180209231,0.316670620378531,0.119350734871622,NA
"84",8400,-0.0752003619245283,0.0685888796693548,0.0340993991587301,0.110118130363636,0.868590793777778,0.0255333440508475,0.272647986809524,0.113062449950769,0.159762203112994,0.0572120694797297,NA
"85",8500,0.0372801380754717,0.0271761749919355,0.0657631451904762,0.131258442484848,0.955639404888889,0.0302016554632768,0.307911505857143,0.132232643686154,0.191030863757062,0.0619131507635135,NA
"86",8600,0.0693259399622642,0.0598018260322581,0.0378138436031746,0.123599890969697,0.862689071555556,0.0626536793559322,0.281976143952381,0.134542666458462,0.20106151761017,0.0549897160945946,NA
"87",8700,-0.0363703053207547,0.123951179548387,0.0607450658253968,0.163369557636364,0.945300627111111,0.0759453111977401,0.330926215380952,0.157051123695385,0.212294858265537,0.0909826032972973,NA
"88",8800,0.446375911660378,0.142510494556452,0.0754657642380952,0.145359475818182,0.914844849333333,0.233498444310734,0.310249198714286,0.254327301233846,0.343678456259887,0.147468149614865,NA
"89",8900,0.322350081471698,0.159848513419355,0.0735423515396825,0.144661451575758,0.758414293777778,0.208507175039548,0.276179917761905,0.227642046846154,0.313248305429379,0.125261588945946,NA
"90",9000,0.724009166377358,0.41655589758871,0.121637462650794,0.151146330363636,0.777564516,0.508618175813559,0.285378798714286,0.442314163421539,0.56354170719774,0.297332573905406,NA
"91",9100,0.442772364490566,0.439942048612903,0.0782913832857143,0.0624336697575758,0.683734960444444,0.440789544327684,0.195569660619048,0.371500749689231,0.487020828457627,0.233344979810811,NA
"92",9200,0.86182721354717,0.5131725965,0.117813573761905,0.14231356369697,0.655988404888889,0.61757200160452,0.252386743952381,0.500651672698462,0.629833591508475,0.346157080608108,NA
"93",9300,0.67475542109434,0.43912340775,0.11868012931746,0.0997909243030303,0.757293516,0.509679886322034,0.240684336809524,0.421181338375384,0.525784735463277,0.296081329695946,NA
"94",9400,0.452463949396226,0.331911444629032,0.0992722721746032,0.117848151575758,0.699167849333333,0.368009087299435,0.242416658238095,0.324456484353846,0.400453813372881,0.233567786810811,NA
"95",9500,0.721589260716981,0.5228363145,0.121855684873016,0.0771435303636364,0.631339849333333,0.582349908564971,0.195899884428571,0.449881727104615,0.574876468762712,0.300394772554054,NA
"96",9600,0.478587024867924,0.378353521556451,0.124514573761905,0.0895137030909091,0.513935016,0.408366943451977,0.180461127285714,0.346598782812308,0.426648925293785,0.250863139439189,NA
"97",9700,0.23339429845283,0.312151568741936,0.108863843603175,0.0427774667272727,0.549782349333333,0.288568883288136,0.151421370142857,0.253948272323077,0.316117239022599,0.179597548635135,NA
"98",9800,0.671905770150943,0.434178080435484,0.110673319793651,0.0899666515757576,0.339677460444444,0.505362077920904,0.143476110619048,0.390413528876923,0.47954939438983,0.283811851878378,NA
"99",9900,0.369839241849057,0.405175194629032,0.12109020868254,0.0564479818787879,0.380943516,0.39459437261017,0.125982739190476,0.3156823506,0.382041018175141,0.236320971135135,NA
"100",10000,0.512194864490566,0.411502719580645,0.115150303920635,0.0814490182424242,0.305111960444444,0.441653474836158,0.129376791571429,0.347252418427692,0.428440882073447,0.250155404472973,NA
"101",10100,0.396467336188679,0.315791072991935,0.122297002333333,0.105843833393939,0.231807960444444,0.339948372141243,0.132836146333333,0.284537208652307,0.341491651903955,0.216422773141892,NA
"102",10200,0.564158053169811,0.330760299322581,0.0942813674126984,0.0494935727878788,0.171182182666667,0.400647762338983,0.0755697034761905,0.316532527929231,0.397397519644068,0.219822368918919,NA
"103",10300,-0.190281343056604,0.0946941782419355,0.0411406372539683,0.0336157243030303,0.106423404888889,0.00936252497175143,0.0492173701428572,0.00291317650153847,-0.0127322782203389,0.0216242946486486,NA
"104",10400,0.049035147509434,0.0197120014032258,0.075657542015873,-0.00159947872727273,0.101015293777778,0.0284923784858757,0.0203894010952381,0.0287207976461538,0.0222886814519774,0.0364132609324324,NA
"105",10500,0.150089506,0.083236216483871,0.0738612563015873,0.0214901636969697,-0.0429731506666667,0.103254433118644,0.00767659633333334,0.0805346485999999,0.073378426480226,0.0890931034324324,NA
"106",10600,-0.186204475132075,0.0773561615645161,0.0237219070952381,-0.0100003484242424,-0.161900706222222,-0.00156312512994351,-0.0425504250952381,-0.0297693207538461,-0.0532083817118644,-0.00173747082432432,NA
"107",10700,-0.277044182679245,-0.0384843116612903,0.0310636531269841,-0.0295670908484848,-0.233780428444444,-0.109917493378531,-0.0733270917619048,-0.0883463687538462,-0.131809169847458,-0.0363672079864865,NA
"108",10800,-0.255969626075472,-0.0800719370645161,-0.0141634897301587,-0.0508691696363636,-0.280167928444444,-0.132741866542373,-0.100004617952381,-0.1224353006,-0.181024973180791,-0.0523652192027027,NA
"109",10900,0.0676655814716981,-0.129675376096774,-0.0223253944920635,-0.0720768150909091,-0.398611706222222,-0.0705845808926554,-0.14204857747619,-0.0933356476646154,-0.131820882480226,-0.0473093871081081,NA
"110",11000,-0.253233871358491,-0.209462525129032,-0.0507436802063492,-0.0694305878181818,-0.453591706222222,-0.222569199423729,-0.15175082747619,-0.195690732335385,-0.266634435576271,-0.110845898054054,NA
"111",11100,-0.221790710981132,-0.191725841266129,-0.0650924262380952,-0.146909239333333,-0.651629706222222,-0.200728316378531,-0.255063625095238,-0.213600539956923,-0.293100274932203,-0.118523154209459,NA
"112",11200,-0.396923437396226,-0.283600449725807,-0.102541537349206,-0.218084451454545,-0.599034484,-0.317533321740113,-0.299716601285714,-0.300237688692308,-0.386265975271186,-0.197352508121622,NA
"113",11300,-0.403397937396226,-0.258556334322581,-0.13742587068254,-0.32872821630303,-0.788127817333333,-0.301926983830508,-0.427170987952381,-0.333302821338461,-0.405727770016949,-0.246686497581081,NA
"114",11400,-0.198414210981132,-0.230737875887097,-0.135161807190476,-0.171001960545455,-1.72918670622222,-0.221059038372881,-0.504898691761905,-0.320668845473846,-0.432426388062147,-0.187012865486486,NA
"115",11500,-0.579641729849056,-0.36972852117742,-0.189147108777778,-0.216338824181818,-1.77711703955556,-0.432583888745763,-0.550791298904762,-0.490585383646153,-0.642205520468926,-0.309255895689189,NA
"116",11600,-0.58754257890566,-0.500797486290323,-0.197002632587302,-0.201780581757576,-1.62094959511111,-0.526772005548023,-0.50588822747619,-0.539003903812308,-0.684002950548023,-0.365592881702703,NA
"117",11700,-1.16489987135849,-0.839921793185484,-0.261492473857143,-0.194009609030303,-1.798783484,-0.93723161320339,-0.537889725095238,-0.822224988966154,-1.05500193222034,-0.543836347371621,NA
"118",11800,-1.17753505060377,-0.972664711258064,-0.364565918301587,-0.252102202969697,-1.79810181733333,-1.03401006710734,-0.583387834619048,-0.917710617246154,-1.12805412679661,-0.666151149743244,NA
"119",11900,-1.65930053173585,-1.17534863222581,-0.396372775444444,-0.251055542363636,-1.852669484,-1.32026078292655,-0.594258529857143,-1.11157780736923,-1.38530691628814,-0.784212589270269,NA
"120",12000,-1.50911615437736,-1.37835504746774,-0.443386886555555,-0.314199084787879,-1.95145081733333,-1.41750950320904,-0.665038741761905,-1.18734740672308,-1.46522691741808,-0.855018532445947,NA
"121",12100,-1.81420397513208,-1.8126288298871,-0.583148077031746,-0.333230424181818,-1.92355281733333,-1.81310048354802,-0.674013794142857,-1.49125980813846,-1.86762002775706,-1.04115332927027,NA
"122",12200,-2.2977962675849,-1.93608443008871,-0.565813426238095,-0.327497493878788,-1.94283103955556,-2.04439362436723,-0.673640396523809,-1.64875119504615,-2.0563107669661,-1.16133197727703,NA
"123",12300,-2.35037122041509,-1.74654447824194,-0.53343579131746,-0.362232784787879,-2.06201337288889,-1.92735135584181,-0.726471482238095,-1.58871542358462,-1.96508709154237,-1.13859525312162,NA
"124",12400,-2.28449974871698,-1.63906015987903,-0.548139743698413,-0.379071666606061,-2.07900781733333,-1.83232738139548,-0.743343698904762,-1.53894900995077,-1.91970110385311,-1.08359008683784,NA
"125",12500,-1.93229162607547,-1.55578684876613,-0.509270696079365,-0.41677673630303,-2.13938592844444,-1.66852556739548,-0.78590727747619,-1.41877099876616,-1.77064993331638,-0.997942813527028,NA
"126",12600,-1.38650459777359,-1.28242053812097,-0.475283854809524,-0.412730521151515,-1.98353381733333,-1.31358695146328,-0.74933122747619,-1.20018518831077,-1.48528159112429,-0.859225301162162,NA
"127",12700,-1.52305947513208,-1.27371972712903,-0.449334807190476,-0.404249866606061,-2.16106570622222,-1.34838078161582,-0.780710403666667,-1.21420147634769,-1.51970111399435,-0.848840423216216,NA
"128",12800,-1.19535800343396,-1.06843726158064,-0.390641346873016,-0.368360278727273,-2.21811870622222,-1.10644177750282,-0.764737084619048,-1.04751543490769,-1.32116517125989,-0.720245142108108,NA
"129",12900,-1.03298036192453,-0.931240822306452,-0.393360219888889,-0.514487125090909,-2.44881137288889,-0.961705204225988,-0.928985178190476,-0.990159320538461,-1.26925817487571,-0.656372177175676,NA
"130",13000,-1.50041397513208,-0.804492917975806,-0.389713442111111,-0.590582007212121,-3.25116259511111,-1.01287605938418,-1.16070641890476,-1.04531972685539,-1.35869081071186,-0.670544849540541,NA
"131",13100,-1.2551276449434,-0.676691025040322,-0.396848743698413,-0.637268518121212,-3.32111515066667,-0.849895210661017,-1.21237851080952,-0.960954187735385,-1.2564949540226,-0.607503406432433,NA
"132",13200,-1.48785377701887,-0.634764204064516,-0.400659188142857,-0.632489270848485,-3.34938681733333,-0.890209104440678,-1.21468160223809,-1.03568133402154,-1.3710014909887,-0.634656551702703,NA
"133",13300,-1.50685796569811,-0.661077972943548,-0.406754362746032,-0.632838141151515,-3.56864837288889,-0.914334128966102,-1.26194033366667,-1.06664916771692,-1.39011074687006,-0.679806603459459,NA
"134",13400,-1.55301773928302,-0.648594905177419,-0.367878553222222,-0.661557088727273,-3.49472937288889,-0.919410782056497,-1.26866543533333,-1.06218918275385,-1.41204065165537,-0.643785736837838,NA
"135",13500,-1.78885039022641,-0.666168411967742,-0.404373997666667,-0.647560240242424,-3.65637315066667,-1.00233872184181,-1.29230586390476,-1.13698961657538,-1.48475252663842,-0.721083974135135,NA
"136",13600,-1.68093838079245,-0.796444001298387,-0.426692172269841,-0.663666589636364,-3.83882570622222,-1.06129260080791,-1.34405782890476,-1.18131606112,-1.54358889368361,-0.748057335689189,NA
"137",13700,-1.88967802230189,-0.825426368766129,-0.416810759571429,-0.665188560545454,-3.85610509511111,-1.14410059270622,-1.34895638938095,-1.237224794,-1.61894861247458,-0.780703740824324,NA
"138",13800,-2.11236907890566,-1.00719870040323,-0.495718632587302,-0.675323914181818,-4.02211826177778,-1.3381254239096,-1.39249413152381,-1.39539892210154,-1.8100716280113,-0.899472780574325,NA
"139",13900,-2.24718196569811,-1.34417585253226,-0.609678727825397,-0.756096016909091,-4.27996459511111,-1.61456751353672,-1.51121071223809,-1.65329486928923,-2.03863998079096,-1.19244294539865,NA
"140",14000,-1.69452228645283,-1.39197364808871,-0.771294569095238,-1.46131554812121,-5.77723037288889,-1.48256730816384,-2.38615443914286,-1.80876849857846,-2.08948799048587,-1.47304316028378,NA
"141",14100,-1.1854349430566,-1.05343604860484,-0.806332918301587,-2.08695443115152,-6.44605570622222,-1.09296114129378,-3.02104756152381,-1.67096798942154,-1.90833617067797,-1.38708847535135,NA
"142",14200,-0.0393849912452831,-0.191377419572581,-0.67479587068254,-2.13711834145455,-6.24531637288889,-0.145865562502825,-3.01744649104762,-0.989534583987693,-1.15085799245198,-0.796600507648649,NA
"143",14300,1.76362259656604,1.00433738615323,-0.389623473857143,-1.54699583145455,-5.40925959511111,1.23169397458192,-2.37462378080952,0.152556875196923,0.105217357259887,0.209172379756757,NA
"144",14400,1.78019153996226,1.04445467904839,-0.336489997666667,-0.843129496909091,-4.01464259511111,1.26476006677966,-1.52273944652381,0.306866323901538,0.211279247485876,0.421183300425676,NA
"145",14500,0.840025615433962,0.440189346879033,-0.487034013539683,-0.758165776606061,-4.12616370622222,0.559914331248587,-1.47987961866667,-0.22756752356,-0.399115825169491,-0.0224050277162162,NA
"146",14600,-0.921416261924529,-0.338654307193549,-0.593772045285714,-0.743045633272727,-3.89483159511111,-0.513153649570621,-1.41842833938095,-1.05126006146769,-1.31179907189266,-0.73966948818919,NA
"147",14700,-2.89591047511321,-1.48993430042742,-0.765803299253968,-0.600169074181818,-3.67780603955556,-1.9109328160113,-1.25966270961905,-1.99514068526154,-2.40890134648587,-1.50030529987838,NA
"148",14800,-3.75873136184906,-2.16168535840323,-0.875968584968254,-0.610309588727273,-3.965434484,-2.63989687355932,-1.32926492342857,-2.49739373019077,-2.97073205028249,-1.93130668521622,NA
"149",14900,-4.11722819203774,-2.27440621485484,-0.862680394492063,-0.669136503575758,-4.02933137288889,-2.82621166564972,-1.38917826128571,-2.63216124251385,-3.10800780403955,-2.06307447636487,NA
"150",15000,-4.2589742014717,-2.37041182755645,-0.889947823063493,-0.699439648424243,-4.08895637288889,-2.93591355533898,-1.42576466080952,-2.72011348025231,-3.20435885723164,-2.14098218481081,NA
"151",15100,-3.88610196186792,-2.02289120953226,-0.913084489730159,-0.67765434660606,-4.22986581733333,-2.58080177379096,-1.43884251890476,-2.56518030950154,-3.02336531884746,-2.01721580508108,NA
