u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution,collected,shakun,marcott,new,filename,uploader,t0,t100,t200,t300,t400,t500,t600,t700,t800,t900,t1000,t1100,t1200,t1300,t1400,t1500,t1600,t1700,t1800,t1900,t2000,t2100,t2200,t2300,t2400,t2500,t2600,t2700,t2800,t2900,t3000,t3100,t3200,t3300,t3400,t3500,t3600,t3700,t3800,t3900,t4000,t4100,t4200,t4300,t4400,t4500,t4600,t4700,t4800,t4900,t5000,t5100,t5200,t5300,t5400,t5500,t5600,t5700,t5800,t5900,t6000,t6100,t6200,t6300,t6400,t6500,t6600,t6700,t6800,t6900,t7000,t7100,t7200,t7300,t7400,t7500,t7600,t7700,t7800,t7900,t8000,t8100,t8200,t8300,t8400,t8500,t8600,t8700,t8800,t8900,t9000,t9100,t9200,t9300,t9400,t9500,t9600,t9700,t9800,t9900,t10000,t10100,t10200,t10300,t10400,t10500,t10600,t10700,t10800,t10900,t11000,t11100,t11200,t11300,t11400,t11500,t11600,t11700,t11800,t11900,t12000,t12100,t12200,t12300,t12400,t12500,t12600,t12700,t12800,t12900,t13000,t13100,t13200,t13300,t13400,t13500,t13600,t13700,t13800,t13900,t14000,t14100,t14200,t14300,t14400,t14500,t14600,t14700,t14800,t14900,t15000,t15100,t15200,t15300,t15400,t15500,t15600,t15700,t15800,t15900,t16000,t16100,t16200,t16300,t16400,t16500,t16600,t16700,t16800,t16900,t17000,t17100,t17200,t17300,t17400,t17500,t17600,t17700,t17800,t17900,t18000,t18100,t18200,t18300,t18400,t18500,t18600,t18700,t18800,t18900,t19000,t19100,t19200,t19300,t19400,t19500,t19600,t19700,t19800,t19900,t20000,t20100,t20200,t20300,t20400,t20500,t20600,t20700,t20800,t20900,t21000,t21100,t21200,t21300,t21400,t21500,t21600,t21700,t21800,t21900,t22000
100,100,61.4253,-24.0824,ODP162_984,ODP162_984.Came.2007.lpd,-1648,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Came, Rosemarie E.; Oppo, Delia W.; McManus, Jerry F.",2007,Amplitude and timing of temperature and salinity variability in the subpolar North Atlantic over the past 10 ky,Geology,MarineSediment,446,11099.5,Mg/Ca,147,5,www.ncdc.noaa.gov/paleo/study/5593,wave3,72.47278912,NA,NA,NA,NA,ODP162_984.Came.2007.lpd.csv,LipD,NA,NA,20.6145,20.5645,20.4944898,20.63285714,20.74751429,20.29902703,19.13681081,20.52787234,20.73982609,20.92567391,20.53352308,20.57875385,20.62398462,20.66921538,20.43726087,20.41569565,20.58273913,20.60830435,20.36504348,20.25327778,20.28605556,20.33087845,20.40380663,20.47700552,20.55048619,20.46880663,20.3141105,20.50597238,20.72720994,20.59737569,20.44277778,20.21388889,20.21603867,20.50056906,20.60830387,20.61659116,20.54371271,20.45794475,20.55518232,20.6661105,20.82854144,21.18698361,20.773,20.60219355,20.60355914,20.57504839,20.84337705,20.60845161,21.11922581,21.10627419,21.00425806,20.6776129,20.816144,20.59191935,20.72256452,20.777808,20.94772581,21.19284,21.34564,21.49844,21.53867742,21.419008,21.2245,21.110392,21.215992,21.22574194,21.125416,20.983848,20.95016129,21.35796774,21.454024,21.513224,21.294,21.21978261,21.35836364,21.20828125,21.23287879,20.92868657,20.96226866,20.66776692,20.38102239,20.30002979,20.60045532,20.90088085,20.78248085,20.50120426,20.30069787,20.23771915,20.17550638,20.15082553,20.12614468,20.185,20.285,20.21439877,19.78126994,19.55925926,19.44920245,19.56638037,19.6042963,19.55038532,19.588,19.57503704,19.48706422,19.40260185,19.61456881,19.47555556,19.49559633,19.64100917,19.52259259,19.41633028,19.60633028,19.62324138,19.52876119,19.361,19.31172727,19.24028358,19.18173684,19.14865414,18.94372362,18.3748794,18.15538806,18.20637313,17.87081818,18.09340299,18.17286567,17.93536364,18.21654545,18.61802985,18.84944681,18.52925,18.36725,18.46890323,18.31628571,18.11652381,17.95171429,17.96209412,18.09108333,17.88480952,18.18829167,18.02072881,18.47080392,18.67058291,18.66354774,18.68508621,18.71468391,18.74428161,18.77387931,18.80347701,18.83307471,18.86267241,18.89320436,18.92394137,18.95467839,18.98541541,19.01615243,19.04688945,19.07762647,19.10836348,19.1391005,19.16983752,19.20057454,19.23131156,19.20896144,19.17937217,19.1497829,19.12019363,19.09060436,19.06101509,19.03142582,19.00183655,18.97224728,18.94265801,18.91306873,18.88347946,18.87417647,18.83752663,18.71563314,18.73066667,18.85328571,19.20893413,19.48375,19.33494048,19.30191071,19.37155357,19.382,19.3142071,18.95740237,18.76590476,18.73971429,18.5915,18.51895455,19.07577273,18.9505,19.5704375,19.6741875,20.16053608,20.11830208,20.12939583,19.79127835,19.60325,19.45583333,19.26270833,19.3165,19.20010309,19.3889375,19.66310417,19.811875,19.78613402,19.87577083,19.98254167,19.992375,20.20410417,20.27128866,20.06109375,19.5268125,19.08457292,18.89521649,18.9655,18.560625
101,101,63.7622,5.2553,P1003,P1003.Sejrup.2011.lpd,-875,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,Atlantic Ocean>North Atlantic Ocean>Norwegian Sea,"Sejrup, H.P.; Haflidason, H.; Andrews, J.T.",2011,A Holocene North Atlantic SST record and regional climate variability,Quaternary Science Reviews,MarineSediment,-48.236,7880.835,d18O,649,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,12.21736672,NA,NA,NA,NA,P1003.Sejrup.2011.lpd.csv,LipD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,102,11.955,44.3,P178_15P,P178_15P.Tierney.2016.lpd,-869,Indian Ocean,Indian Ocean,"Tierney, Jessica E.; Pausata, Francesco S. R.; deMenocal, Peter",2016,Deglacial Indian monsoon failure and North Atlantic stadials linked by Indian Ocean surface cooling,Nature Geoscience,MarineSediment,-18,39485,alkenone,104,5,www.ncdc.noaa.gov/paleo/study/19420,wave3,379.8365385,y,NA,NA,y,P178_15P.Tierney.2016.lpd.csv,LipD,NA,NA,NA,0.911046625,0.723081613,-1.114108366,0.233104993,1.428129175,-0.044488667,-2.624859796,-2.443253759,-2.238564428,-2.018772628,-2.213159017,-0.689570102,2.124285714,2.124285714,1.006085848,-1.073388284,-1.330076479,-1.178415521,2.103450476,2.095254531,0.101727214,0.847862459,1.02432053,0.803534028,1.695509075,-1.19319057,0.569000806,0.900947478,-0.199261525,-0.324833659,-1.66296544,3.156904648,-0.89263395,2.028584171,-0.733321804,-0.808200123,1.056802721,0.835484913,0.900867855,0.131785509,1.395417641,-1.486996393,3.239355485,2.932408733,5.539174773,2.926716144,3.164081281,-0.7426134,1.482159939,4.822415018,-2.547010602,-1.66682151,1.764446387,2.712053076,0.952775895,-0.013674115,-0.245506954,1.849353188,1.296135488,-2.05944703,1.573043534,-0.11516019,3.512857143,-0.77469368,0.318153321,1.782418823,1.428403863,0.383946895,-0.236935417,-0.351273016,-0.154201637,-0.232020698,1.041520306,1.411995575,1.177246099,1.233810496,3.578408007,4.11462812,4.591918926,5.077008987,4.29098823,3.67439086,3.131362235,3.170063926,3.309470725,3.494669838,2.860494712,2.553301151,3.216069549,3.551181122,3.733470086,3.730649795,3.942226275,2.941375622,1.190446758,2.277473207,3.745898745,2.723946035,2.251925507,1.034829466,-4.957348926,-5.195781977,-2.479109403,-0.502325926,-3.028993954,-4.072477516,-3.019254824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,103,31.4583,128.4133,PC_1,PC_1.Chang.2015.lpd,-590,Pacific Ocean>Western Pacific Ocean>East China Sea,Pacific Ocean>Western Pacific Ocean>East China Sea,"Chang, Fengming; Li, Tiegang; Xiong, Zhifang; Xu, Zhaokai",2015,Evidence for sea level and monsoonally driven variations in terrigenous input to the northern East China Sea during the last 24.3 ka,Paleoceanography,MarineSediment,78.1,24296.23,d18O,409,5,www.ncdc.noaa.gov/paleo/study/18755,wave3,59.21303178,NA,NA,NA,NA,PC_1.Chang.2015.lpd.csv,LipD,NA,NA,NA,NA,14.75859102,14.70370735,14.65172989,14.95101978,16.00579644,16.11155851,15.83767828,14.81538733,15.83414596,16.32051375,15.83763458,15.53331005,15.25366698,14.93770502,15.79440487,14.89430786,15.51824272,16.14280553,16.15367087,16.13141686,16.33811037,16.14081244,16.14257953,15.76281465,15.66850725,16.19283266,15.91650447,15.55176839,15.55351992,15.400429,15.71758024,15.36555553,15.84456501,16.12544908,16.13568726,16.20478893,16.31309162,15.70873815,16.14877102,16.14893621,15.8692155,16.21522437,16.14876399,15.66786021,16.06311302,15.5691672,15.31003525,15.69971391,15.72821889,15.97413875,16.05551167,15.86318871,16.18908203,16.20892149,15.94795446,15.60964065,15.83264875,16.09400816,16.47159643,16.76597472,17.00754983,16.34111075,16.62654923,16.14666498,16.13585309,16.29475045,16.4530965,16.27541682,16.38522027,16.54437045,17.27888702,16.55436665,16.44595622,16.11690742,15.84756889,16.02040174,15.89159187,14.97392386,15.20021455,15.24434701,15.14238625,14.99454982,15.45086962,15.36697388,15.24508304,15.28908295,15.4975276,15.03134844,14.65162275,14.66349103,14.87839014,14.94171585,14.55473479,13.80142653,14.25501932,14.35060124,14.05296525,13.52433188,14.19592454,13.99790656,13.74388214,13.72761813,13.51736416,12.77295977,12.07150707,11.6720561,11.67103931,11.49279005,11.26936628,11.07774877,11.07974873,11.08174869,11.5537573,11.65769481,11.0581109,10.93799507,10.81787923,10.69642657,10.57447946,10.54620047,10.78451531,11.02283015,11.00208662,10.91247947,10.82287231,10.68500996,10.50766607,10.33032218,10.20522187,10.20202325,10.19882462,10.19708611,10.21213884,10.20595922,10.18203232,10.19172122,10.2592521,10.39468444,10.42377983,10.02752738,9.631274936,9.742486895,9.880407507,9.748188763,9.418623176,9.007789045,9.012427613,9.38411814,9.734227282,10.00639605,10.46286537,10.59233306,10.67720963,10.76208619,10.84696276,10.93183933,11.01671589,11.10159246,11.18646902,11.27134559,11.35622215,11.44109872,11.52597528,11.61085185,11.69572841,11.78060498,11.86548154,11.95035811,12.03523467,12.12011124,12.2049878,12.28986437,12.37474093,12.4596175,12.54449406,12.62937063,12.71424719,12.79912376,12.80795006,12.67554015,12.56499433,12.55405156,12.54189943,12.41002052,12.27814161,12.37803227,12.52206951,12.47741518,12.33982321,12.270476,12.26937355,12.45184426,13.00702411,13.45186779,13.31744661,13.18302542,13.03448269,12.88579732,12.64591408,12.38463875,12.3703459,12.49498071,12.56169676,12.56310016,12.60524017,12.74243226,12.84392367,12.7064951,12.56906653,12.47557408,12.38391231,12.29225055,12.28638377,12.28797742,12.38000693,12.5038112,12.63472659
104,104,40.4,143.5,PC6,PC6.Minoshima.2007.lpd,-2215,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Minoshima, Kayo; Kawahata, Hodaka; Ikehara, Ken",2007,Changes in biological production in the mixed water region (MWR) of the northwestern North Pacific during the last 27 kyr,"Palaeogeography, Palaeoclimatology, Palaeoecology",MarineSediment,325,27018,alkenone,313,5,this compilation,wave3,85.28115016,NA,NA,NA,NA,PC6.Minoshima.2007.lpd.csv,LipD,5.201521008,5.492277311,5.783033613,5.766705882,6.315659259,6.821495098,6.969044118,6.906382353,6.485794118,5.051830882,4.099847059,5.331611765,6.563376471,6.92490625,7.011625,6.972607843,6.430647059,5.888686275,5.235843137,4.523294118,3.904539063,4.129929688,4.355320313,4.767752941,5.339517647,5.911282353,6.446627803,6.981605381,6.554036036,5.822504505,6.107847534,7.25941704,7.939495495,7.570126126,7.228753363,7.170457399,7.112161435,7.159147982,7.223273543,6.811959459,6.121418919,5.911278027,6.392443946,6.722135135,6.361774775,6.001414414,6.167807175,6.356147982,6.599693694,6.863657658,6.883452915,6.668654709,6.599135135,6.903189189,7.176704036,6.9717713,6.766838565,6.754732484,6.782121019,6.809509554,7.015111465,7.300780255,7.586449045,7.679968153,7.616273885,7.552579618,7.47907619,7.391457143,7.303838095,7.13566242,6.738210191,6.340757962,5.963675159,5.735968153,5.508261146,5.28055414,4.01988,5.69416,6.157192308,5.798933333,5.292266667,4.7856,4.339009524,3.911390476,3.483771429,3.242831746,3.121244444,2.999657143,3.103542857,3.472114286,3.840685714,4.252767857,4.074857143,3.577607143,5.563970874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,105,71.7363,42.6052,PL-96,PL-96.Voronina.2013.lpd,286,Arctic Ocean>Barents Sea,Arctic Ocean>Barents Sea,"Voronina, Elena; Polyak, Leonid; Vernal, Anne De; Peyron, Odile",2001,"Holocene variations of sea-surface conditions in the southeastern Barents Sea, reconstructed from dinoflagellate cyst assemblages",Journal of Quaternary Science,MarineSediment,202.76,8561.2,dinocyst,57,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,146.6392982,NA,NA,NA,NA,PL-96.Voronina.2013.lpd.csv,LipD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,106,10.7,-65.9417,PL07_39PC,PL07_39PC.Lea.2003.lpd,-790,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,"Lea, D. W.",2003,Synchroneity of tropical and high-latitude Atlantic temperatures over the Last Glacial Termination,Science,MarineSediment,305,24764,Mg/Ca,193,5,www.ncdc.noaa.gov/paleo/study/2585,wave3,126.7305699,y,y,y,NA,PL07_39PC.Lea.2003.lpd.csv,LipD,NA,9.520998151,9.136329635,8.75166112,8.973318818,9.291148522,9.608978227,9.572840703,9.403246517,9.233652332,9.179780293,9.206558322,9.233336351,9.281582381,9.355813993,9.39791345,9.34690768,9.308041438,9.274677255,9.241313072,9.139468524,8.987418277,8.870005765,8.741948957,8.730943132,9.121024489,8.907402895,8.771835235,8.683376295,8.594363984,8.517066859,8.627314277,8.737561695,8.847809112,8.951497731,9.023039284,8.767403865,8.843531486,8.958745692,9.036712383,9.159132366,9.238967209,9.27809875,8.693482715,8.300355017,9.112750265,9.22178823,9.12160948,9.224128996,9.393279668,9.400341995,9.407404322,9.414466649,9.421528976,9.428591303,9.501450639,9.578351533,9.655252427,9.732153321,9.809054215,9.733261051,9.62938618,9.525511309,9.422625096,9.601224065,9.779823033,9.958422001,10.13702097,9.840597271,9.536115791,9.565190345,9.619120766,9.673051186,9.726981606,9.630669161,9.491274142,9.351879124,9.353962935,9.379578973,9.40519501,9.430811048,9.456427086,9.380645336,9.145958373,8.840364805,8.599284605,8.669597073,8.739909542,8.810222011,8.880534479,8.901264424,8.67730113,8.453337835,8.314176823,8.232346612,8.399024598,9.147769914,9.299119494,9.416548445,9.023270103,8.772616141,8.703475282,8.762515222,8.992122321,9.221729421,9.350743391,9.155279163,8.959814935,8.764350708,8.56888648,8.373422253,8.177958025,8.207987473,8.277233788,8.346480103,8.415726418,8.484972732,8.554219047,8.620774075,8.668005769,8.715237463,8.762469157,8.809700851,8.856932545,8.904164239,8.951395933,8.998627627,9.045859321,9.093091015,9.140322709,9.187554403,9.234786097,9.282017791,9.329249485,9.376481179,9.423712873,9.470944567,9.518176261,9.565407955,9.612639649,9.659871343,9.707103037,9.754334731,9.801566425,9.848798119,9.896029813,9.943261507,9.782514854,9.637360629,9.590509996,9.543659362,9.496808729,9.449958095,9.403107462,9.380750411,9.384356236,9.38796206,9.226046604,8.848986221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,107,58.58,26.65,Raigastvere,Raigastvere.Seppa.2004.lpd,53,Europe>Northern Europe>Estonia,Europe>Northern Europe>Estonia,"Sepp _, Heikki; Poska, Anneli",2004,Holocene annual mean temperature changes in Estonia and their relationship to solar insolation and atmospheric circulation patterns,Quaternary Research,LakeSediment,0,8923,pollen,90,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,99.14444444,NA,NA,NA,NA,Raigastvere.Seppa.2004.lpd.csv,LipD,-7.341486631,-7.091418759,-7.10637501,-7.411229046,-7.64697455,-8.097790825,-8.558071693,-8.247539064,-7.867222309,-7.719694862,-7.868036742,-7.989265216,-7.134274951,-7.498233274,-9.022817716,-9.398473836,-7.646750278,-6.137470982,-9.576565956,-10.35058715,-10.06809815,-8.471585521,-8.780780042,-9.532946284,-10.49234419,-10.69919602,-10.69421967,-10.6998084,-10.68621677,-10.67218417,-10.69267616,-10.68024905,-10.65323875,-10.65674617,-10.65435854,-10.65491296,-10.49065236,-9.931394509,-10.14652252,-9.712342028,-10.46737533,-10.64763998,-9.892286004,-10.60170545,-7.183841354,-10.70002449,-10.70251671,-9.851290878,-9.607295611,-9.971102211,-9.523359284,-10.0411547,-10.68733487,-7.230824824,-2.416661052,-3.297674936,-3.961432256,-2.542675396,-2.13431927,-1.212309535,-0.422467329,-2.706566309,-2.967042631,-3.157136184,-2.489819311,-4.993995303,-5.663792028,-5.464579307,-6.532875879,-4.846573584,-1.862040963,-2.521144705,-3.889949406,-2.68962803,-3.997142857,-3.997142857,-3.997142857,-9.34096452,-8.034449069,-9.10031353,-7.558752124,-5.66403805,-5.341582857,-8.573476448,-4.606614572,-3.604403119,-8.792855436,-8.03811211,-7.748873057,-7.791903707,-7.599759572,-7.842607955,-6.460394223,-7.625972599,-6.204925475,-4.979031477,-4.947991288,-5.431918308,-5.744815968,-5.389528636,-6.862357915,-7.492665872,-8.117369292,-8.77,-8.705866013,-8.36425213,-8.641071687,-8.917891243,-8.969537274,-8.779794371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,108,62.0905,-17.8197,RAPiD_12_1K,RAPiD_12_1K.Thornalley.2010.lpd,-1938,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,"Thornalley, David J. R.; Elderfield, Harry; McCave, I. Nick",2010,"Intermediate and deep water paleoceanography of the northern North Atlantic over the past 21,000 years",Paleoceanography,MarineSediment,-21,11869,Mg/Ca,201,5,www.ncdc.noaa.gov/paleo/study/17658,wave3,59.15422886,y,NA,y,NA,RAPiD_12_1K.Thornalley.2010.lpd.csv,LipD,13.229,13.229,13.229,13.229,13.229,13.229,13.229,13.23041573,13.23266292,13.23491011,13.2371573,13.23940449,13.24165169,13.35448936,13.63321277,13.91193617,13.83169643,13.49151786,13.15133929,12.89406877,12.93074499,12.9674212,13.00409742,12.96719525,12.90307916,12.83896306,12.77484697,13.17602941,13.60691176,14.001135,14.265385,14.529635,14.793885,14.34994521,11.39515068,10.95735211,11.31439437,11.67143662,11.53310118,11.35168941,11.17027765,10.98886588,11.07082921,11.28251461,11.4942,11.70588539,11.80627136,11.51205025,11.21782915,10.92360804,10.75666129,10.99275,11.22883871,11.46492742,11.70101613,11.756025,11.3454,10.934775,10.5628829,10.6364192,10.7099555,10.7834918,10.8570281,11.2166,11.64326667,12.06993333,12.09320144,11.39931655,10.70543165,10.53175227,10.73477341,10.93779456,11.10029412,11.15323529,11.20617647,11.26645946,11.50294595,11.73943243,11.92623077,11.54161538,11.157,10.77238462,10.68961128,10.73619881,10.78278635,10.8653629,11.02100806,11.17665323,11.33229839,11.48794355,11.62178821,11.7185131,11.81523799,11.91196288,12.00868777,11.73040678,11.35244068,10.97447458,11.36479492,11.90145554,12.43811615,12.97477677,13.51143739,13.75887952,13.41912048,13.07936145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,109,58.32,7.78,Reiarsdalvatnet,Reiarsdalvatnet.Seppa.2009.lpd,245,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Sepp _, H.; Bjune, A. E.; Telford, R. J.; Birks, H. J. B.; Veski, S.",2009,Last nine-thousand years of temperature variability in northern Europe,Climate of the Past,LakeSediment,-82.08,8930.53,pollen,84,13,www.ncdc.noaa.gov/paleo/study/15444,wave3,107.2929762,NA,NA,NA,NA,Reiarsdalvatnet.Seppa.2009.lpd.csv,LipD,21.37678788,20.56928571,20.82166667,20.92103463,20.99549351,21.05291304,21.0963913,21.16932609,21.33063043,21.49193478,21.64106061,21.78954545,21.82296522,21.79166087,21.80897403,21.92066234,22.03066406,22.08613281,22.14160156,22.15215566,22.11206132,22.06931667,22.02165,21.97398333,21.92352529,21.86788327,21.81224125,21.91303906,22.05796094,22.19067969,22.28013281,22.36958594,22.172025,21.82660833,21.59227273,21.67409091,21.75590909,21.73047661,21.44246491,21.15445322,20.86644152,20.83318557,20.83799656,20.84280756,20.92136145,21.00298795,21.08461446,21.10267081,21.08496894,21.06726708,21.249,21.70614286,22.16328571,22.40968536,21.81311215,21.21653894,20.61996573,20.77233851,20.9322764,21.09221429,21.02914063,20.89945313,20.76976563,20.7220625,20.73620724,20.75035197,20.76951148,20.79311803,20.81672459,20.80642105,20.75938158,20.71234211,20.72851128,20.82512782,20.92174436,20.94619298,20.95028655,20.95438012,20.92490789,20.83576316,20.74661842,20.69273063,20.71376384,20.73479705,20.74806825,20.75637685,20.76468546,20.69231148,20.36444262,20.03657377,19.843375,20.22429605,20.60521711,20.8937234,20.6585461,20.42336879,20.18819149,19.95301418,19.71783688,19.48265957,19.28191364,19.39105006,19.50018648,19.6093229,19.71845932,19.82759574,19.93673217,20.04586859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
