"","time","NH","Tropical","SH","Global"
"1",100,0.198815254073394,0.0949745169310344,-0.367822946352941,0.117239571593548
"2",200,0.236512211268908,0.52026653527027,-0.3860964755,0.232442979235632
"3",300,0.22072295716,0.4975754184,-0.291076439555556,0.230896232071038
"4",400,0.125621726916031,0.457323541755556,-0.147952740277778,0.177179671546392
"5",500,0.162632066036765,0.302631596244898,-0.098118609,0.173304306576355
"6",600,0.0247464998611111,0.3696723368,-0.110421554611111,0.0946204001745283
"7",700,0.028176054137931,0.354216289703704,-0.12182027,0.0948712424383561
"8",800,0.0485485131216216,0.257060786280702,-0.0833141331428571,0.0888851679823009
"9",900,0.0795653563466667,0.23121452735,-0.10118883747619,0.102522551974026
"10",1000,0.146952570198676,0.165546862935484,-0.484737923333334,0.0878482423713081
"11",1100,0.168490594092105,0.216127826492308,-0.29896094664,0.13299527007438
"12",1200,0.206370744143791,0.292562607029412,-0.242368060961538,0.182864014360324
"13",1300,0.13270944487013,0.2698361397,-0.221631718037037,0.132835569330677
"14",1400,0.0652487234090909,0.23153997815493,-0.193120284925926,0.084418230797619
"15",1500,0.095975611987013,0.205699803152778,-0.303903374777778,0.0845266361818182
"16",1600,0.0916626771168832,0.244072951150685,-0.285132913148148,0.0954125553346457
"17",1700,0.0278287234350649,0.271050710226667,-0.426102565074074,0.0512095992929687
"18",1800,0.0730188350844157,0.28927767736,-0.359719255535714,0.0889828297665371
"19",1900,0.0758743402727273,0.243662650155844,-0.453746661785714,0.0685010267722008
"20",2000,0.178852047419355,0.315644776376623,-0.536481486607143,0.142327821176923
"21",2100,0.245482998425807,0.284504001155844,-0.576073893035714,0.168563860923077
"22",2200,0.222352151935484,0.307202052363636,-0.460274614206896,0.171537079578544
"23",2300,0.252723724133758,0.321508674987342,-0.502760433275862,0.190553801690566
"24",2400,0.299384546089172,0.3342388093625,-0.3921734469,0.232124625760299
"25",2500,0.256738573643312,0.299286330125,-0.464526416066667,0.188445955018727
"26",2600,0.178632998605096,0.27509195991358,-0.4504579606,0.137366010134328
"27",2700,0.210696386414013,0.225948544654321,-0.490083544766667,0.136860665824627
"28",2800,0.23286378977707,0.19659042462963,-0.3780259,0.153517396977612
"29",2900,0.209997377203822,0.251574359506173,-0.328685308333333,0.162263254070895
"30",3000,0.240590331700637,0.228980073777778,-0.2982515392,0.17676314133209
"31",3100,0.276332590783439,0.248732571975309,-0.193400931566667,0.215408683343283
"32",3200,0.278464616726115,0.245886386597561,-0.1564834741,0.220026484401487
"33",3300,0.273604966254777,0.184541300646341,-0.349524430666667,0.176961462583643
"34",3400,0.265225154528662,0.236801853756097,-0.259332238322581,0.196365932892593
"35",3500,0.213197162522293,0.273634985743902,-0.194981785709677,0.184687362925926
"36",3600,0.259771163165605,0.351505060890244,-0.0100474850967742,0.256651909525926
"37",3700,0.271720214133758,0.302311963402439,0.0127353232580645,0.251275739403704
"38",3800,0.306563905636943,0.275596093695122,-0.196494144612903,0.239400349574074
"39",3900,0.334652071363057,0.252138813853658,-0.123898681516129,0.256944069677778
"40",4000,0.329128115312102,0.302418347085366,0.000337774451612894,0.283266257677778
"41",4100,0.346678993031847,0.277077444841463,-0.127322184709677,0.271118387618519
"42",4200,0.325062709324841,0.2855400945,-0.153697244225806,0.258090809414815
"43",4300,0.380843494388535,0.234153921361446,-0.123497717774194,0.278224261405904
"44",4400,0.377844492643312,0.224609689142857,-0.12366656283871,0.273364469797794
"45",4500,0.394182916121019,0.233019186678571,-0.114067642290323,0.286486149268383
"46",4600,0.412857147165605,0.249069729904762,0.00602870243749998,0.314774168113553
"47",4700,0.415248831617834,0.217150563059524,0.10146085484375,0.317514509948718
"48",4800,0.448717655700637,0.27349880477381,-0.0850519146875,0.332237766578755
