u_id,group_id,lat,lon,sitename,filename,elevation,country,gcmd_location,author,pub_year,title,journal,archive_type,min_yr,max_yr,proxy,num_record,num_control,url,process_group,resolution,collected,shakun,marcott,new,filename,uploader,t0,t100,t200,t300,t400,t500,t600,t700,t800,t900,t1000,t1100,t1200,t1300,t1400,t1500,t1600,t1700,t1800,t1900,t2000,t2100,t2200,t2300,t2400,t2500,t2600,t2700,t2800,t2900,t3000,t3100,t3200,t3300,t3400,t3500,t3600,t3700,t3800,t3900,t4000,t4100,t4200,t4300,t4400,t4500,t4600,t4700,t4800,t4900,t5000,t5100,t5200,t5300,t5400,t5500,t5600,t5700,t5800,t5900,t6000,t6100,t6200,t6300,t6400,t6500,t6600,t6700,t6800,t6900,t7000,t7100,t7200,t7300,t7400,t7500,t7600,t7700,t7800,t7900,t8000,t8100,t8200,t8300,t8400,t8500,t8600,t8700,t8800,t8900,t9000,t9100,t9200,t9300,t9400,t9500,t9600,t9700,t9800,t9900,t10000,t10100,t10200,t10300,t10400,t10500,t10600,t10700,t10800,t10900,t11000,t11100,t11200,t11300,t11400,t11500,t11600,t11700,t11800,t11900,t12000,t12100,t12200,t12300,t12400,t12500,t12600,t12700,t12800,t12900,t13000,t13100,t13200,t13300,t13400,t13500,t13600,t13700,t13800,t13900,t14000,t14100,t14200,t14300,t14400,t14500,t14600,t14700,t14800,t14900,t15000,t15100,t15200,t15300,t15400,t15500,t15600,t15700,t15800,t15900,t16000,t16100,t16200,t16300,t16400,t16500,t16600,t16700,t16800,t16900,t17000,t17100,t17200,t17300,t17400,t17500,t17600,t17700,t17800,t17900,t18000,t18100,t18200,t18300,t18400,t18500,t18600,t18700,t18800,t18900,t19000,t19100,t19200,t19300,t19400,t19500,t19600,t19700,t19800,t19900,t20000,t20100,t20200,t20300,t20400,t20500,t20600,t20700,t20800,t20900,t21000,t21100,t21200,t21300,t21400,t21500,t21600,t21700,t21800,t21900,t22000
1,1,36.2054,-4.3127,161_976,161_976.Martrat.2014.lpd,-1108,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,"Martrat, Belen; Jimenez-Amat, Patricia; Zahn, Rainer; Grimalt, Joan O.",2014,Similarities and dissimilarities between the last two deglaciations and interglaciations in the North Atlantic region,Quaternary Science Reviews,MarineSediment,185,149480,alkenone,867,11,"10.1594/PANGAEA.787827,10.1594/PANGAEA.847255,10.1594/PANGAEA.847256",wave3,172.1972318,NA,NA,NA,NA,161_976.Martrat.2014.lpd.csv,LipD,NA,NA,NA,0.925433911,-0.733316089,0.431683911,-1.893316089,1.218558911,1.737308911,-1.113316089,-0.488316089,0.246683911,0.172933911,-0.978316089,-2.369982756,-0.408316089,-1.207760534,-0.841093867,-0.888316089,-0.951551383,-0.022139619,-0.010292834,-0.391688182,-0.773083531,-1.15447888,-0.518316089,1.260017244,0.675433911,-0.363316089,-1.007316089,-1.651316089,-1.379566089,-0.900816089,-1.236441089,0.532308911,0.385433911,-0.408316089,-1.422066089,-1.452066089,0.341683911,-0.170816089,-0.570816089,-1.505816089,-1.893316089,-1.676441089,-2.005538312,-1.670816089,-2.893316089,-2.053316089,-0.578316089,0.189183911,-0.141649423,-0.462482756,-0.783316089,1.586683911,0.081683911,-0.980816089,-1.393316089,-0.868316089,-1.663316089,-1.070816089,-0.803316089,0.076683911,-1.623316089,-0.563316089,3.146683911,2.227933911,1.631683911,-0.595816089,-0.583316089,0.997933911,1.204183911,1.174183911,0.186683911,-1.023316089,-1.454744661,-0.283316089,-1.233316089,0.724865729,0.191128355,-0.147760534,-0.486649423,-0.825538312,-0.835134271,0.096683911,0.970017244,0.847795022,0.7255728,0.603350577,0.481128355,0.374632629,0.272068526,0.169504423,0.066940321,-0.006173232,-0.076014502,-0.145855772,-0.215697042,-0.285538312,-0.355379581,-0.111441089,0.341683911,0.794808911,1.808906133,2.561683911,2.379411183,0.099411183,-1.061232756,-1.515399423,-1.650316089,-0.501316089,1.905350577,0.241683911,-1.411887518,-0.789837828,-2.002881307,-2.745134271,-1.60422518,-0.463316089,0.677593002,1.818502092,-0.056649423,2.028350577,1.221683911,-0.131551383,-1.008021972,-0.320458946,-0.531887518,-1.659982756,-0.343316089,-0.649982756,-0.027316089,-0.991887518,1.590683911,0.823255339,0.411826768,0.000398196,-0.411030375,0.753350577,1.152683911,-0.927316089,-3.007316089,-3.155316089,-2.823316089,-3.407760534,-0.826173232,-1.499982756,-1.448316089,-3.783316089,-2.736649423,-0.775316089,-4.253316089,-4.403316089,-4.059469936,-3.083842405,-3.089105563,-3.288554185,-4.264744661,-5.205316089,-5.825316089,-6.445316089,-6.358316089,-5.799982756,-5.241649423,-4.683316089,-4.124982756,-3.566649423,-3.008316089,-3.260816089,-4.729566089,-4.320458946,-3.878949892,-4.093034399,-4.307118906,-4.521203413,-4.73528792,-4.949372427,-5.163456934,-5.356952453,-5.429982756,-5.213316089,-4.996649423,-3.103316089,-2.574458946,-2.085887518,-1.597316089,-1.108744661,-2.053316089,-3.745040227,-3.562281607,-3.379522986,-3.329982756,-3.813316089,-4.216043362,-4.428316089,-4.478316089,-4.528316089,-4.578316089,-4.628316089,-4.678316089,-4.685789208,-4.675036519,-4.664283831,-4.653531143,-4.642778455,-4.632025767,-4.621273079,-4.61052039,-4.599767702,-4.353316089,-2.0644272,-1.076649423,-2.082204978,-3.926952453,-1.743316089,-0.559982756,-0.58379228,-2.318316089,-5.193316089,-5.603316089,-5.157861544
2,2,10.7061,-65.1694,165_1002C,165_1002C.Herbert.2000.lpd,-892.6,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,Atlantic Ocean>North Atlantic Ocean>Caribbean Sea,"Herbert, T.D., Schuffert, J.D.",2000,Alkenone unsaturation estimates of sea-surface tempreatures at site 1002 over a full glacial cycle,"Proceedings of the Ocean Drilling Program, Scientific Results",MarineSediment,NA,NA,alkenone,280,11,"10.1594/PANGAEA.441587,10.1594/PANGAEA.803256",wave3,NA,NA,NA,NA,NA,165_1002C.Herbert.2000.lpd.csv,LipD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,34.2875,-120.036,893A,893A.Kennet.2007.lpd,-588,Pacific Ocean>North Pacific Ocean,Pacific Ocean>North Pacific Ocean,"Kennett, Douglas J.; Kennett, James P.; Erlandson, Jon M.; Cannariato, Kevin G.",2007,Human responses to Middle Holocene climate change on California's Channel Islands,Quaternary Science Reviews,MarineSediment,NA,NA,d18O,256,8,this compilation,wave3,NA,NA,NA,NA,NA,893A.Kennet.2007.lpd.csv,LipD,NA,0.203655962,-0.121949651,0.167618467,0.784183777,1.217172875,0.133694122,-0.284599152,-0.856477405,-0.829887608,-1.334684495,-1.013028791,-1.312379636,-1.110394023,-2.129554212,-0.439628153,-0.896138468,-0.717174402,-1.38823848,-0.501220909,-0.11994503,-1.554353565,0.124463182,-0.216321682,-0.314961731,-0.278535471,-0.151173529,-0.132667743,0.216613078,1.440811046,0.449171525,1.994514109,1.944177066,1.210774716,0.557184978,1.636788307,1.21462217,0.366818111,0.996691315,0.675142176,0.450025396,-0.118953987,0.226651269,-0.11001502,-0.573708448,-0.314972905,-1.179953645,0.004724905,-1.65304885,-0.304801753,-0.678071516,-0.55591402,-1.471875996,-1.42556117,-0.170516917,-0.798852985,-0.340476354,-0.879017853,0.653089224,0.477419686,0.002605133,-0.012838181,0.322652549,-0.931071105,1.709859421,-0.463016394,0.209730043,-1.256282481,-0.121370538,0.119862402,0.678923456,1.023395279,0.936014429,0.56563757,0.852809991,0.26241036,0.858845917,-0.297007729,-0.171624585,-0.141048596,0.205754617,0.650108521,-0.398293316,0.027730695,0.306630257,0.495737683,-0.315861017,0.242897065,-0.505861823,-0.034585951,0.024750196,-0.673001524,-0.593597375,-0.388263684,-0.464830789,0.142684631,-0.417107804,-0.184837189,0.43097573,0.800901222,0.648069854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,27.82,126.9783,A7,A7.Sun.2005.lpd,-1264,Pacific Ocean>Western Pacific Ocean>East China Sea,Pacific Ocean>Western Pacific Ocean>East China Sea,"Sun, Youbin; Oppo, Delia W.; Xiang, Rong; Liu, Weiguo; Gao, Shu",2005,Last deglaciation in the Okinawa Trough: Subtropical northwest Pacific link to Northern Hemisphere and tropical climate,Paleoceanography,MarineSediment,1367,18193,Mg/Ca,225,8,www.ncdc.noaa.gov/paleo/study/2646,wave3,74.78222222,y,NA,y,NA,A7.Sun.2005.lpd.csv,LipD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480251784,0.315251784,-0.155681364,2.065257808,0.368716197,0.474990338,0.768527687,0.576567417,-1.005131349,-1.032904534,0.216224073,-0.35655665,0.816289368,0.142690944,0.819901829,1.239541284,1.339364414,0.5543304,0.275624958,0.117608212,-0.419035624,0.375337203,0.893340604,-0.294346471,-0.913834906,-0.928358716,-0.051011777,-0.534851233,-0.598455314,0.209775978,0.001144686,-0.452002062,-1.096698171,-0.653500892,-0.211332185,0.194136523,0.123660332,0.061618505,0.056892305,0.431246046,0.299459045,0.077203189,0.743869856,0.142890126,-0.529315858,0.472112713,0.232132018,-0.14726892,0.21518006,0.206859045,-0.18627096,-1.200148511,-1.286010549,-1.161747151,-0.958549872,-0.514622036,0.111969856,0.953874618,0.930432694,0.05445625,-1.731530144,-1.393259467,-1.155130144,-1.07110834,-1.199830144,-0.641333903,0.360819856,1.312580382,1.718369856,0.024685645,-0.670430144,-0.64512864,-0.155730144,-0.835354204,-0.332330144,0.414993164,0.475669856,0.426212713,0.260693293,0.085241284,1.081469856,1.350899543,0.590241284,-1.220530144,-0.408850144,0.277669856,-0.198770144,-1.359770144,-1.210730144,-0.419690144,0.184569856,0.437929856,0.611689856,1.412569856,1.711209856,0.053849856,-1.117630144,-1.331210144,-2.084730144,-0.502970144,-0.602890144,-0.076130144,1.197629856,1.150669856,0.443919856,-1.091530144,-1.319180144,-1.820430144,-0.423130144,-0.787830144,-3.342074262,-1.316201573,-0.918570144,-2.796053001,-1.637738716,-2.570174262,-2.755164144,-1.522426062,-1.954140348,-1.389210144,-2.658524022,-0.280117899,-0.953840144,-1.174130144,-1.458212366,0.591483189,-2.261714589,-1.464450144,-1.60828469,-1.177610144,-1.986452366,-1.222372517,-2.469926696,-3.366274972,-2.066268075,-2.093009805,-1.959721669,-2.796784381,-3.646330144,-3.393130144,-3.484630144,-3.628780144,-3.023330144,-3.121567644,-4.841928606,-3.895102452,-3.658580144,-3.694020769,-4.550992644,-2.894242644,-2.923098894,-3.730093221,-4.480351683,-3.307934832,-2.548155144,-2.983842644,-2.860430144,-3.930092644,-3.244339375,-2.883867067,-2.953236394,-3.328673221,-3.414728582,-3.318811394,-3.55300399,-2.852997836,-4.271430144,-4.185142452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,65.02,-127.48,Bells Lake,BellsLake.Szeicz.1995.lpd,580,North America>Canada>Northwest Territories,North America>Canada>Northwest Territories,"Szeicz, Julian M.; MacDonald, Glen M.; Duk-Rodkin, Alejandra",1995,"Late Quaternary vegetation history of the central Mackenzie Mountains, Northwest Territories, Canada","Palaeogeography, Palaeoclimatology, Palaeoecology",LakeSediment,0,13299,pollen,53,17,10.21233/N35G6P,wave3,250.9245283,NA,NA,NA,NA,BellsLake.Szeicz.1995.lpd.csv,LipD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,-7.4,115.2,BJ8_03_13GGC,BJ8_03_13GGC.Linsley.2010.lpd,-594,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,Pacific Ocean>Western Pacific Ocean>South China And Eastern Archipelagic Seas,"Linsley, Braddock K.; Rosenthal, Yair; Oppo, Delia W.",2010,Holocene evolution of the Indonesian throughflow and the western Pacific warm pool,Nature Geoscience,MarineSediment,129,10575,Mg/Ca,397,5,www.ncdc.noaa.gov/paleo/study/10420,wave3,26.31234257,y,NA,y,NA,BJ8_03_13GGC.Linsley.2010.lpd.csv,LipD,NA,NA,-0.502562695,-0.785276981,-1.871098409,-0.822972695,-1.094835552,0.002695876,-0.407512695,-0.278623806,-0.575746028,-0.987084917,-0.139968251,-1.303590473,-0.417998409,-1.004698409,-0.861018409,-1.024084124,0.412700638,-0.275362695,-0.404222219,-0.078412695,-0.273612695,-1.353712695,-0.82459409,-0.393857933,0.001303972,-0.355712695,0.251030162,-0.515993648,-0.631331743,-1.0087246,-0.488248409,-0.569719838,0.949030162,-0.232979362,-0.498284124,0.047530162,0.247008733,-0.819760314,-0.400277401,-0.222569838,0.130315876,0.241461723,0.367337305,0.328715876,-0.202810314,0.150763495,0.021420638,-0.616369838,-0.498348409,-0.586788886,-0.862112695,0.884296829,0.624753972,-0.583352278,0.358291386,-0.39412494,0.375054652,-0.593063716,1.839354652,-1.298943307,-0.805814778,-1.073257593,1.686364856,-0.504984124,1.968062815,-0.199863716,-0.443033103,-0.081050195,0.809083223,-0.268872899,0.156301591,0.539070978,0.955979142,0.829001591,0.126474805,-0.175943307,0.502358733,0.646262815,0.544060501,0.668915876,0.360683223,-0.471333528,-0.638012695,0.61137506,-0.127846028,-0.14960844,0.765744062,0.098245638,1.073287305,0.30513662,0.684787305,0.260235954,-0.115811325,-0.319755938,1.236306224,-0.544518175,0.118665683,-0.443979362,-0.898123654,-1.168342832,-0.602509992,-0.808129362,0.027251688,-0.466723806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,38.6345,-9.4542,D13882,D13882.Tierney.lpd,-88,Atlantic Ocean>North Atlantic Ocean,Atlantic Ocean>North Atlantic Ocean,NA,NA,NA,NA,MarineSediment,442,13106,alkenone,293,5,10.1594/PANGAEA.761812,wave3,43.221843,y,NA,y,NA,D13882.Tierney.lpd.csv,LipD,NA,NA,NA,NA,NA,-1.930190735,-1.681313277,-1.494276826,-1.285675787,-1.158433272,-0.702829448,-0.817146295,-1.130724163,-0.764321394,-1.21452537,-0.808618585,-0.655097061,-0.88746822,-0.858448062,-0.713771721,-0.949525391,-0.832860739,-0.433481187,-0.059993132,-0.48590737,-0.216909815,-0.236063839,-0.150630673,-0.027313181,-0.081328164,0.061417375,0.521324223,-0.167246545,-0.122674086,0.345641413,0.476233592,0.434493074,0.224738095,0.823394017,0.540954451,0.291235901,0.223385602,0.436469497,0.26485149,0.335827109,0.650239528,0.93303344,0.643664966,0.395147205,0.342691545,0.619948129,0.469866304,0.367207379,0.328177482,0.02359908,0.215094992,0.590637103,0.949036094,0.724059339,0.735134835,0.746389698,0.698730238,0.673304229,0.945777513,1.016278793,0.821487362,1.201246505,1.54957361,1.876058114,0.983964108,0.413251216,0.819798783,0.879301857,0.743592403,0.894274007,1.072283324,1.297725041,1.245452119,1.073431842,1.021963342,0.89760179,0.659228028,0.581874774,0.575070864,0.709565391,0.864465581,1.045336614,1.37993602,1.75539993,1.51018023,1.258690999,1.290925175,1.504556285,1.642958829,1.514641913,1.386324997,1.469651159,1.593290289,1.666678977,1.678650457,1.684143772,1.588145831,1.49214789,1.374640408,1.247010789,1.042341633,0.649058437,1.055528774,1.454432296,0.768450355,0.052063922,-0.103963447,0.566921774,0.307232665,0.38274505,-0.520436621,-6.970101718,-8.356907076,-7.752610277,-7.059430237,-7.886442523,-8.22511046,-9.001488221,-8.793943676,-8.877813265,-9.034278312,-9.174203042,-9.360051165,-7.91771302,-7.747571841,-6.457945722,-7.062768752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,58.25,8,Dalene,Dalene.Seppa.2009.lpd,40,Europe>Northern Europe>Scandinavia>Norway,Europe>Northern Europe>Scandinavia>Norway,"Sepp _, H.; Bjune, A. E.; Telford, R. J.; Birks, H. J. B.; Veski, S.",2009,Last nine-thousand years of temperature variability in northern Europe,Climate of the Past,LakeSediment,-56.87,8940.4,pollen,50,15,www.ncdc.noaa.gov/paleo/study/15444,wave3,179.9454,NA,NA,NA,NA,Dalene.Seppa.2009.lpd.csv,LipD,-0.070285122,-0.473529276,-0.627398731,-0.49359987,-0.045281739,-0.408687585,-0.207204812,-0.063922067,0.069892941,0.504459237,0.755831455,0.52082636,0.140197918,0.455204647,0.282155634,0.54925023,1.360223836,0.805942773,1.145347458,1.23841552,0.565927667,0.661159787,0.769761234,0.861747101,0.507908967,0.270405195,0.154908304,0.281187383,0.375999845,0.339310323,0.395986463,0.507214656,0.571514672,0.644915051,0.782956963,0.762988089,0.46669579,0.407981014,0.576706375,0.744033836,0.910461529,1.082636027,1.257829439,1.062026952,0.668295507,0.681339962,0.968518962,1.100459851,1.071278324,0.990848927,0.807213303,0.652247898,0.705752209,0.759256521,0.806943319,0.853678357,0.893611246,0.927944919,0.939572843,0.853960675,0.768348506,0.903716503,1.100290728,1.102341752,0.711410085,0.320478418,0.403295172,0.580066825,0.66976451,0.550869037,0.431973565,0.333953836,0.244361766,0.173825383,0.297384177,0.42094297,0.492095172,0.492835611,0.49357605,0.335780761,0.118032049,-0.099716663,0.09086794,0.286203006,0.394195149,0.190521884,-0.013151381,-0.187770715,-0.322317328,-0.456863941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,57.8724,-137.1045,EW0408_66JC,EW0408_66JC.Praetorius.2015.lpd,-426,Pacific Ocean>North Pacific Ocean>Gulf Of Alaska,Pacific Ocean>North Pacific Ocean>Gulf Of Alaska,"Praetorius, S. K.; Mix, A. C.; Walczak, M. H.; Wolhowe, M. D.; Addison, J. A.; Prahl, F. G.",2015,North Pacific deglacial hypoxic events linked to abrupt ocean warming,Nature,MarineSediment,4246,13570,alkenone,384,5,www.ncdc.noaa.gov/paleo/study/22400,wave3,24.28125,y,NA,NA,y,EW0408_66JC.Praetorius.2015.lpd.csv,LipD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.746983809,1.655262533,1.563541258,1.471819983,1.380098708,1.288377433,1.196656157,1.216807952,1.24668784,1.276567728,1.306447616,1.337191053,1.369044769,1.400898484,1.432752199,1.464605914,1.407846185,1.346667413,1.285488641,1.224309869,1.238674845,1.338227451,1.437780058,1.537332665,1.636885271,1.502347153,1.365444481,1.22854181,1.091639138,0.96755657,1.044322287,1.121088004,1.197853721,1.270648545,1.170930137,1.071211728,0.971493319,0.87177491,0.772056502,0.672338093,0.658205568,0.672983326,0.687761084,0.702538841,0.703211117,0.640698561,0.578186005,0.515673449,0.468356155,0.557796218,0.688217618,0.706270747,1.173559354,1.677912521,1.103611803,0.529311084,0.151937827,-0.005041466,-0.076943702,-0.148845939,-0.21325069,-0.210178076,-0.207105463,-0.204032849,-0.273444538,-0.41534053,-0.511745363,-0.198729766,-0.36233599,-0.705406808,-0.853098746,-0.751194683,-1.533731583,-2.05537513,-2.197556549,-2.184867919,-2.395668311,-2.254678704,-2.227786399,-2.454975572,-2.487280446,-2.800912529,-3.190449131,-3.013990052,-3.61173281,-2.750395399,-2.19492687,-2.362901865,-2.30504448,-1.332605294,-2.042943877,-2.233794301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
