time,ne_labrador,se_usa,midwest,rocky_mt,w_usa,c_canada,alaska_yukon,greenland,mediterranean,scandinavia,uk,c_north_europe,iceland,siberia,e_china_japan,tibet,se_asia,australia,new_zealand,n_indian_ocean,e_africa,s_africa,w_africa,c_atlantic,s_atlantic,e_pacific,chile,antarctica,russian_far_east,carribean,se_brazil
3700,0.993467035,1.195417718,1.010493163,1.337958291,1.294199942,0.888280639,2.400342162,0.90612853,1.388739924,0.378798708,1.143352355,1.022428372,0.663007277,4.450810889,0.993564775,1.099863296,0.459092587,0.174370817,0.241425636,0.575419412,0.288967488,0.247744725,0.259794922,0.278627451,0.469923007,0.571210007,0.179897664,2.490700942,4.977759082,0.981538992,0.118588805
3800,1.070717584,1.128745678,1.152287052,1.381184871,1.336136375,0.858854912,2.098382095,0.797489172,1.466114386,0.412069308,1.194333843,0.925183296,0.615072705,4.345228063,0.928038467,1.091440983,0.44433445,0.186330317,0.432460461,0.511686787,0.266176397,0.24016201,0.233452522,0.268992118,0.455466569,0.604619607,0.212429692,2.519155865,4.955241457,0.977216325,0.085548805
3900,1.069246345,1.133094129,1.117919928,1.323960131,1.343620225,0.973868892,2.342887331,0.658633887,1.435464167,0.323757632,1.243448093,0.905143014,0.675093134,4.107342116,0.996045483,1.136562796,0.487048905,0.126956317,0.265702798,0.572271787,0.335135579,0.217133153,0.259705722,0.270270618,0.514913369,0.631987107,0.169784392,2.502718249,4.574944032,0.963783992,0.137998305
4000,1.098703846,1.080898362,1.240686688,1.406195771,1.527282825,1.189313979,2.346699573,1.119111887,1.462750229,0.65079116,1.38606248,0.980765986,0.936168348,4.659895556,0.965083421,1.124005796,0.447380905,0.096808084,0.233059473,0.526847287,0.275736215,0.237667582,0.268171322,0.267512618,0.541179057,0.550595407,0.222435306,2.567772788,5.573830619,0.902275992,0.053977305
4100,0.914681289,1.08272584,0.880678264,1.091233331,1.199544108,0.735151119,2.168889719,0.657110101,1.143849662,-0.006401444,0.774818805,0.471399772,0.366414848,3.901333925,0.858752467,1.044748296,0.401930268,0.154743084,0.352712836,0.462428287,0.244023033,0.261667153,0.211063922,0.246427451,0.489849232,0.570128707,0.222835478,2.446642557,4.471792194,0.914015325,-0.023017695
4200,0.825272883,1.020208206,0.886142459,1.117830031,1.158155725,0.858863894,2.351280588,0.671456244,1.263678886,0.230493132,1.073159005,0.75890624,0.696964991,4.081621599,0.927804236,1.083745546,0.519775723,0.128295884,0.220058761,0.489336037,0.290695852,0.237562725,0.251971122,0.278730285,0.471794832,0.598327807,0.209172635,2.483956557,4.477181082,0.952679992,0.341562305
4300,0.993804874,0.984230318,0.927295603,1.159201891,1.165499992,0.776136119,2.123512217,0.714024815,1.32646922,0.216925446,1.003089618,0.777593316,0.629670991,4.000396906,0.851888083,1.042446796,0.399108723,0.199627084,0.330342586,0.476886662,0.267732397,0.300054725,0.228488922,0.252901285,0.519368219,0.542715507,0.230582921,2.417305788,3.955088957,0.897100325,0.126763805
4400,0.936100785,1.014210435,1.019285538,1.206305851,1.167350725,0.782898246,2.072135745,1.019912387,1.183112115,0.594722598,1.179183468,0.935158056,0.929270277,4.262184963,0.821644813,0.995526796,0.480316905,0.149507984,0.292685973,0.472190162,0.295557761,0.23136801,0.247953122,0.278597451,0.552260569,0.584340307,0.222436435,2.446883172,4.387064807,0.945434325,0.272046805
4500,0.949425861,0.968305225,1.032274652,1.213760251,1.251485375,0.765385112,2.151057346,0.827420101,1.288978943,0.452205741,1.192009105,0.886753554,0.682962134,4.201310092,0.920088529,1.120761733,0.464208041,0.206747117,0.327670511,0.493042662,0.274367124,0.250606296,0.229676522,0.250360951,0.454787569,0.535374107,0.215579621,2.523514249,4.569455969,0.907910992,0.315583805
4600,1.044816167,1.012706273,1.130366229,1.453979811,1.523187325,1.046367032,2.549090227,1.043874172,1.283801386,0.74809166,1.319816105,0.9984074,0.946671848,4.635948148,0.926490683,1.114905921,0.479634677,0.15830865,0.253780248,0.502925037,0.262636397,0.22446401,0.242723922,0.246229285,0.508520594,0.520889707,0.220179478,2.394016711,5.240557882,0.877445325,0.132681805
4700,1.10101535,1.048310318,1.145956963,1.349923511,1.331980658,1.143873539,2.807823859,1.186009315,1.485946186,0.983528346,1.589092955,1.277753386,1.116452848,4.878441688,1.030733983,1.114494671,0.539300587,0.071425184,0.181459661,0.570790412,0.308864942,0.170144296,0.273832722,0.293963285,0.437179332,0.540560007,0.138021692,2.334084018,5.645951557,0.919053658,0.135763305
4800,0.947068651,0.864737084,0.994547883,1.234470891,1.293870742,0.936862306,2.284154508,0.816002172,1.187545539,0.599473165,1.205517068,0.958855174,0.86415542,4.569520798,0.85778889,0.980451296,0.473572632,0.148862317,0.366912861,0.491137912,0.248527942,0.206413296,0.226090122,0.284875118,0.500627244,0.534015907,0.268471078,2.440555557,4.988835632,0.852439992,0.015529305
4900,0.911435925,0.886412745,0.962858352,1.234611031,1.274528775,0.936509786,2.223000733,1.011416387,1.2232157,0.912596127,1.446413243,1.146128769,1.03857042,4.511232213,0.829954106,1.032135796,0.411221359,0.162855317,0.272406123,0.492802787,0.256329033,0.19478801,0.208532322,0.250555951,0.448513407,0.553557907,0.130570535,2.319008865,4.917368807,0.817740325,0.204107305
5000,0.949676301,0.848232818,0.926421693,1.132294711,1.206412325,0.948415606,2.351311965,1.030652744,1.201466386,0.560711284,1.32077468,0.922588369,0.978889991,4.38125602,0.858615121,0.977361483,0.401050996,0.13164465,0.279968086,0.445620537,0.238133033,0.233255725,0.235784922,0.205801951,0.459861057,0.497126507,0.216675335,2.474122634,4.883128844,0.791099992,-0.046822195
5100,0.693943633,0.796518973,0.771123951,1.000927231,1.045392325,0.671172719,2.020077384,0.781765315,1.003661529,0.44654637,0.835590468,0.636088636,0.65237942,4.13915587,0.657677644,0.820410171,0.399475041,0.052105217,0.105354548,0.405508912,0.228010033,0.186795153,0.174217922,0.180902618,0.381704394,0.477723507,0.186269549,1.920781249,4.324656882,0.855564325,0.243318805
5200,0.747657962,0.749567869,0.715933246,0.880805851,0.938362408,0.749217159,1.849761968,0.950580958,0.966603429,0.420864046,0.927721305,0.618576395,0.843670848,3.887557428,0.781413621,0.916324358,0.327845859,0.050504984,0.108528823,0.384285662,0.156091397,0.152804439,0.142812922,0.206012118,0.316631357,0.456165907,0.134852149,1.771204942,3.673528732,0.737074658,0.090099805
5300,0.95035159,0.726441106,0.738521875,0.899497891,1.079778325,0.900801557,2.220262004,1.073836672,1.04679082,0.358548708,1.018290868,0.648397489,0.864927134,4.296608665,0.84545516,1.041968796,0.340687268,0.05681965,0.113409623,0.395246662,0.183495124,0.183307725,0.151604522,0.186539951,0.293630244,0.435206407,0.115222749,1.799997018,4.515277694,0.811589992,0.184204305
5400,0.79478806,0.765778129,0.70872097,0.887825731,0.957136158,0.741075103,2.074658294,0.886972887,1.127317581,0.440891198,1.006765368,0.642499094,0.864314848,3.92717637,0.770605083,0.982876921,0.318313359,0.03827965,0.015947536,0.353539787,0.181913033,0.152026153,0.163871322,0.194317951,0.378906432,0.458584207,0.129868978,1.808683326,4.115803382,0.742264658,0.394609805
5500,0.713601433,0.792767406,0.697387936,0.886701231,0.900967325,0.591446414,1.910753687,0.738464387,1.033212796,0.672649398,1.107022518,0.792954795,0.759838848,3.970625096,0.739707906,0.905836983,0.338649405,0.026926317,0.089252723,0.388694787,0.192593579,0.109508296,0.148714322,0.195452285,0.181684619,0.446922807,0.070145564,1.697893172,3.851070882,0.730115992,0.180167805
5600,0.850957795,0.745267506,0.91270177,1.130017731,1.201039192,0.908087872,2.132269044,1.167880387,1.192678324,0.696755346,1.160683943,0.849840911,0.96937242,4.476973656,0.772950929,0.934806233,0.279814405,0.03221765,0.107602436,0.402273037,0.170121579,0.111672868,0.142287122,0.197614618,0.341947544,0.439276107,0.086666592,1.831462865,4.900917632,0.713439992,0.123377305
5700,0.788673345,0.728617925,0.86172354,1.035028331,1.134428158,0.880949652,2.279711675,1.118043887,1.1079125,0.621162841,1.193268318,0.713067051,0.982403348,4.398381116,0.813577544,0.901462421,0.368785768,0.05922565,0.141060198,0.422864787,0.199885852,0.155455296,0.172497522,0.172997951,0.197387232,0.437571607,0.080389306,1.77209698,4.512978657,0.699980658,0.192156305
5800,0.815848142,0.720822473,0.952494974,1.034497791,1.023945742,0.734390699,2.090927894,1.035783387,1.088100872,0.490632675,1.17849098,0.799109329,0.981533134,4.652703288,0.754021952,0.955963921,0.35012295,0.021678817,0.094339111,0.365661412,0.116081397,0.108980725,0.153154922,0.183309118,0.244208607,0.383262407,0.053945421,1.684762442,5.055287782,0.711130992,-0.047889195
5900,0.938327645,0.785806678,0.894146654,1.114117371,1.159889992,1.065140066,2.713692508,1.260791315,1.152647224,0.699005698,1.376099368,0.939971466,1.201936205,4.87199881,0.825230983,1.049327421,0.370258314,0.01533865,0.115196023,0.395984287,0.147721306,0.119271725,0.143220522,0.161090618,0.192313569,0.389828407,0.054384978,1.725708865,5.644735107,0.716072325,-0.015228695
6000,0.91434686,0.765045806,0.843291306,1.029563151,1.114017658,1.108779519,2.884437925,1.370225315,1.117355148,0.731331346,1.349090068,0.880627777,1.274679134,4.594743085,0.863174152,1.041331921,0.383997359,0.03697865,0.221059486,0.384694662,0.134173215,0.10740601,0.129018322,0.198834618,0.165977057,0.422963907,0.064295206,1.656001711,5.326652757,0.712390325,0.100580805
6100,0.704095987,0.639255692,0.711875898,0.888275071,0.932221825,0.863895303,2.268047865,0.825477958,0.888054896,0.214043051,0.877738293,0.41869241,0.753873563,4.302859899,0.731230829,0.932433796,0.285878132,0.025809117,0.093458173,0.329660412,0.122456124,0.118309296,0.117869322,0.124725785,0.265062644,0.394947907,0.127460864,1.696618788,4.397697432,0.617025325,0.241875305
6200,0.736754028,0.536086478,0.688273734,0.878696931,0.838702158,0.717993417,1.774735309,0.838926672,0.881163558,0.39692947,0.85160853,0.571569326,0.814979134,3.892674663,0.673671236,0.883361358,0.252789541,0.035593317,0.090618411,0.307265287,0.09384867,0.071255153,0.066732522,0.110100618,0.235289219,0.317163607,0.059455321,1.627158095,3.639007869,0.533234658,0.088699805
6300,0.536258292,0.480002278,0.538670615,0.674095671,0.659837858,0.613837352,1.701354571,0.579104315,0.917571658,0.370996456,0.833182268,0.521620454,0.630918563,3.947601067,0.586157698,0.751661046,0.261252177,0.04361705,0.033689636,0.237083537,0.09687167,0.059638153,0.088230922,0.087058285,0.216283569,0.191701407,0.020652821,1.60369448,3.469672282,0.342846658,-0.190956195
6400,0.606894478,0.552017134,0.711653531,0.992258571,1.044532992,0.668066937,1.797953373,0.861647958,0.963440905,0.709483403,1.025580705,0.898213489,0.801457563,4.458980813,0.608595121,0.834358296,0.350663496,0.02967265,0.056911711,0.313672412,0.120515033,0.051086725,0.126027122,0.113320618,0.222602382,0.169963707,0.025229278,1.583644711,4.379302044,0.390673992,0.020865805
6500,0.735188628,0.583012729,0.699185571,0.821997951,0.836744108,0.662033379,2.096858831,0.834038815,0.952176915,0.798727294,1.120899318,0.898332182,0.900918134,4.377188445,0.67132406,0.873169921,0.374837541,0.01451965,0.002694798,0.296675162,0.095112488,0.055979725,0.109412922,0.116967118,0.224277844,0.188593007,-0.000505065,1.574498018,4.538799557,0.385676658,0.103673305
